@relation IPCATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
0.215677,-0.302558,-1.251458,-1.846444,1.540891,-2.356671,0.970138,0.997764,-5.152073,0,0,0,0,1,0,3
0.153763,-0.605473,-2.885823,-2.043192,2.077063,0.134842,0.439693,-3.327262,0.788277,0,0,0,1,0,0,3
1.740158,-0.209556,-0.102543,1.478847,0.863204,1.108115,-1.204508,3.475284,1.80742,0,0,0,0,0,1,3
0.613255,0.291775,3.605865,4.818476,-1.171637,1.462036,-0.906307,-2.678837,0.064277,0,0,1,0,0,0,3
-2.884823,0.957079,-1.145532,1.413903,-1.451279,-1.105021,1.150065,1.105207,-1.719256,0,0,0,0,1,0,3
1.029561,-1.56873,-1.128237,-2.401071,1.056409,-1.594693,-1.473175,1.806429,-1.770807,0,0,0,0,0,1,3
-0.735346,-0.675525,0.505111,-2.445734,3.562322,3.872958,0.227814,-3.396862,-0.486362,0,1,0,0,0,0,3
3.127705,1.418237,1.910712,1.69067,-0.92836,1.140271,2.35987,0.479209,0.71679,0,0,0,1,0,0,3
-3.934975,1.471232,0.226062,0.8689,-1.362307,-6.470329,1.192247,0.832584,-1.634208,1,0,0,0,0,0,3
3.129167,-3.673364,-2.85498,1.297589,1.136406,2.022254,-1.078723,-0.729545,2.242224,0,0,1,0,0,0,3
-2.406522,1.955701,0.565152,-1.442226,0.00079,4.828326,-3.003371,1.482581,0.360017,0,1,0,0,0,0,3
1.419174,0.871031,1.361112,-2.299217,-0.470629,-2.182936,1.606674,-0.914356,0.967334,0,0,0,1,0,0,3
1.468997,0.839827,-1.860971,0.30191,-0.226494,-0.045021,-3.051285,0.423124,0.022348,0,0,0,0,0,1,3
-0.32243,0.618235,2.043721,2.979452,-1.167872,-0.46174,-1.856715,-1.326109,2.809101,0,0,1,0,0,0,3
0.493149,0.290762,2.009681,2.328779,-3.085244,1.437893,1.83836,2.820859,-0.304644,0,0,0,0,1,0,3
-2.757657,-1.502324,-2.833457,-1.269681,1.32459,1.158752,-1.100128,-0.778837,1.271827,0,1,0,0,0,0,3
2.318801,1.406123,-0.380007,-3.563556,3.495506,2.129645,-0.577114,-0.265401,-1.441569,0,1,0,0,0,0,3
-0.015947,-1.387011,0.418058,1.590303,-0.652916,0.917813,1.257503,-2.215474,2.074082,0,0,0,1,0,0,3
-1.604819,1.795976,-0.111935,-4.087094,-1.516726,-2.440579,-1.370612,0.890901,5.541101,0,0,0,0,0,1,3
6.105432,-2.385629,1.578754,2.584479,0.377299,1.043049,2.707364,-2.173095,-3.919028,1,0,0,0,0,0,3
-5.227615,4.243313,0.97327,4.766668,-1.94774,-1.159976,1.177626,1.89062,-0.020542,0,0,0,0,1,0,3
2.533997,1.490086,-2.056576,1.473385,2.929306,-2.441423,-2.674753,-0.444989,-2.272746,0,0,0,0,0,1,3
-2.639215,-0.517818,0.475849,-0.374662,0.205487,1.172559,1.520692,3.567794,3.519983,0,0,0,1,0,0,3
1.090687,-1.75957,1.469291,-3.772902,-0.164398,0.729912,0.276303,-4.28239,-0.317848,1,0,0,0,0,0,3
-0.599604,1.903113,-1.211493,0.428008,1.26155,-0.824295,-0.629503,4.732532,3.314104,0,0,0,0,0,1,3
3.013454,-0.549252,0.908055,1.979367,-1.981458,-0.221722,-0.801963,-5.00577,0.086436,1,0,0,0,0,0,3
0.541725,2.982892,0.393952,-2.370161,-0.327353,-0.888403,1.340652,-1.340683,0.857725,0,0,0,1,0,0,3
-1.122051,0.347938,1.693124,3.81421,2.018934,4.800142,3.826348,-0.211942,-0.114776,0,1,0,0,0,0,3
0.350012,0.680021,-0.870818,-1.992245,0.928946,4.470982,1.524777,-2.940024,4.088985,0,0,0,1,0,0,3
0.613194,0.19473,0.454787,2.392115,-0.321884,-0.589624,1.486055,2.206881,1.847876,0,0,0,0,1,0,7
-0.877623,-1.971644,-0.369199,0.071819,-2.227498,-0.074242,-1.092649,-4.557794,-2.362892,1,0,0,0,0,0,7
1.221244,2.373392,0.360657,-1.408536,-3.659993,0.837712,2.381245,-3.351134,-0.576736,1,0,0,0,0,0,7
2.960697,0.733065,0.877113,1.032338,0.775936,-2.150755,-2.620551,-1.27028,-2.290175,1,0,0,0,0,0,7
-2.833359,-2.390208,-2.415927,0.953685,0.907634,4.473017,-0.299506,2.036725,0.549827,0,1,0,0,0,0,5
2.160976,2.869366,1.314989,-4.315308,-2.616913,-0.68283,-1.899097,-2.654354,-1.041555,1,0,0,0,0,0,5
-1.048145,-1.901546,1.383867,2.624743,3.621622,-0.812859,2.685226,2.963796,-2.02191,0,0,0,0,1,0,5
-0.427901,0.486197,0.636989,-2.277688,-3.124049,-0.685784,-0.045944,-0.474145,1.007043,0,0,1,0,0,0,5
-1.32567,0.068162,-2.28023,-1.114752,2.890608,-1.513268,0.605764,1.368067,-0.333501,0,0,0,0,0,1,5
2.025929,-0.982806,-0.254466,-0.653682,-0.839863,-1.364354,-0.431271,-1.093071,3.371477,0,0,1,0,0,0,5
-1.617167,2.222044,-0.283359,1.238196,0.811189,-3.955268,1.959527,-1.176233,1.692098,0,0,0,1,0,0,3
2.115466,-5.625994,-2.237388,1.895647,-1.909772,0.655868,0.710742,0.756581,-1.473348,0,0,0,0,1,0,3
-2.50733,4.898507,2.123317,2.343446,1.616314,4.107093,-1.981343,1.682001,1.119837,0,1,0,0,0,0,3
-0.742597,-2.197612,-1.20683,-2.035124,1.501867,-1.431655,-2.290163,-1.441086,-0.053839,0,0,0,0,0,1,3
3.287918,2.853802,-1.133466,0.380593,-0.813621,2.706468,2.438897,1.37525,2.555197,0,0,0,1,0,0,3
0.888007,-1.286204,-0.869536,4.727399,-2.276896,-0.539563,-0.902917,-0.948863,-1.567827,1,0,0,0,0,0,3
-3.116735,-0.414316,1.777254,0.229672,-0.584233,3.278747,-0.135332,0.871227,-1.25245,0,1,0,0,0,0,3
2.007163,-1.11376,1.240937,-0.499451,2.538244,0.850335,-2.553137,-0.532495,1.350119,0,1,0,0,0,0,3
-1.96362,-0.731928,0.026344,-2.470286,0.37776,1.244317,-0.137,2.741191,0.676375,0,0,0,0,1,0,3
2.398949,-0.778625,0.141035,-2.05967,1.329162,-1.191963,-2.171162,-3.543175,1.396695,1,0,0,0,0,0,4
-1.944067,0.665262,-2.103825,-0.793543,0.693921,2.807517,1.109748,0.516085,1.047401,0,1,0,0,0,0,4
-3.763651,0.059634,0.489045,1.642,-1.212039,-0.176989,0.195868,-2.902997,-1.58317,1,0,0,0,0,0,4
0.661078,-1.44903,0.059174,-0.335765,2.437912,-0.336467,0.003579,0.382138,2.337046,0,0,0,0,0,1,4
0.364855,-3.883287,0.828229,-0.123866,1.119587,2.552367,-1.000375,2.521972,-0.842842,0,1,0,0,0,0,4
-2.079614,0.539116,0.340805,2.12753,-1.005338,0.818146,0.815503,-1.915792,-2.334152,1,0,0,0,0,0,4
-1.74541,1.09971,1.483606,-1.535956,0.782535,0.078096,2.052245,0.161935,2.256939,0,0,0,1,0,0,4
0.538376,-2.046825,-0.071838,-1.778693,3.676123,-2.080892,1.821315,0.183739,1.378479,0,0,0,0,0,1,4
2.124801,-1.498705,0.143123,1.413273,0.183216,-0.467341,-3.504911,2.664666,-1.09442,0,0,0,0,0,1,2
-1.384885,1.966514,-0.472738,-0.454389,-0.973065,1.279073,-1.456557,-2.386282,0.545489,0,0,1,0,0,0,2
-0.045047,1.895087,1.170915,-2.404466,-0.498947,-6.224464,0.694689,1.37337,-1.183863,0,0,0,0,0,1,2
-0.180971,-1.894861,0.163726,-0.484795,0.318455,-1.047453,-0.625677,1.209285,-1.405703,0,0,0,0,0,1,2
0.168325,3.027751,-1.079225,-1.286829,-2.002283,2.66774,-0.53783,0.372101,-3.250826,0,0,0,0,1,0,3
0.260853,0.695874,1.422386,1.175491,-1.574601,-1.913411,-0.453509,0.597181,0.548452,0,0,0,0,0,1,3
-1.196375,-1.61267,-1.584195,-1.409918,2.213578,0.05779,-3.777992,1.570329,1.34994,0,0,0,0,0,1,3
2.147792,2.910042,-0.161669,-1.659188,1.419394,1.980669,1.565291,-3.763523,2.741049,0,0,0,1,0,0,3
0.58828,2.256225,0.157571,-1.647528,0.438312,-3.189279,-2.000484,-0.714621,-3.938424,1,0,0,0,0,0,3
0.792495,0.067312,-0.20668,4.166457,0.350634,-1.218927,1.233713,-1.635705,3.253132,0,0,0,1,0,0,3
-0.248618,-2.38575,-0.209263,-0.104636,-3.342294,3.989136,1.072532,0.376656,-1.152518,0,0,0,0,1,0,3
-0.726374,0.334426,0.18456,-2.16805,1.386953,1.739494,-5.364305,2.751102,-2.431735,0,1,0,0,0,0,3
-0.392083,2.313822,1.289773,-4.013095,1.403233,-0.220972,1.478575,-1.4486,0.946733,0,0,0,1,0,0,3
1.182947,-1.647635,-2.324504,-0.008798,0.591157,-3.090244,4.360924,-0.188159,2.202736,0,0,0,1,0,0,3
0.02584,0.984863,-0.459808,1.714215,-1.965661,-1.948042,0.02453,-1.81033,-0.15729,1,0,0,0,0,0,3
-0.796543,-3.127329,1.917085,2.068946,-1.848904,1.424732,-2.15691,-0.59971,-2.154677,1,0,0,0,0,0,3
-1.746169,3.921055,0.3938,-1.239354,1.286421,-0.365786,1.690216,3.355242,3.996837,0,0,0,0,0,1,3
0.467967,-2.366003,-1.222361,-2.207665,1.670959,-3.852864,-0.195115,-2.686856,0.301326,1,0,0,0,0,0,3
0.193649,-0.210764,1.138911,-1.466747,-3.256277,1.977309,-0.105003,0.194197,-0.979528,0,0,0,0,1,0,3
-2.23482,0.686154,0.396147,-0.435006,1.573549,1.546007,-1.525148,-2.129759,-0.060376,0,1,0,0,0,0,3
1.671787,-1.568004,2.307994,-0.401357,0.268075,-0.381368,-0.830324,2.237004,0.339373,0,0,0,0,0,1,3
-0.689981,2.187764,-2.340566,1.364628,-0.577812,-1.015292,-0.984791,-1.704462,0.919681,1,0,0,0,0,0,3
-2.131348,-2.891788,1.652485,-3.36614,-0.447431,0.314036,0.208154,-1.946182,-2.027841,1,0,0,0,0,0,3
0.144659,1.665335,0.213362,-2.70768,3.149645,-0.092015,2.479242,3.452107,2.220703,0,0,0,0,0,1,3
-2.845403,0.945141,-0.496716,3.495147,-2.467645,2.151158,-0.147889,1.188996,0.176675,0,0,1,0,0,0,3
-0.45443,-1.376221,2.670986,-0.477972,2.911639,0.641803,0.133809,-0.882064,-0.197486,0,1,0,0,0,0,3
-1.171061,-0.074006,-2.391094,-3.240163,-0.518398,-1.338254,-1.329485,0.444968,1.804327,0,0,0,0,0,1,3
1.135432,1.091439,0.409113,-0.341702,1.057943,-1.589966,0.313279,-1.841168,1.352392,0,0,0,1,0,0,3
0.29929,-1.236108,1.746382,3.878698,-1.833528,-0.253845,0.356475,2.236391,3.489022,0,0,1,0,0,0,3
-0.918041,-0.755065,-1.428401,1.297504,-0.77234,4.322696,-0.293122,-1.850457,-2.512875,0,1,0,0,0,0,3
-1.785444,4.408595,3.262741,-1.703927,1.689934,-3.187514,1.922348,1.77493,0.063748,0,0,0,0,0,1,3
0.139705,-3.388285,-3.040253,-1.228663,2.616807,-5.995296,1.172158,-1.315277,0.915953,0,0,0,0,0,1,3
1.297158,-0.848339,0.305133,-1.890914,-3.386196,3.218133,0.717745,-1.359681,0.432968,0,0,1,0,0,0,3
0.773306,2.293494,1.569637,5.700093,4.753104,2.048556,-0.201739,1.477905,-0.160079,0,1,0,0,0,0,3
-0.143951,0.561818,2.970734,1.720625,1.9267,3.518217,-0.516173,-3.098652,0.120029,0,1,0,0,0,0,3
-0.697823,-0.172804,-2.588537,-1.918225,-1.067088,0.235099,-2.154365,2.88132,-2.730874,0,0,0,0,1,0,3
-0.809811,3.157761,0.740539,-1.453681,1.642434,-2.444453,0.756861,-4.88536,2.9425,0,0,0,1,0,0,3
-0.936022,-0.265113,0.384371,2.828056,-0.973481,2.658931,-2.363451,3.272026,1.576718,0,0,1,0,0,0,3
-3.071976,-0.698203,-0.00606,3.057103,1.187899,-0.952226,1.361833,-0.102884,-0.49498,0,0,0,1,0,0,3
-0.018576,-2.665972,1.120778,-4.581488,1.79476,1.397271,1.337912,-1.034848,1.639277,0,0,0,1,0,0,3
1.358049,1.126296,-0.144928,-2.322936,1.923903,-0.67432,-2.241657,3.541982,-0.965858,0,0,0,0,0,1,3
-1.946026,-1.56105,0.892532,-1.255879,-0.166988,0.239126,-1.277546,-0.594872,1.150608,0,0,1,0,0,0,3
-1.45227,-1.616679,-0.699869,5.21382,0.078647,-1.23966,0.191591,-2.576058,-2.16955,1,0,0,0,0,0,3
0.013467,0.965108,0.949131,-0.039699,-1.449667,1.753847,0.496567,4.312412,-0.526145,0,0,0,0,1,0,3
-1.438938,-1.204632,0.509502,-2.53874,1.684404,-0.384637,-1.956885,1.827826,-0.923375,0,0,0,0,0,1,3
2.777956,0.396234,0.897721,0.251969,2.13639,0.776579,-0.398991,-3.599259,4.452597,0,0,0,1,0,0,7
0.66548,1.663917,-0.986863,0.013029,-5.685954,-1.665013,0.324596,1.653548,-5.098273,0,0,0,0,1,0,7
-3.090881,-0.154073,1.216798,-0.434541,-1.00167,-2.338876,-1.350655,-4.010109,2.586666,1,0,0,0,0,0,7
4.403596,-0.675245,-1.213906,1.23035,-1.16391,0.75231,-0.515069,3.158965,-1.860528,0,0,0,0,1,0,5
-3.461033,0.87136,-0.286472,2.351698,0.828676,3.900962,1.772719,-3.733468,0.17965,0,1,0,0,0,0,5
1.158159,-1.343061,2.185865,-2.819857,-0.068099,-3.424367,-3.820136,4.250092,-2.134757,0,0,0,0,0,1,5
0.115242,1.4039,-0.280585,0.57118,1.106506,2.363011,3.264978,-0.771892,-1.096528,0,1,0,0,0,0,5
0.735455,-1.715353,-1.473725,1.80001,-0.897033,-1.662505,-2.768282,0.47913,1.720384,0,0,1,0,0,0,5
-1.07325,0.377089,1.02149,-2.438087,-0.852502,3.939001,-0.669665,-0.260927,-1.713209,0,1,0,0,0,0,5
1.017671,3.435593,-3.516749,-2.717194,-1.236407,-1.349258,1.482851,-0.884053,2.255802,0,0,0,1,0,0,3
0.312925,2.999206,-3.961517,0.077721,0.94804,-1.01812,-4.658861,0.431743,0.880603,0,0,0,0,0,1,3
-0.053535,-0.09396,2.87127,-0.380174,-1.374548,1.154636,4.216891,-0.408668,2.374922,0,0,0,1,0,0,3
-2.683568,3.206998,-2.572141,1.270433,1.915998,-0.735419,2.422733,3.488261,-3.428967,0,0,0,0,1,0,3
-0.094026,-3.058491,0.917653,-4.025994,1.277901,-1.393118,-2.273172,-1.721747,-0.591916,1,0,0,0,0,0,3
2.998308,-0.121893,0.300857,-0.355181,0.466806,3.261383,-1.327299,2.396889,0.007156,0,1,0,0,0,0,3
-1.344506,0.325454,2.257053,0.245664,-2.505959,1.522509,-1.062258,-0.387938,-1.82221,1,0,0,0,0,0,3
3.316174,2.016653,-3.200263,1.247312,1.06804,-0.268168,-1.943341,2.436775,-2.48834,0,0,0,0,1,0,4
-2.42573,1.492769,0.993419,-0.078591,-0.228228,-2.534755,1.116427,0.950216,1.223833,0,0,0,0,0,1,4
1.645155,-4.933712,0.99297,-1.856878,0.083166,1.684433,0.923536,0.412602,2.249164,0,0,0,1,0,0,4
0.633535,0.909411,0.754973,-2.175881,-0.135243,3.085469,-4.271227,0.556163,-3.494034,0,1,0,0,0,0,4
0.015961,3.812023,-0.934233,0.480846,1.639677,-1.570577,1.374853,1.474653,1.222175,0,0,0,0,0,1,4
1.713697,0.212161,2.971186,-0.175514,-0.043702,0.392823,-2.672791,1.692044,-3.480089,0,0,0,0,1,0,4
0.290837,-2.585353,-0.349134,-0.869404,1.501858,-0.938869,0.780408,-1.466919,2.676378,0,0,0,1,0,0,4
0.659023,1.231298,-1.787248,-0.312559,-1.416928,1.285564,1.203004,1.064335,2.808327,0,0,1,0,0,0,4
-0.403454,-0.650357,-0.252882,1.126126,0.742785,0.038997,0.027097,-0.667048,-3.223115,1,0,0,0,0,0,4
-0.83855,1.448576,-1.499768,-1.083356,-0.649276,1.461294,2.844074,-2.160779,0.035053,0,0,0,1,0,0,4
1.277882,1.564747,0.973131,-0.453239,-1.529557,0.46285,-1.513619,-0.301473,1.493529,0,0,1,0,0,0,2
1.985287,0.33136,0.185038,-0.241437,1.649478,1.006564,-0.696139,0.950023,4.487711,0,0,1,0,0,0,2
-0.385439,1.070539,1.642183,0.638996,-2.072172,-2.677416,-1.347364,-0.092255,3.636179,0,0,1,0,0,0,2
0.019462,-0.623266,-1.435795,0.144086,-0.786365,2.513634,2.944545,-0.420574,-0.714609,0,0,0,1,0,0,2
1.305344,-1.089074,2.709613,0.893606,3.343073,-1.625265,-1.009814,-1.314932,-0.826606,0,0,0,0,0,1,2
-0.704619,1.207949,-0.810068,-1.189576,-2.946392,1.730462,2.061263,-1.25966,-0.42149,0,0,0,1,0,0,2
-1.417839,-0.908084,-1.227315,1.229486,-0.105777,2.208193,1.094408,2.461061,0.892816,0,0,0,0,1,0,2
2.556768,-0.422808,-0.305802,1.21387,-2.328697,1.124921,-3.51333,-0.338554,-2.955498,1,0,0,0,0,0,3
-2.382389,1.225453,-1.177814,-0.061962,1.20321,4.100462,-0.853143,0.779124,-1.560326,0,1,0,0,0,0,3
3.272857,1.064254,1.638249,-0.054362,3.462576,-0.88049,-0.828112,1.833935,-1.52277,0,0,0,0,0,1,3
