@relation PCATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
-69.969592,-10.20065,0,0,0,1,0,0,3
-72.565838,-6.738636,0,0,0,1,0,0,3
-75.436664,-1.591813,0,0,0,1,0,0,3
-82.224163,3.470574,0,0,0,1,0,0,3
-89.480179,3.459882,0,0,0,1,0,0,3
-74.938124,-8.16523,0,0,0,1,0,0,3
-73.903654,-6.956937,0,0,0,1,0,0,3
-74.083653,-0.41511,0,0,0,1,0,0,3
-76.482265,-4.346806,0,0,0,1,0,0,3
-70.658596,-9.58238,0,0,0,1,0,0,3
-67.630546,-9.284098,0,0,0,1,0,0,3
-66.855743,-8.84236,1,0,0,0,0,0,3
-56.403349,-14.620574,1,0,0,0,0,0,3
16.516112,-56.666344,0,0,0,0,1,0,7
31.919047,-63.360071,0,0,0,0,1,0,7
51.724818,-73.738952,0,0,0,0,0,1,7
64.937352,-74.781321,0,0,0,0,0,1,7
81.515402,-71.289946,0,0,0,0,0,1,7
-163.253303,54.376917,0,0,0,1,0,0,3
-155.445221,52.58701,0,0,0,1,0,0,3
-164.263732,60.639119,0,0,0,1,0,0,3
-162.075609,56.81822,0,0,0,1,0,0,3
-136.897886,36.956894,0,0,0,1,0,0,3
-60.250217,-13.362341,1,0,0,0,0,0,3
-56.603696,-16.894927,1,0,0,0,0,0,3
-56.749139,-20.740071,1,0,0,0,0,0,3
-52.184142,-23.750386,1,0,0,0,0,0,3
-47.539272,-29.101008,1,0,0,0,0,0,4
-38.438975,-33.9586,1,0,0,0,0,0,4
-28.356472,-40.521345,1,0,0,0,0,0,4
-17.994323,-39.833369,1,0,0,0,0,0,4
4.253339,-18.702587,0,0,0,0,1,0,4
15.840045,-8.561588,0,0,0,0,1,0,4
58.202894,98.08696,0,1,0,0,0,0,2
74.112539,142.631615,0,1,0,0,0,0,2
104.062786,209.460974,0,1,0,0,0,0,2
109.19523,215.761063,0,1,0,0,0,0,2
112.798559,219.271025,0,1,0,0,0,0,2
116.311428,218.504024,0,1,0,0,0,0,2
113.36335,217.960067,0,1,0,0,0,0,2
113.078756,219.526857,0,1,0,0,0,0,2
110.934004,194.77923,0,1,0,0,0,0,2
23.256933,59.612035,1,0,0,0,0,0,2
-40.693147,13.132898,1,0,0,0,0,0,3
-75.577972,2.737696,0,0,0,1,0,0,3
-84.637438,2.463442,0,0,0,1,0,0,3
-86.950853,3.617933,0,0,0,1,0,0,3
-107.833968,7.07716,0,0,0,1,0,0,3
-108.605012,5.628176,0,0,0,1,0,0,3
-102.132234,3.537103,0,0,0,1,0,0,3
-96.380981,3.384485,0,0,0,1,0,0,3
-97.036587,3.468209,0,0,0,1,0,0,3
-100.778644,6.651236,0,0,0,1,0,0,3
-104.425651,10.506328,0,0,0,1,0,0,3
-103.319745,7.783652,0,0,0,1,0,0,3
-99.300097,5.242397,0,0,0,1,0,0,3
-97.359141,7.313121,0,0,0,1,0,0,3
-96.580268,8.377419,0,0,0,1,0,0,3
-98.607066,7.172194,0,0,0,1,0,0,3
-108.069615,11.020239,0,0,0,1,0,0,3
-108.87558,16.247934,0,0,0,1,0,0,3
-107.507484,15.795316,0,0,0,1,0,0,3
-99.968797,12.010572,0,0,0,1,0,0,3
-93.155656,8.398695,0,0,0,1,0,0,3
-92.382531,8.518373,0,0,0,1,0,0,3
-87.67595,-0.543366,0,0,0,1,0,0,3
-83.928822,-1.152483,0,0,0,1,0,0,3
-87.288261,2.284771,0,0,0,1,0,0,3
-98.787134,13.15328,0,0,0,1,0,0,3
-104.289961,16.714739,0,0,0,1,0,0,3
-94.415395,6.215712,0,0,0,1,0,0,3
-90.729227,3.165568,0,0,0,1,0,0,3
-90.921478,2.399879,0,0,0,1,0,0,3
-81.787219,0.024143,0,0,0,1,0,0,3
-82.410653,3.497024,0,0,0,1,0,0,3
-82.915341,1.460979,0,0,0,1,0,0,3
-73.954244,-8.558163,0,0,0,1,0,0,3
-58.649427,-17.541596,1,0,0,0,0,0,3
-44.576412,-22.023947,1,0,0,0,0,0,3
-26.256149,-27.234621,1,0,0,0,0,0,3
11.857582,-55.387634,0,0,0,0,1,0,7
12.491887,-52.333864,0,0,0,0,1,0,7
7.7587,-49.67587,0,0,0,0,1,0,7
18.598542,-58.094012,0,0,0,0,1,0,7
30.001563,-67.000398,0,0,0,0,1,0,7
42.919584,-74.252896,0,0,0,0,0,1,7
-170.999752,65.721544,0,0,0,1,0,0,3
-160.11709,57.98349,0,0,0,1,0,0,3
-149.18539,50.305943,0,0,0,1,0,0,3
-139.479395,43.200656,0,0,0,1,0,0,3
-71.770134,-9.848018,0,0,0,1,0,0,3
-57.864923,-18.680866,1,0,0,0,0,0,3
-50.53717,-27.031128,1,0,0,0,0,0,3
-39.118716,-33.30428,1,0,0,0,0,0,4
-31.266947,-34.813483,1,0,0,0,0,0,4
-4.99512,-24.296542,1,0,0,0,0,0,4
10.822475,-3.408183,0,0,0,0,1,0,4
28.49942,24.047617,0,0,0,0,1,0,2
58.846755,69.397431,0,0,0,0,1,0,2
68.302088,78.955785,0,1,0,0,0,0,2
78.416518,116.253531,0,1,0,0,0,0,2
88.644866,175.735716,0,1,0,0,0,0,2
97.797862,229.49002,0,1,0,0,0,0,2
100.610644,250.038437,0,1,0,0,0,0,2
103.248313,252.716554,0,1,0,0,0,0,2
111.670655,225.859,0,1,0,0,0,0,2
112.011495,218.110618,0,1,0,0,0,0,2
110.874056,212.524433,0,1,0,0,0,0,2
112.380982,212.087649,0,1,0,0,0,0,2
112.684434,215.828841,0,1,0,0,0,0,2
98.673559,170.575041,0,1,0,0,0,0,2
57.769566,102.963596,0,1,0,0,0,0,2
-4.700196,39.862377,1,0,0,0,0,0,2
-58.306886,7.653001,1,0,0,0,0,0,3
-87.870912,2.946991,0,0,0,1,0,0,3
-97.717812,0.25316,0,0,0,1,0,0,3
-91.936429,-1.22877,0,0,0,1,0,0,3
-91.122533,0.151669,0,0,0,1,0,0,3
-96.120848,3.674526,0,0,0,1,0,0,3
-104.511137,6.225231,0,0,0,1,0,0,3
-105.878862,8.956455,0,0,0,1,0,0,3
-105.227766,7.051487,0,0,0,1,0,0,3
-103.140158,3.829275,0,0,0,1,0,0,3
-99.686852,3.787365,0,0,0,1,0,0,3
-96.005682,5.999468,0,0,0,1,0,0,3
-90.641415,2.541238,0,0,0,1,0,0,3
-93.068787,1.870533,0,0,0,1,0,0,3
-106.234757,11.361119,0,0,0,1,0,0,3
-105.117335,13.908967,0,0,0,1,0,0,3
-102.36709,10.269024,0,0,0,1,0,0,3
-108.984638,15.808788,0,0,0,1,0,0,3
-89.210627,5.319043,0,0,0,1,0,0,3
-89.414958,4.036285,0,0,0,1,0,0,3
-90.677392,1.523582,0,0,0,1,0,0,3
-93.338248,-0.053536,0,0,0,1,0,0,3
-94.739634,5.834063,0,0,0,1,0,0,3
-99.689308,12.953111,0,0,0,1,0,0,3
-102.609909,21.380735,0,0,0,1,0,0,3
-113.460771,22.990947,0,0,0,1,0,0,3
-108.124497,13.843765,0,0,0,1,0,0,3
-92.968746,4.916821,0,0,0,1,0,0,3
-93.19292,7.031861,0,0,0,1,0,0,3
-87.308475,2.74139,0,0,0,1,0,0,3
-81.116167,1.101914,0,0,0,1,0,0,3
-49.904428,-25.101465,1,0,0,0,0,0,3
-29.94869,-37.319488,1,0,0,0,0,0,7
-13.257773,-41.31873,1,0,0,0,0,0,7
-7.495156,-39.265329,1,0,0,0,0,0,7
3.201541,-43.17591,0,0,0,0,1,0,7
10.749716,-52.158687,0,0,0,0,1,0,7
17.36211,-57.03909,0,0,0,0,1,0,7
3.597259,-48.683238,0,0,0,0,1,0,7
28.308902,-64.35757,0,0,0,0,1,0,7
-171.479931,70.439449,0,0,0,1,0,0,3
-161.297794,59.81164,0,0,0,1,0,0,3
-144.970713,45.706437,0,0,0,1,0,0,3
-131.249738,33.266001,0,0,0,1,0,0,3
-111.125319,19.829807,0,0,0,1,0,0,3
-99.415283,8.616013,0,0,0,1,0,0,3
-82.456939,-5.802176,0,0,0,1,0,0,3
-69.190553,-14.379209,0,0,0,1,0,0,3
-55.689736,-22.700767,1,0,0,0,0,0,3
-51.977695,-25.43859,1,0,0,0,0,0,3
-45.319783,-27.37119,1,0,0,0,0,0,4
-38.395939,-27.212116,1,0,0,0,0,0,4
4.291487,-3.213573,1,0,0,0,0,0,2
51.256773,69.244772,0,0,0,0,1,0,2
69.85901,110.475114,0,1,0,0,0,0,2
87.972961,141.963927,0,1,0,0,0,0,2
97.707375,154.687209,0,1,0,0,0,0,2
102.88477,155.266553,0,1,0,0,0,0,2
101.798106,195.781908,0,1,0,0,0,0,2
101.864281,235.736685,0,1,0,0,0,0,2
104.654095,266.877039,0,1,0,0,0,0,2
108.150585,258.682059,0,1,0,0,0,0,2
114.119945,198.484003,0,1,0,0,0,0,2
114.722344,199.977969,0,1,0,0,0,0,2
109.556251,185.690315,0,1,0,0,0,0,2
89.201154,144.139985,0,1,0,0,0,0,2
48.97727,91.7098,0,1,0,0,0,0,2
-46.93374,16.276435,1,0,0,0,0,0,3
-76.203139,2.801586,0,0,0,1,0,0,3
-90.557284,1.185005,0,0,0,1,0,0,3
-92.128693,0.484027,0,0,0,1,0,0,3
-89.457403,1.287416,0,0,0,1,0,0,3
-92.616662,2.590052,0,0,0,1,0,0,3
-96.598,4.425744,0,0,0,1,0,0,3
-102.49556,4.60469,0,0,0,1,0,0,3
-105.721478,6.133479,0,0,0,1,0,0,3
-106.069921,4.274073,0,0,0,1,0,0,3
-88.915161,-0.428283,0,0,0,1,0,0,3
-96.464916,10.187039,0,0,0,1,0,0,3
-94.682265,7.352599,0,0,0,1,0,0,3
-94.316466,10.854683,0,0,0,1,0,0,3
-100.271794,14.634008,0,0,0,1,0,0,3
-82.68333,3.10159,0,0,0,1,0,0,3
-87.067724,1.284123,0,0,0,1,0,0,3
-96.119501,2.693169,0,0,0,1,0,0,3
-100.375623,10.643298,0,0,0,1,0,0,3
-105.017681,17.678831,0,0,0,1,0,0,3
-119.261063,27.041022,0,0,0,1,0,0,3
-120.297931,22.071342,0,0,0,1,0,0,3
-108.766949,9.674304,0,0,0,1,0,0,3
-88.407914,1.59141,0,0,0,1,0,0,3
-91.713295,3.90658,0,0,0,1,0,0,3
-87.449712,2.631694,0,0,0,1,0,0,3
-50.860455,-17.579636,1,0,0,0,0,0,3
-33.2781,-30.422192,1,0,0,0,0,0,3
20.507906,-57.886266,0,0,0,0,1,0,7
25.971459,-54.5404,0,0,0,0,1,0,7
28.166149,-59.706564,0,0,0,0,1,0,7
30.86363,-64.14994,0,0,0,0,1,0,7
6.405015,-51.937396,0,0,0,0,1,0,7
7.655775,-53.468393,0,0,0,0,1,0,7
15.152396,-56.218666,0,0,0,0,1,0,7
18.95922,-57.594355,0,0,0,0,1,0,7
-160.453544,55.041437,0,0,0,1,0,0,3
-140.424578,37.875535,0,0,0,1,0,0,3
-114.238565,19.916861,0,0,0,1,0,0,3
-112.979832,19.821334,0,0,0,1,0,0,3
-111.096162,16.298742,0,0,0,1,0,0,3
-70.320802,-13.332758,0,0,0,1,0,0,3
-52.002778,-22.056855,1,0,0,0,0,0,3
-40.149488,-19.134453,1,0,0,0,0,0,4
91.545946,154.308698,0,1,0,0,0,0,2
104.577755,191.22162,0,1,0,0,0,0,2
112.061564,207.702463,0,1,0,0,0,0,2
113.770034,211.153758,0,1,0,0,0,0,2
105.397882,182.038097,0,1,0,0,0,0,2
102.268245,207.543231,0,1,0,0,0,0,2
100.391304,240.940741,0,1,0,0,0,0,2
101.164004,271.31804,0,1,0,0,0,0,2
109.042002,264.711608,0,1,0,0,0,0,2
111.85654,249.367322,0,1,0,0,0,0,2
111.761203,229.705594,0,1,0,0,0,0,2
111.7721,197.20022,0,1,0,0,0,0,2
113.679104,190.471242,0,1,0,0,0,0,2
110.648741,192.794429,0,1,0,0,0,0,2
53.939917,90.57093,0,1,0,0,0,0,2
3.582692,43.524369,1,0,0,0,0,0,2
-44.447503,9.308208,1,0,0,0,0,0,3
-86.082905,-3.181003,0,0,0,1,0,0,3
-89.799903,1.605754,0,0,0,1,0,0,3
-107.030199,10.349777,0,0,0,1,0,0,3
-109.331191,8.51139,0,0,0,1,0,0,3
-97.454356,3.180564,0,0,0,1,0,0,3
-91.058844,0.975469,0,0,0,1,0,0,3
-89.020167,0.058514,0,0,0,1,0,0,3
-89.197094,3.142368,0,0,0,1,0,0,3
