@relation IPCATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
0.275434,2.370742,-0.134767,1.92226,0.939294,0.658199,6.015735,-2.97762,0.361295,-1.855251,-5.275152,-1.495564,-2.713314,1.175332,0.120431,1.152445,-4.763066,2.400021,2.503653,4.77329,-0.208338,1.064817,-4.942351,-6.778653,1.976331,3.411374,7.391945,3.20672,-1.69193,4.369359,-4.592949,-0.327831,0,0,0,0,1,0,4
-0.26341,1.354435,-2.827709,-1.258464,4.185936,-0.897895,2.051881,2.462145,-3.404166,2.103978,2.304081,-1.211229,-1.497039,-2.33294,1.977375,-1.234425,-2.989965,2.005925,-2.413099,1.843308,1.678092,1.834828,-2.424484,-0.073701,-2.082766,0.113981,-5.356642,1.778468,8.089018,0.963775,-2.839441,4.274366,0,0,0,0,1,0,4
0.411996,-3.10477,2.899403,-2.420765,-0.862766,-2.784493,-1.042602,-1.08195,-1.083162,1.72219,1.2542,1.532187,0.287047,-1.303208,0.821606,0.357617,-0.277764,1.297943,-1.191978,2.766612,-3.862252,-2.723354,-4.063616,3.469681,-1.320962,-0.354943,-6.726379,-5.239075,8.92443,-0.527305,-4.899912,3.391982,0,0,0,0,1,0,4
1.608518,-0.042569,-0.635957,0.097667,0.230978,0.588974,0.398159,-0.863468,1.671446,-2.412168,0.579519,-0.87026,-0.531725,-2.024267,2.60386,-3.058717,-3.554157,0.386411,-1.498008,3.104849,-6.636211,4.735485,-2.816394,-2.647506,1.732487,0.486083,-1.726163,1.968217,-4.317318,5.077541,-5.386941,1.05171,0,0,0,0,1,0,4
0.167273,0.10726,1.088678,-0.577993,2.753976,0.148542,-1.681805,-2.852635,0.847571,0.380633,-1.371555,2.244588,1.400064,1.915374,-1.584417,3.975851,-4.793313,0.995565,-1.671251,8.339411,0.648134,3.660631,0.13604,0.177182,-2.590661,0.091406,2.712263,-0.421955,6.396806,3.320764,0.814577,-0.593061,1,0,0,0,0,0,4
2.870291,0.462874,-1.086208,1.746587,-2.7831,-0.856235,1.658644,2.206676,-0.454195,-2.145482,-0.166161,-0.10001,-1.549364,2.173024,3.50488,-3.802421,-3.973343,3.433713,-1.08697,10.715322,2.784126,-0.02625,3.239765,-2.445571,-2.599262,-1.532727,-1.322656,-2.389649,4.474756,5.230375,5.943056,-4.503757,1,0,0,0,0,0,4
-3.453227,0.873691,2.799557,4.192799,2.044042,-1.303095,3.196931,-3.046658,2.577998,2.247818,5.620597,-3.833014,3.628928,-3.122928,-0.023307,-1.850213,-1.513129,0.421301,0.278685,6.762914,1.843022,4.418898,0.200896,-5.48885,-6.279555,-7.053979,-5.81713,-9.036428,0.090557,6.680617,17.928502,-11.325728,0,0,0,0,0,1,4
-0.978038,-2.941064,-2.569776,-5.855684,-2.152552,-4.000422,-0.73507,4.062427,-4.307535,-0.885141,0.882216,-3.152704,2.305155,-2.787505,0.582732,5.408746,5.120322,-2.63889,-2.566305,5.558488,0.537063,2.157152,-1.270845,3.141044,0.183967,-8.605876,-4.057212,-1.033624,-2.998981,5.076611,20.478266,-18.760317,0,0,0,0,0,1,4
0.788787,2.502991,1.503274,0.233626,-0.72074,2.749896,-0.800659,2.242133,-1.413228,1.585881,-2.7791,-3.376961,3.75563,-0.762622,2.397423,4.539693,0.616252,-2.286152,-2.648856,2.11201,-3.22954,-0.103502,-2.700505,-0.928461,-1.50641,-6.125247,2.423628,-4.501918,5.721243,0.147217,17.253377,-4.38168,0,0,0,0,0,1,3
0.317294,0.83259,3.022496,1.040815,3.066364,0.080935,-1.050252,-6.906905,-1.801513,-1.006723,0.807333,-0.690562,-0.295966,1.721406,-1.940085,-0.46833,-0.039587,-2.734143,4.33232,0.771279,3.565914,-1.611727,-1.966734,-2.696022,-0.117268,2.562027,3.230299,1.511118,3.21595,-2.924405,-2.356822,0.731848,0,0,0,0,1,0,3
1.884494,0.533085,1.882023,-0.180938,0.85134,-3.544638,-2.855626,2.418318,-1.419092,-0.689889,-4.400199,3.134881,-3.630125,-2.25281,1.253263,-1.380215,8.544808,4.979703,-4.231084,1.369638,-1.40804,-6.05503,-3.967406,-3.191838,-1.477657,-2.847381,-3.603822,-1.402504,-2.398165,-3.467676,4.775907,3.783028,1,0,0,0,0,0,3
0.420756,1.273121,-2.468594,1.997591,-2.185595,1.407271,0.527985,-4.14364,0.986947,0.841982,-4.962365,1.251722,-6.297652,0.637579,-1.700876,2.058815,-2.453659,-2.652103,6.063172,-0.820664,-3.789276,-4.279485,0.14509,-4.825513,1.716055,-0.343734,-8.386003,-11.72927,3.9239,-8.212525,12.655775,-4.684269,1,0,0,0,0,0,3
-1.574779,-0.867949,0.128551,-0.944491,0.270982,2.785873,3.194035,2.494195,-1.04719,2.223057,-0.258802,1.667733,0.3232,3.058423,-1.832375,2.263378,-6.422337,-1.711194,-2.350692,-3.399486,1.393483,1.059669,1.903234,1.809727,1.880397,3.859187,-4.912941,-2.686292,2.903917,-0.677706,19.262826,-11.886109,0,0,0,0,0,1,3
3.420819,1.232602,-2.134989,0.860755,0.085589,0.022814,-3.660673,1.807941,-1.802956,-3.839066,-2.050345,-3.082284,6.670043,8.998974,0.728338,1.678111,2.827063,-3.692836,-1.279242,3.353933,3.959272,3.14969,-2.204969,-1.166768,9.753551,1.506802,6.706711,3.748993,-5.145154,0.786496,0.994008,-1.475167,1,0,0,0,0,0,3
4.707997,0.969027,0.257418,1.957981,0.258777,-0.221303,-1.252076,4.506229,1.458005,3.266608,-3.989426,-2.830787,0.031597,1.14861,-0.95727,3.584534,3.651238,6.574042,-1.577982,4.165539,1.261037,0.883918,-1.175472,-4.760252,6.16264,-5.108772,0.36082,3.232654,2.634527,-1.970176,0.26256,7.959082,0,0,0,0,1,0,3
3.208325,0.463398,1.062912,-1.667808,0.242202,-1.892187,-0.229216,2.814453,-1.332783,3.976495,2.372216,3.307791,1.968859,1.758295,-0.030939,-3.484439,-2.751907,-4.188468,-2.128773,5.096752,1.794009,-0.732332,0.654948,-1.028609,3.835816,-4.650853,11.075462,-7.553701,2.019221,-3.062896,8.835404,4.15955,1,0,0,0,0,0,3
-0.681149,-1.066771,2.226429,2.564191,-0.006811,-2.278209,-0.634321,-0.703228,-1.485129,0.852006,1.080576,0.59435,-3.795434,1.455179,-4.112792,-0.132496,1.679877,-3.144845,-0.444591,5.613955,-0.867594,-2.052454,0.966049,-4.116474,-5.087807,-0.855578,9.352116,-5.844322,4.981713,-2.000935,3.955463,0.854384,1,0,0,0,0,0,3
0.723799,-0.184304,-0.457668,0.492511,-1.794457,1.831772,3.056519,-2.238583,0.379964,4.654717,0.580474,-5.965232,1.622489,0.857023,0.138089,0.18044,3.935678,-5.111636,-0.975843,3.799721,3.059988,-4.110935,-1.451309,-3.643919,-1.321677,0.997221,4.397911,-2.851946,6.047973,-2.250569,2.508369,-2.699062,1,0,0,0,0,0,3
-0.813239,-0.285238,-1.25552,-1.735778,1.189767,-1.259325,-1.150336,4.35228,-3.263531,2.843411,-1.908296,-2.336602,0.703787,2.046278,-0.828998,-1.709811,2.086093,-5.606381,-1.35197,2.167726,0.612951,0.115326,-4.861435,-1.466681,2.064916,3.29957,2.44324,-1.522436,-1.227673,-0.958694,0.607237,-3.173794,1,0,0,0,0,0,3
1.800695,-2.9484,-1.674676,-1.960407,0.744066,2.741324,0.235076,-1.020619,0.814679,-3.440687,-0.296001,0.44518,-2.355441,6.001903,-3.753948,0.432965,-0.195726,5.984086,2.25025,3.19064,0.101138,1.038769,-1.821561,-3.55801,-1.994563,3.466312,3.794489,0.999226,-3.357966,-0.479832,-5.825156,-3.403165,0,0,0,0,1,0,3
1.058841,4.169057,-1.472518,3.302793,-0.029545,1.277191,-1.151587,-2.133077,-0.051288,-1.153323,6.19414,-0.118056,1.844893,3.213027,5.019401,2.245633,-1.366301,-2.758564,-0.51405,3.680433,0.391807,-3.764864,1.204343,-6.26121,1.466791,4.403394,1.773353,2.316721,0.454316,1.254068,1.133209,-3.362083,1,0,0,0,0,0,3
-1.025808,1.945437,0.660198,1.103968,-0.209702,1.805935,-2.832407,3.36166,-0.969282,-2.493528,-0.849284,-1.109194,-4.738426,2.036833,2.303723,1.864161,1.066236,1.231397,0.30526,-2.478342,0.804364,-4.925632,1.352296,-5.016085,1.952956,-0.566146,-2.419772,-3.819193,2.824444,-3.84943,0.093303,0.465425,1,0,0,0,0,0,3
-0.702349,-0.010677,0.092416,-1.568881,-0.664799,1.068603,0.688652,-2.310952,2.087653,2.189771,1.264667,2.137999,-2.90976,0.09331,-4.625408,3.501802,-4.609031,1.497478,1.951727,-1.901243,-1.059676,-4.301684,-1.341944,4.355734,-1.111342,3.357668,-2.797102,-1.317642,1.126167,-2.705586,0.312974,-0.298765,1,0,0,0,0,0,3
3.407585,0.446035,-0.613013,4.134064,1.968796,-3.098891,-2.606308,0.664736,-5.471293,-2.955968,3.397735,-0.20371,-1.074113,1.974742,-0.950444,-0.845945,1.188481,0.203348,-1.635031,-3.822339,-1.397427,4.568913,1.551544,3.159726,1.430189,1.815431,-0.178212,-3.442216,6.910222,0.742589,-2.172015,-0.915473,0,0,0,0,1,0,3
-5.828585,-3.713766,0.626729,-1.067021,-4.232843,4.607679,-3.619982,-0.530925,1.780352,0.068834,-0.175414,-0.666571,-0.232144,1.171996,-0.545503,-2.270832,1.431266,0.585864,0.353502,1.786753,-2.288566,-4.851793,2.454245,-3.912271,2.527174,1.156556,0.621783,-3.882524,9.694413,-1.756113,3.645129,-6.571015,1,0,0,0,0,0,3
6.068774,2.549751,2.529985,-2.868737,0.58654,4.137227,-2.684426,2.179704,-2.863928,1.543895,-3.671189,-0.405359,0.267201,1.837171,-2.333131,1.690163,-0.461984,1.628603,3.255678,5.671078,4.541187,-2.8736,-1.652318,3.788579,-5.560483,4.692253,-0.181759,-3.945939,0.925467,0.329759,2.628063,-8.815792,1,0,0,0,0,0,3
3.069484,-3.114036,0.826815,-0.499256,-1.249645,-4.251553,-1.90437,0.628732,1.949871,1.549196,-2.369586,-2.639106,-0.831598,4.756314,3.446497,-3.13767,-3.019804,-2.112818,-3.292033,4.987564,1.854372,2.778596,-0.098612,0.996355,4.363449,6.872359,-2.458733,4.968138,-5.338894,1.543743,8.977675,-5.965194,1,0,0,0,0,0,3
1.363176,1.356951,0.632801,0.192948,0.42013,-0.462881,3.599037,0.847564,-3.143172,1.447077,6.103321,-0.240239,-0.568415,1.698756,2.384585,-0.036966,-2.265317,1.134599,-2.614244,4.146716,-0.454704,0.27554,-6.156644,1.169527,-3.445452,-1.060935,0.875446,-0.722418,4.740407,-1.11959,1.595668,0.929943,1,0,0,0,0,0,3
2.025207,0.78189,-0.749507,-0.611486,0.38264,1.126405,2.47107,3.55991,-2.168879,1.39642,-0.387278,0.24634,-6.487908,1.616745,-5.086418,2.06635,1.347871,2.302464,0.407473,0.258507,-1.380331,-0.833326,-2.273919,1.529212,-1.624252,1.258362,-0.530527,-1.082399,-3.25084,-0.926467,-2.219839,-3.000252,0,0,0,0,1,0,3
-1.170667,-3.482975,-1.001238,0.052792,0.046287,1.972813,-2.659568,-2.44047,0.208706,4.344534,1.255148,3.29461,-1.239896,1.875007,1.937394,2.508413,-1.190315,1.902891,1.888469,3.015238,-2.172282,-3.686274,1.561939,-1.480521,-0.304143,4.182166,-1.990453,2.964617,2.43168,-1.383788,-6.12574,-2.233436,0,0,0,0,1,0,3
1.640926,3.555581,1.248742,-1.71295,2.109938,1.532342,-0.724418,-1.594313,0.81173,2.418094,1.530157,-4.246525,2.345686,-1.569457,0.123539,-3.722856,-2.980747,-0.650897,-1.791354,2.257462,2.009471,1.382589,1.095221,-0.301206,0.554952,5.288361,-3.983887,0.401157,1.351953,0.551501,-1.799714,-0.239094,0,0,0,0,1,0,3
1.056107,-0.540516,-0.986564,-0.055097,-1.121227,1.67919,3.157246,-4.243057,-4.538413,1.617317,1.064282,3.86248,-4.263275,0.297336,-4.533418,-2.609543,-1.835972,2.109245,2.039286,-0.550177,-0.112351,-0.689535,3.437152,-3.266317,-1.82162,0.276966,-4.935534,0.976423,-3.275617,2.726595,-7.403127,1.040185,0,0,0,0,1,0,3
-0.171607,-0.142125,2.852196,1.907156,-0.755238,-1.392911,-0.382219,0.478288,-1.596104,5.036158,-1.306687,-2.044412,4.04926,2.335325,1.095131,-0.077991,0.047135,-0.200543,-1.327296,-0.982766,1.260705,-3.584861,3.292214,0.418027,-7.991299,0.815277,-9.092474,1.69223,-1.564765,4.257563,-3.660211,0.762978,0,0,0,0,1,0,3
1.44086,-0.415014,0.907405,-4.591812,-4.768978,3.117501,-0.564845,-0.569859,-0.852999,2.196554,0.369537,-2.508104,-0.607884,-0.26565,-1.826709,1.374102,-4.660955,-3.737093,3.14354,1.708305,-2.568379,-8.09389,-6.541552,5.607752,-4.736724,11.747022,-22.605618,4.333004,-3.381165,17.185397,-22.630009,10.708716,0,0,0,1,0,0,5
-1.612165,0.427412,-2.205497,-0.281399,3.978863,1.158253,-0.944613,3.523515,0.170165,1.491333,-4.963401,4.256499,0.29366,0.931867,-1.577569,6.53286,-2.841024,2.368643,-7.012454,0.398192,5.138193,2.890173,-0.74173,1.611268,10.553298,20.049659,-22.194744,8.44595,-9.101178,11.506982,-16.771347,15.040596,0,0,0,1,0,0,5
-3.379033,2.070366,-0.295457,1.975567,0.949641,-4.320182,-0.369925,3.555784,-0.252967,-3.97964,3.613229,-2.017251,2.031772,-0.111481,3.173471,-6.164263,-1.331283,3.817528,4.520758,3.85219,-5.639619,2.374699,-2.282128,3.570647,-5.127513,10.389244,-5.950855,-6.536698,8.63002,-25.217501,45.169349,2.578518,0,0,0,0,0,1,5
0.676805,-0.218215,-1.177451,-1.306889,-2.568168,-3.559251,-0.932413,-2.636854,-0.319267,-1.670634,1.182727,-0.579586,-4.453853,-1.315284,-0.502978,4.36613,-1.426487,-3.724866,6.578238,-1.047181,5.963122,-0.211828,-6.835719,12.439573,-5.873482,5.705281,-3.247279,-11.637773,14.179019,-15.940998,16.125127,3.407517,0,0,0,0,0,1,7
-0.217718,1.335332,2.256922,-1.006951,-0.356821,3.669935,2.528433,3.097862,0.697389,0.81404,0.868859,5.121665,-3.196089,0.269384,-2.647661,3.240729,2.661913,-1.561541,-0.996745,2.451689,2.619169,4.796975,3.600411,3.200932,1.772051,6.377047,-3.521493,3.170872,-6.97368,0.759326,-20.11526,-3.829989,0,0,0,0,1,0,7
1.148442,1.178372,-0.835139,0.318846,-0.668894,1.135047,0.5361,1.59067,1.383333,-0.754015,-0.448491,-2.559159,0.423958,-0.144352,0.547227,-3.634832,-0.132497,0.421576,-2.315191,2.521825,-0.974678,7.617136,7.621831,2.914765,-1.669268,-3.854062,5.65181,0.907829,-4.758468,3.515901,-4.621512,3.158816,0,0,0,0,1,0,7
-2.002455,-1.586775,1.060569,-0.061518,1.608825,0.439443,-1.438399,-0.381411,-1.405627,-2.780896,2.514807,-2.480317,-0.404214,-2.50285,3.133146,-3.238964,0.147762,-0.19903,0.145697,4.978648,-1.882194,-0.776749,4.349049,-2.894479,-3.754796,-7.767394,3.796695,-6.773367,6.061063,3.820964,-1.414367,-1.465932,1,0,0,0,0,0,7
0.204245,-3.027271,1.012369,1.518052,1.961321,-4.454209,-2.962648,-1.480334,2.172048,-3.609595,-4.108931,1.359761,-4.022952,-5.020427,-2.243841,-0.449571,-1.504915,-3.018285,-2.359867,-0.20261,2.985663,0.588241,-0.299557,2.08535,-2.267979,-4.215579,-0.17447,5.584022,-3.050112,21.736355,-15.951437,2.194723,0,0,0,1,0,0,5
-0.067869,-0.185741,1.095799,-0.282933,-3.089072,6.017931,4.578781,0.00947,3.881204,-2.436582,-2.135204,1.34919,-0.812801,-2.466663,1.977088,2.916046,3.246562,4.329686,-7.431951,-0.32189,-2.75161,0.90942,2.508971,3.053773,-0.095794,-2.706574,-0.865155,2.636727,-5.56923,8.1155,-19.154903,4.68675,0,0,0,1,0,0,5
-0.887545,0.835205,1.576033,0.67774,3.067138,-2.727629,-1.436861,-1.615732,-2.358641,-1.602055,0.352379,1.380707,4.750371,-2.965352,0.286804,0.376644,-0.545569,5.237392,2.419819,0.336314,-3.531752,3.169717,4.3552,-0.21042,3.399405,-4.380089,-0.649287,0.818186,3.460998,-5.544653,-10.396066,1.983345,0,0,0,0,1,0,5
-2.148053,-0.629259,0.32101,2.482459,0.346103,0.423015,-1.357711,-0.934408,-0.631106,0.554478,1.691848,4.450271,-2.299878,-1.68951,1.235068,-0.070703,2.161885,-1.363207,-1.786898,0.562123,-0.07089,-1.770748,7.859257,1.404742,-4.065782,-6.005887,-0.58803,-1.629868,-0.291434,4.018625,0.672922,0.377024,1,0,0,0,0,0,5
4.130875,0.11073,2.692309,-5.018418,-1.852982,0.021305,-0.359865,2.152509,-2.24075,-2.756506,0.287321,5.816941,0.466792,0.176229,-6.392881,-1.829247,-0.746411,-1.854954,-5.578126,-2.645667,2.974208,-5.397822,-0.275735,-13.416007,-4.03943,3.545951,8.216719,10.238579,-30.452363,0.196057,-23.846904,2.063669,0,0,0,1,0,0,3
-1.164939,0.397787,3.041005,5.016486,1.013874,-0.761098,1.644388,-3.573345,1.49841,-2.149199,-3.996046,1.492466,2.367776,1.238149,2.549641,-0.938615,4.498558,0.871955,1.673864,-0.542752,-1.868961,-7.69628,-3.402269,-11.530776,-13.367866,4.933979,-8.885134,9.679901,-14.592078,-4.836628,-16.579774,5.791059,0,0,0,0,1,0,3
-0.057355,0.893258,-1.532801,1.802666,-0.937475,-1.880754,-0.158465,1.659229,2.924466,-0.517542,-0.600913,-3.280585,0.725673,3.124833,5.71093,1.73583,4.340363,-0.982763,3.918466,-2.325017,-7.837266,5.107959,-4.536961,5.928429,-1.126624,2.05231,-18.040914,-6.660404,15.7402,-1.782033,-17.210397,8.461447,0,0,0,0,1,0,3
0.915869,-2.298921,-2.287047,0.564852,-1.854845,5.011469,-2.597183,-1.668857,-1.027916,0.352124,2.20255,-0.755728,-3.029353,1.331231,-5.57772,-3.376182,-1.450406,1.468725,-3.520222,-3.786476,7.459701,9.137099,-2.161988,1.586757,13.912529,-2.165235,-13.000791,-5.835055,17.324741,-0.904925,-9.630666,4.178721,0,0,0,0,1,0,3
-3.060554,1.021166,0.550333,-1.943141,1.110013,2.965395,-2.982782,1.308727,0.543479,0.591853,2.786562,1.99111,-1.43574,-1.284467,2.525244,-0.740097,-3.084619,-3.178993,-3.248843,2.168262,-4.108565,2.304949,-1.571578,-1.744059,6.45467,-4.894814,0.797415,3.802417,6.590067,0.239922,5.227642,1.720637,1,0,0,0,0,0,3
-2.101914,-1.442297,1.31311,-0.226239,-0.835788,-0.831157,0.520013,0.047176,-3.149682,-2.430674,0.056211,2.234295,3.961984,-3.854406,-0.778172,0.893032,4.234286,-3.929852,-3.340764,4.445475,3.117229,-2.360654,-3.746416,-3.796678,-1.0634,-1.532678,4.077745,-4.474997,3.288623,-1.18308,10.024223,3.979611,1,0,0,0,0,0,3
2.023823,-0.713797,-0.825286,1.689096,1.797305,0.662702,-1.593067,-0.33099,0.668781,-1.618438,-1.999457,2.092373,-0.410831,-2.916033,-5.555711,-4.124879,4.230391,-2.082195,0.803439,5.833046,0.416437,-3.872825,-5.641753,-1.397196,-6.698569,-0.032184,-3.096069,-3.022491,-2.680424,-3.925732,2.692872,0.860801,1,0,0,0,0,0,3
-1.471022,-0.103961,1.251879,0.520951,-1.879523,2.550371,0.024639,-1.128912,3.340844,-1.074846,-1.484721,-0.345479,0.227773,-1.883408,1.011115,1.788817,4.496457,-3.989774,1.199854,5.583107,2.972771,1.006412,-5.012511,-2.041437,-4.38649,-0.14401,-9.7465,-1.92831,-3.466616,-1.740242,-6.462284,-0.22542,0,0,0,0,1,0,3
0.027377,1.699079,1.289357,-0.726157,1.391854,-1.894587,2.56897,0.998348,-2.021768,-1.693573,-0.927468,0.45184,-1.52478,-0.742193,-2.00621,3.969008,5.174286,-0.874957,2.077606,4.558205,-2.047697,3.913503,-3.863034,9.040512,4.554059,-0.498415,-7.497863,2.990208,-4.659771,0.513138,-18.68324,2.005697,0,0,0,0,1,0,3
2.51785,1.05296,0.158028,-1.256087,0.347603,-0.161623,-1.811943,-1.150695,2.241833,-2.881185,2.652713,0.385364,2.541366,-2.418707,-0.808166,-1.590829,2.172571,-1.721105,-0.643216,-2.482802,-6.697336,-2.81875,-5.52666,-1.168908,-3.803159,1.023486,5.186114,-4.528651,0.763169,0.275525,-1.729502,-0.639833,0,0,0,0,1,0,4
1.179701,-1.039117,2.211222,1.400906,-1.199311,1.187075,-2.733145,1.878656,-4.608233,-1.125237,-2.189671,3.328277,0.170335,1.010947,-2.286102,-2.129534,8.435057,0.20489,0.694562,3.194894,-1.637989,0.275179,-4.541442,-2.481009,-0.016594,1.220354,-0.749029,2.521042,2.035635,-1.004513,-3.484265,-0.779518,0,0,0,0,1,0,4
-0.370525,3.479967,-0.874282,3.247453,-0.150216,1.233181,-0.162463,-5.064534,2.277888,3.467968,-2.128969,-2.112428,-1.126273,2.671571,-2.639743,-1.264306,5.724142,-3.026087,1.108679,3.383163,1.236404,0.028072,-5.315712,-1.006972,-0.287038,-0.274951,-1.689267,0.612908,-0.298371,-2.760449,-2.653561,1.243223,0,0,0,0,1,0,4
-1.899266,-1.042935,-0.859442,-2.185242,0.038093,-1.605923,2.829578,2.770234,-0.028916,1.065401,0.755007,-5.311777,-1.737333,1.514155,-0.104798,-2.412128,1.211791,-6.207945,0.106549,1.190095,0.312473,2.208426,-4.869209,-4.243738,2.656502,-0.802798,-2.496476,1.753551,-4.269213,2.743452,0.585437,2.383952,1,0,0,0,0,0,4
0.237423,-2.591529,0.204403,-4.107111,0.750815,-0.19297,-1.827588,1.562703,1.667584,0.717,-2.291194,2.006304,-1.95737,2.854054,-0.321946,3.349158,3.650439,0.298899,-4.052992,-0.122182,-4.156593,1.631993,-6.719423,0.911391,4.26258,-0.572228,2.4698,1.111952,-4.375364,-0.943612,1.594436,2.961448,1,0,0,0,0,0,4
