@relation IPCATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
0.204245,-3.027271,0,0,1,0,0,0,5
-0.067869,-0.185741,0,0,0,1,0,0,5
-0.887545,0.835205,0,0,0,1,0,0,5
-2.148053,-0.629259,0,1,0,0,0,0,5
4.130875,0.11073,0,0,0,0,1,0,3
-1.164939,0.397787,0,0,0,1,0,0,3
-0.057355,0.893258,0,0,0,1,0,0,3
0.915869,-2.298921,0,0,1,0,0,0,3
-3.060554,1.021166,0,1,0,0,0,0,3
-2.101914,-1.442297,0,1,0,0,0,0,3
2.023823,-0.713797,0,0,0,0,1,0,3
-1.471022,-0.103961,0,1,0,0,0,0,3
0.027377,1.699079,1,0,0,0,0,0,3
2.51785,1.05296,0,0,0,0,0,1,4
1.179701,-1.039117,0,0,0,0,1,0,4
-0.370525,3.479967,1,0,0,0,0,0,4
-1.899266,-1.042935,0,1,0,0,0,0,4
0.237423,-2.591529,0,0,1,0,0,0,4
2.137175,0.704333,0,0,0,0,0,1,4
-2.526149,-0.756032,0,1,0,0,0,0,4
0.498936,1.099672,0,0,0,1,0,0,4
-1.969984,-0.667899,0,1,0,0,0,0,4
-3.030833,0.832412,0,1,0,0,0,0,4
3.061229,-0.980487,0,0,0,0,1,0,3
-0.732235,-0.021641,0,0,0,1,0,0,3
0.64776,1.664945,0,0,0,0,0,1,3
0.215677,-0.302558,0,0,0,1,0,0,3
0.153763,-0.605473,0,0,0,1,0,0,3
1.740158,-0.209556,0,0,0,0,1,0,3
0.613255,0.291775,0,0,0,1,0,0,3
-2.884823,0.957079,0,1,0,0,0,0,3
1.029561,-1.56873,0,0,0,0,1,0,3
-0.735346,-0.675525,0,0,0,1,0,0,3
3.127705,1.418237,0,0,0,0,0,1,3
-3.934975,1.471232,0,1,0,0,0,0,3
3.129167,-3.673364,0,0,0,0,1,0,3
-2.406522,1.955701,1,0,0,0,0,0,3
1.419174,0.871031,0,0,0,0,0,1,3
1.468997,0.839827,0,0,0,0,0,1,3
-0.32243,0.618235,0,0,0,1,0,0,3
0.493149,0.290762,0,0,0,1,0,0,3
-2.757657,-1.502324,0,1,0,0,0,0,3
2.318801,1.406123,0,0,0,0,0,1,3
-0.015947,-1.387011,0,0,1,0,0,0,3
-1.604819,1.795976,1,0,0,0,0,0,3
6.105432,-2.385629,0,0,0,0,1,0,3
-5.227615,4.243313,1,0,0,0,0,0,3
2.533997,1.490086,0,0,0,0,0,1,3
-2.639215,-0.517818,0,1,0,0,0,0,3
1.090687,-1.75957,0,0,0,0,1,0,3
-0.599604,1.903113,1,0,0,0,0,0,3
3.013454,-0.549252,0,0,0,0,1,0,3
0.541725,2.982892,1,0,0,0,0,0,3
-1.122051,0.347938,0,0,0,1,0,0,3
0.350012,0.680021,0,0,0,1,0,0,3
0.613194,0.19473,0,0,0,1,0,0,7
-0.877623,-1.971644,0,0,1,0,0,0,7
1.221244,2.373392,0,0,0,0,0,1,7
2.960697,0.733065,0,0,0,0,0,1,7
-2.833359,-2.390208,0,1,0,0,0,0,5
2.160976,2.869366,0,0,0,0,0,1,5
-1.048145,-1.901546,0,0,1,0,0,0,5
-0.427901,0.486197,0,0,0,1,0,0,5
-1.32567,0.068162,0,1,0,0,0,0,5
2.025929,-0.982806,0,0,0,0,1,0,5
-1.617167,2.222044,1,0,0,0,0,0,3
2.115466,-5.625994,0,0,1,0,0,0,3
-2.50733,4.898507,1,0,0,0,0,0,3
-0.742597,-2.197612,0,0,1,0,0,0,3
3.287918,2.853802,0,0,0,0,0,1,3
0.888007,-1.286204,0,0,0,0,1,0,3
-3.116735,-0.414316,0,1,0,0,0,0,3
2.007163,-1.11376,0,0,0,0,1,0,3
-1.96362,-0.731928,0,1,0,0,0,0,3
2.398949,-0.778625,0,0,0,0,1,0,4
-1.944067,0.665262,0,1,0,0,0,0,4
-3.763651,0.059634,0,1,0,0,0,0,4
0.661078,-1.44903,0,0,0,0,1,0,4
0.364855,-3.883287,0,0,1,0,0,0,4
-2.079614,0.539116,0,1,0,0,0,0,4
-1.74541,1.09971,1,0,0,0,0,0,4
0.538376,-2.046825,0,0,1,0,0,0,4
2.124801,-1.498705,0,0,0,0,1,0,2
-1.384885,1.966514,1,0,0,0,0,0,2
-0.045047,1.895087,1,0,0,0,0,0,2
-0.180971,-1.894861,0,0,1,0,0,0,2
0.168325,3.027751,1,0,0,0,0,0,3
0.260853,0.695874,0,0,0,1,0,0,3
-1.196375,-1.61267,0,0,1,0,0,0,3
2.147792,2.910042,0,0,0,0,0,1,3
0.58828,2.256225,0,0,0,0,0,1,3
0.792495,0.067312,0,0,0,1,0,0,3
-0.248618,-2.38575,0,0,1,0,0,0,3
-0.726374,0.334426,0,0,0,1,0,0,3
-0.392083,2.313822,1,0,0,0,0,0,3
1.182947,-1.647635,0,0,0,0,1,0,3
0.02584,0.984863,0,0,0,1,0,0,3
-0.796543,-3.127329,0,0,1,0,0,0,3
-1.746169,3.921055,1,0,0,0,0,0,3
0.467967,-2.366003,0,0,1,0,0,0,3
0.193649,-0.210764,0,0,0,1,0,0,3
-2.23482,0.686154,0,1,0,0,0,0,3
1.671787,-1.568004,0,0,0,0,1,0,3
-0.689981,2.187764,1,0,0,0,0,0,3
-2.131348,-2.891788,0,0,1,0,0,0,3
0.144659,1.665335,1,0,0,0,0,0,3
-2.845403,0.945141,0,1,0,0,0,0,3
-0.45443,-1.376221,0,0,1,0,0,0,3
-1.171061,-0.074006,0,0,0,1,0,0,3
1.135432,1.091439,0,0,0,0,0,1,3
0.29929,-1.236108,0,0,1,0,0,0,3
-0.918041,-0.755065,0,0,0,1,0,0,3
-1.785444,4.408595,1,0,0,0,0,0,3
0.139705,-3.388285,0,0,1,0,0,0,3
1.297158,-0.848339,0,0,0,0,1,0,3
0.773306,2.293494,0,0,0,0,0,1,3
-0.143951,0.561818,0,0,0,1,0,0,3
-0.697823,-0.172804,0,0,0,1,0,0,3
-0.809811,3.157761,1,0,0,0,0,0,3
-0.936022,-0.265113,0,0,0,1,0,0,3
-3.071976,-0.698203,0,1,0,0,0,0,3
-0.018576,-2.665972,0,0,1,0,0,0,3
1.358049,1.126296,0,0,0,0,0,1,3
-1.946026,-1.56105,0,1,0,0,0,0,3
-1.45227,-1.616679,0,0,1,0,0,0,3
0.013467,0.965108,0,0,0,1,0,0,3
-1.438938,-1.204632,0,1,0,0,0,0,3
2.777956,0.396234,0,0,0,0,0,1,7
0.66548,1.663917,0,0,0,0,0,1,7
-3.090881,-0.154073,0,1,0,0,0,0,7
4.403596,-0.675245,0,0,0,0,1,0,5
-3.461033,0.87136,0,1,0,0,0,0,5
1.158159,-1.343061,0,0,0,0,1,0,5
0.115242,1.4039,0,0,0,1,0,0,5
0.735455,-1.715353,0,0,1,0,0,0,5
-1.07325,0.377089,0,0,0,1,0,0,5
1.017671,3.435593,0,0,0,0,0,1,3
0.312925,2.999206,1,0,0,0,0,0,3
-0.053535,-0.09396,0,0,0,1,0,0,3
-2.683568,3.206998,1,0,0,0,0,0,3
-0.094026,-3.058491,0,0,1,0,0,0,3
2.998308,-0.121893,0,0,0,0,1,0,3
-1.344506,0.325454,0,1,0,0,0,0,3
3.316174,2.016653,0,0,0,0,0,1,4
-2.42573,1.492769,1,0,0,0,0,0,4
1.645155,-4.933712,0,0,1,0,0,0,4
0.633535,0.909411,0,0,0,1,0,0,4
0.015961,3.812023,1,0,0,0,0,0,4
1.713697,0.212161,0,0,0,0,0,1,4
0.290837,-2.585353,0,0,1,0,0,0,4
0.659023,1.231298,0,0,0,0,0,1,4
-0.403454,-0.650357,0,0,0,1,0,0,4
-0.83855,1.448576,1,0,0,0,0,0,4
1.277882,1.564747,0,0,0,0,0,1,2
1.985287,0.33136,0,0,0,0,0,1,2
-0.385439,1.070539,0,0,0,1,0,0,2
0.019462,-0.623266,0,0,0,1,0,0,2
1.305344,-1.089074,0,0,0,0,1,0,2
-0.704619,1.207949,1,0,0,0,0,0,2
-1.417839,-0.908084,0,1,0,0,0,0,2
2.556768,-0.422808,0,0,0,0,1,0,3
-2.382389,1.225453,0,1,0,0,0,0,3
3.272857,1.064254,0,0,0,0,0,1,3
-3.390204,-2.629346,0,1,0,0,0,0,3
-0.589171,-2.358958,0,0,1,0,0,0,3
2.220069,-0.957955,0,0,0,0,1,0,3
-1.817801,-0.318234,0,1,0,0,0,0,3
1.498088,1.550226,0,0,0,0,0,1,3
-0.887864,-1.607031,0,0,1,0,0,0,3
0.307348,2.995242,1,0,0,0,0,0,3
-1.30772,0.015188,0,1,0,0,0,0,3
0.665005,0.052588,0,0,0,1,0,0,3
2.026182,-1.674571,0,0,0,0,1,0,3
0.359436,-0.276907,0,0,0,1,0,0,3
1.292394,-0.078902,0,0,0,1,0,0,3
1.547359,-1.499939,0,0,0,0,1,0,3
-2.189073,1.023752,0,1,0,0,0,0,3
-1.604538,-2.691552,0,0,1,0,0,0,3
-0.749935,-0.229084,0,0,0,1,0,0,3
-2.6252,-3.179843,0,0,1,0,0,0,3
1.766898,1.64956,0,0,0,0,0,1,3
1.086181,-0.063114,0,0,0,1,0,0,3
2.38755,-2.266203,0,0,0,0,1,0,3
-2.346748,0.414094,0,1,0,0,0,0,3
-0.960036,-1.908071,0,0,1,0,0,0,3
3.272338,0.975114,0,0,0,0,0,1,3
1.847644,-1.448384,0,0,0,0,1,0,3
-1.749335,2.844461,1,0,0,0,0,0,3
-0.698657,-0.520357,0,0,0,1,0,0,7
3.376441,-0.630104,0,0,0,0,1,0,7
-2.639764,2.127266,1,0,0,0,0,0,7
0.576133,-3.468124,0,0,1,0,0,0,7
3.238861,1.18807,0,0,0,0,0,1,7
-2.329449,-1.613081,0,1,0,0,0,0,7
0.143358,0.871189,0,0,0,1,0,0,5
0.710476,-0.645851,0,0,0,1,0,0,7
0.488763,-0.249651,0,0,0,1,0,0,5
-1.354662,1.055562,1,0,0,0,0,0,3
2.302959,1.140901,0,0,0,0,0,1,3
-1.024669,-0.578837,0,0,0,1,0,0,3
-0.288528,0.1858,0,0,0,1,0,0,3
-0.768267,0.93099,0,0,0,1,0,0,3
0.271107,-3.077808,0,0,1,0,0,0,3
1.550329,1.851489,0,0,0,0,0,1,3
-0.304489,-1.92545,0,0,1,0,0,0,3
2.435737,2.884588,0,0,0,0,0,1,3
0.866589,-0.5345,0,0,0,1,0,0,4
1.409459,2.114559,0,0,0,0,0,1,4
-0.98893,0.318668,0,0,0,1,0,0,4
-2.500825,-1.299664,0,1,0,0,0,0,4
-2.11812,0.584484,0,1,0,0,0,0,4
1.54771,2.241888,0,0,0,0,0,1,4
-0.336217,-2.288813,0,0,1,0,0,0,4
0.336816,1.303321,0,0,0,1,0,0,4
0.631281,-1.81198,0,0,1,0,0,0,4
0.139864,1.848181,1,0,0,0,0,0,4
0.000904,-2.085595,0,0,1,0,0,0,2
1.691707,0.091051,0,0,0,0,1,0,2
-0.394867,-0.034169,0,0,0,1,0,0,2
-1.918317,0.384215,0,1,0,0,0,0,2
-0.576916,1.240616,1,0,0,0,0,0,2
0.463793,-1.1135,0,0,0,1,0,0,2
-0.11721,-1.411386,0,0,1,0,0,0,2
1.213891,-2.4728,0,0,0,0,1,0,2
-0.840185,1.458957,1,0,0,0,0,0,3
0.868357,-2.905602,0,0,1,0,0,0,3
-1.826795,6.249549,1,0,0,0,0,0,3
2.77236,-4.320149,0,0,0,0,1,0,3
-3.395128,-1.354841,0,1,0,0,0,0,3
1.143436,3.548172,0,0,0,0,0,1,3
0.166001,-0.252044,0,0,0,1,0,0,3
-0.596091,-0.614275,0,0,0,1,0,0,3
-2.342161,0.681186,0,1,0,0,0,0,3
3.219447,0.960287,0,0,0,0,0,1,3
2.564237,3.422634,0,0,0,0,0,1,3
-1.816565,-1.043216,0,1,0,0,0,0,3
0.293392,-0.538413,0,0,0,1,0,0,3
-0.521737,3.560941,1,0,0,0,0,0,3
2.412449,0.329951,0,0,0,0,0,1,3
-0.155941,0.846477,0,0,0,1,0,0,3
-0.410359,2.377218,1,0,0,0,0,0,3
2.666139,1.461268,0,0,0,0,0,1,3
-1.493075,0.812683,0,1,0,0,0,0,3
-1.085583,-1.659989,0,0,1,0,0,0,3
0.033225,1.363581,0,0,0,1,0,0,3
-3.068024,-0.274155,0,1,0,0,0,0,3
1.475167,-1.058441,0,0,0,0,1,0,3
0.903927,2.978536,0,0,0,0,0,1,3
-2.401698,-2.883007,0,0,1,0,0,0,3
-0.220417,0.581414,0,0,0,1,0,0,3
-2.748337,0.820447,0,1,0,0,0,0,3
-0.513008,1.950685,1,0,0,0,0,0,3
-3.083125,-1.949567,0,1,0,0,0,0,3
0.683052,-2.693437,0,0,1,0,0,0,3
0.249644,-2.61965,0,0,1,0,0,0,3
-1.84363,-1.644971,0,1,0,0,0,0,3
2.292908,1.845091,0,0,0,0,0,1,3
-1.846703,0.145586,0,1,0,0,0,0,3
0.543657,0.109141,0,0,0,1,0,0,3
2.315028,3.199567,0,0,0,0,0,1,7
-1.80788,0.560709,0,1,0,0,0,0,7
-1.233496,-1.096377,0,1,0,0,0,0,7
0.838324,2.6157,0,0,0,0,0,1,7
-1.329868,-2.199762,0,0,1,0,0,0,7
0.946765,-3.629892,0,0,1,0,0,0,3
-3.468624,1.753827,0,1,0,0,0,0,3
-2.141666,-3.029831,0,0,1,0,0,0,3
0.239483,3.247503,1,0,0,0,0,0,3
0.371796,-2.424452,0,0,1,0,0,0,3
-2.748498,1.076802,0,1,0,0,0,0,3
0.2769,-1.99214,0,0,1,0,0,0,3
1.532235,0.514987,0,0,0,0,0,1,3
-0.17748,-1.20079,0,0,1,0,0,0,3
-1.888072,4.493815,1,0,0,0,0,0,4
2.748906,-4.106298,0,0,0,0,1,0,4
-1.569443,2.960346,1,0,0,0,0,0,4
-0.264236,2.979691,1,0,0,0,0,0,4
-0.225204,1.676712,1,0,0,0,0,0,4
0.115044,-1.566251,0,0,1,0,0,0,4
-2.196987,-1.181351,0,1,0,0,0,0,2
2.077623,0.001643,0,0,0,0,1,0,2
0.124927,0.003178,0,0,0,1,0,0,2
-0.816683,-0.215906,0,0,0,1,0,0,2
1.856958,0.904874,0,0,0,0,0,1,2
0.587895,0.418974,0,0,0,1,0,0,2
-1.958673,2.082948,1,0,0,0,0,0,2
0.915017,-1.475566,0,0,0,0,1,0,2
-0.513014,-0.321548,0,0,0,1,0,0,2
-1.194549,-1.296128,0,0,1,0,0,0,2
-1.940131,-1.098857,0,1,0,0,0,0,3
3.279121,2.519838,0,0,0,0,0,1,3
-2.043529,-0.499343,0,1,0,0,0,0,3
-0.61151,0.526958,0,0,0,1,0,0,3
-3.902822,0.148468,0,1,0,0,0,0,3
0.494935,1.736576,0,0,0,0,0,1,3
0.421814,-1.805932,0,0,1,0,0,0,3
-0.573342,-0.242636,0,0,0,1,0,0,3
-0.115847,1.730679,1,0,0,0,0,0,3
-0.194287,-0.556119,0,0,0,1,0,0,3
3.817937,-0.55861,0,0,0,0,1,0,3
-3.837672,1.643496,0,1,0,0,0,0,3
2.112227,-1.765845,0,0,0,0,1,0,3
-0.784627,0.879072,0,0,0,1,0,0,3
0.454661,0.580174,0,0,0,1,0,0,3
-2.342983,0.858798,0,1,0,0,0,0,3
-0.15231,-0.011602,0,0,0,1,0,0,3
-2.831272,-0.024715,0,1,0,0,0,0,3
1.256464,1.197836,0,0,0,0,0,1,3
0.569913,-1.623518,0,0,1,0,0,0,3
0.916968,1.667619,0,0,0,0,0,1,3
-1.166627,-0.401223,0,1,0,0,0,0,3
3.909733,-1.75951,0,0,0,0,1,0,3
-1.26359,0.321013,0,0,0,1,0,0,3
-1.577309,2.429443,1,0,0,0,0,0,3
-0.32055,-1.424289,0,0,1,0,0,0,3
-1.976386,2.568099,1,0,0,0,0,0,3
0.260511,0.519803,0,0,0,1,0,0,3
-0.763341,-0.034415,0,0,0,1,0,0,3
-0.65836,-0.737768,0,0,0,1,0,0,3
-1.340786,2.960363,1,0,0,0,0,0,3
-0.528982,-2.700048,0,0,1,0,0,0,3
-0.312414,0.767015,0,0,0,1,0,0,3
1.287119,-1.733213,0,0,0,0,1,0,3
1.722904,-0.244151,0,0,0,0,1,0,3
-2.63679,3.014384,1,0,0,0,0,0,3
-0.894118,-2.319976,0,0,1,0,0,0,3
-0.527018,-0.998538,0,0,0,1,0,0,7
-3.358354,1.594155,0,1,0,0,0,0,7
2.665847,-2.604016,0,0,0,0,1,0,7
-1.704478,3.725875,1,0,0,0,0,0,7
1.138723,-1.918165,0,0,0,0,1,0,7
-1.816594,0.597337,0,1,0,0,0,0,7
0.733367,-2.466316,0,0,1,0,0,0,3
-0.306979,-1.654595,0,0,1,0,0,0,3
2.254532,-1.216966,0,0,0,0,1,0,3
-2.732246,-1.757051,0,1,0,0,0,0,3
-3.426235,1.574099,0,1,0,0,0,0,3
2.348864,0.391218,0,0,0,0,0,1,3
0.633048,2.238484,0,0,0,0,0,1,3
1.073885,0.939049,0,0,0,0,0,1,4
-1.287067,-0.579793,0,1,0,0,0,0,4
3.864857,0.382093,0,0,0,0,1,0,4
-1.418966,1.180804,1,0,0,0,0,0,4
0.014128,0.993892,0,0,0,1,0,0,2
0.749803,0.020324,0,0,0,1,0,0,2
0.494319,0.89554,0,0,0,1,0,0,2
-0.948749,2.76729,1,0,0,0,0,0,2
1.740795,-1.512461,0,0,0,0,1,0,2
-1.843957,0.053758,0,1,0,0,0,0,2
-0.675365,0.408673,0,0,0,1,0,0,2
0.943653,0.422525,0,0,0,1,0,0,2
0.527288,-2.086961,0,0,1,0,0,0,2
-0.109589,1.488292,1,0,0,0,0,0,2
0.224352,1.155221,0,0,0,1,0,0,2
-0.003573,-1.641744,0,0,1,0,0,0,2
-1.052847,-1.411049,0,0,1,0,0,0,2
-2.003448,2.231647,1,0,0,0,0,0,2
0.946425,-1.946368,0,0,0,0,1,0,2
1.788818,-0.899335,0,0,0,0,1,0,2
-2.160768,3.054556,1,0,0,0,0,0,3
3.072129,-2.049942,0,0,0,0,1,0,3
-1.377325,0.826537,1,0,0,0,0,0,3
0.570119,-0.93116,0,0,0,1,0,0,3
0.695871,2.790915,0,0,0,0,0,1,3
-1.932027,-3.995095,0,0,1,0,0,0,3
0.674424,1.765456,0,0,0,0,0,1,3
2.13751,0.315649,0,0,0,0,0,1,3
-4.157359,-0.423589,0,1,0,0,0,0,3
2.335183,-1.425572,0,0,0,0,1,0,3
-0.874359,-0.576075,0,0,0,1,0,0,3
0.702632,1.055701,0,0,0,0,0,1,3
-1.387951,-1.520852,0,0,1,0,0,0,3
0.630455,-1.749494,0,0,1,0,0,0,3
0.294228,0.993373,0,0,0,1,0,0,3
0.012398,0.595434,0,0,0,1,0,0,3
-0.747138,-2.958626,0,0,1,0,0,0,3
0.823291,-3.866009,0,0,1,0,0,0,3
-1.454699,-1.624484,0,0,1,0,0,0,3
1.917324,0.143254,0,0,0,0,1,0,3
-0.097577,1.191162,0,0,0,1,0,0,3
-1.070297,0.693158,0,0,0,1,0,0,3
0.809005,1.2284,0,0,0,0,0,1,3
-0.934708,-3.037405,0,0,1,0,0,0,3
-0.024387,1.18479,0,0,0,1,0,0,3
0.431602,1.704393,0,0,0,0,0,1,3
-0.753399,-1.373658,0,0,1,0,0,0,3
-0.577373,-1.693442,0,0,1,0,0,0,3
-1.732369,-0.112039,0,1,0,0,0,0,3
-0.343388,-1.218753,0,0,1,0,0,0,3
1.028335,1.648581,0,0,0,0,0,1,3
0.148508,0.366452,0,0,0,1,0,0,3
-1.580195,-0.092484,0,1,0,0,0,0,7
0.79401,-1.891006,0,0,1,0,0,0,7
0.170314,0.659297,0,0,0,1,0,0,7
1.90156,1.152072,0,0,0,0,0,1,7
-3.423055,-1.109895,0,1,0,0,0,0,7
-0.706823,2.004845,1,0,0,0,0,0,7
-2.258323,0.187023,0,1,0,0,0,0,7
1.94987,0.179542,0,0,0,0,1,0,7
-1.263475,-3.567329,0,0,1,0,0,0,3
2.200385,1.387421,0,0,0,0,0,1,3
-0.871686,-1.655845,0,0,1,0,0,0,3
-0.056224,3.806607,1,0,0,0,0,0,3
-2.923206,0.947635,0,1,0,0,0,0,3
1.679436,2.253318,0,0,0,0,0,1,3
0.001665,-3.080672,0,0,1,0,0,0,3
-1.414915,0.514153,0,1,0,0,0,0,3
-1.18757,-0.142918,0,0,0,1,0,0,3
-2.235682,1.508552,1,0,0,0,0,0,3
-3.230326,2.015887,1,0,0,0,0,0,4
-0.643827,1.439084,1,0,0,0,0,0,4
3.179243,0.748251,0,0,0,0,0,1,2
0.828416,0.205194,0,0,0,1,0,0,2
-1.534921,0.025193,0,1,0,0,0,0,2
2.055331,-1.796507,0,0,0,0,1,0,2
-1.438274,0.511764,0,1,0,0,0,0,2
0.3,2.11545,1,0,0,0,0,0,2
0.296519,-0.036281,0,0,0,1,0,0,2
1.591415,0.669418,0,0,0,0,0,1,2
-0.192083,-0.779934,0,0,0,1,0,0,2
-0.993287,0.165957,0,0,0,1,0,0,2
1.14685,-2.246374,0,0,0,0,1,0,2
-0.122942,2.282595,1,0,0,0,0,0,2
-0.228336,-1.134802,0,0,0,1,0,0,2
0.485822,0.303789,0,0,0,1,0,0,2
0.882862,1.782797,0,0,0,0,0,1,2
1.367833,0.291449,0,0,0,1,0,0,3
0.920186,0.349479,0,0,0,1,0,0,3
1.384656,2.189815,0,0,0,0,0,1,3
0.904602,-1.22294,0,0,0,0,1,0,3
0.159145,0.965518,0,0,0,1,0,0,3
-1.757649,1.156192,1,0,0,0,0,0,3
3.760748,-1.73859,0,0,0,0,1,0,3
-2.114645,0.486626,0,1,0,0,0,0,3
-1.598043,-1.220857,0,1,0,0,0,0,3
1.579187,0.706303,0,0,0,0,0,1,3
0.365769,-3.301222,0,0,1,0,0,0,3
-0.311091,-0.725461,0,0,0,1,0,0,3
2.680799,0.389567,0,0,0,0,0,1,3
-2.571384,0.631335,0,1,0,0,0,0,3
1.059149,-0.742305,0,0,0,0,1,0,3
1.459212,-0.123864,0,0,0,0,1,0,3
0.675299,1.103372,0,0,0,0,0,1,3
0.433303,-0.119587,0,0,0,1,0,0,3
-2.061298,-0.318328,0,1,0,0,0,0,3
2.761482,-0.639075,0,0,0,0,1,0,3
-1.520458,-1.156202,0,1,0,0,0,0,3
-0.603029,0.255516,0,0,0,1,0,0,3
1.557338,1.13709,0,0,0,0,0,1,3
1.877442,1.617157,0,0,0,0,0,1,3
-2.852695,-0.868507,0,1,0,0,0,0,3
1.242529,0.64473,0,0,0,0,0,1,3
-3.37518,0.104853,0,1,0,0,0,0,3
2.407886,-0.222869,0,0,0,0,1,0,3
1.123384,0.479731,0,0,0,1,0,0,7
-2.105334,-0.426708,0,1,0,0,0,0,7
3.282941,-1.671392,0,0,0,0,1,0,7
-0.016775,0.771136,0,0,0,1,0,0,7
-0.316118,-1.096197,0,0,0,1,0,0,7
1.51244,-0.277575,0,0,0,0,1,0,7
0.096248,1.022636,0,0,0,1,0,0,7
-0.690053,-0.282498,0,0,0,1,0,0,7
-3.490635,-0.40082,0,1,0,0,0,0,3
3.765838,0.593743,0,0,0,0,0,1,3
0.559085,-0.175125,0,0,0,1,0,0,3
1.670861,-0.10253,0,0,0,0,1,0,3
-4.629344,-2.437588,0,1,0,0,0,0,3
-2.882427,1.502771,0,1,0,0,0,0,3
0.515661,0.768996,0,0,0,1,0,0,3
-1.296665,1.414743,1,0,0,0,0,0,4
-0.828695,-0.674898,0,0,0,1,0,0,2
1.002813,-0.620569,0,0,0,0,1,0,2
-0.498049,0.644238,0,0,0,1,0,0,2
-0.015166,-0.242974,0,0,0,1,0,0,2
-0.899323,1.160259,1,0,0,0,0,0,2
0.251476,3.277266,1,0,0,0,0,0,2
1.734171,-2.926527,0,0,0,0,1,0,2
-1.092667,-0.180539,0,0,0,1,0,0,2
0.755101,-0.25451,0,0,0,1,0,0,2
0.195585,-1.386662,0,0,1,0,0,0,2
-0.281573,1.977969,1,0,0,0,0,0,2
-0.230908,-1.248434,0,0,1,0,0,0,2
1.065794,1.9523,0,0,0,0,0,1,2
1.271638,-1.379273,0,0,0,0,1,0,2
3.139,-1.073932,0,0,0,0,1,0,2
-1.739872,-1.233446,0,1,0,0,0,0,2
1.018641,1.90443,0,0,0,0,0,1,3
0.693275,-1.067389,0,0,0,0,1,0,3
0.538833,-1.571827,0,0,1,0,0,0,3
0.297838,-0.129929,0,0,0,1,0,0,3
-2.709348,2.270177,1,0,0,0,0,0,3
-1.81089,-0.119775,0,1,0,0,0,0,3
1.211162,0.987361,0,0,0,0,0,1,3
-1.421656,-0.065831,0,1,0,0,0,0,3
-0.137682,-0.669238,0,0,0,1,0,0,3
0.768858,-0.853135,0,0,0,1,0,0,3
1.605468,1.73669,0,0,0,0,0,1,3
-3.460754,-0.043502,0,1,0,0,0,0,3
-1.591187,0.102037,0,1,0,0,0,0,3
