@relation ICATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
-0.078064,-0.106213,0.568907,-0.302317,0.698167,0,0,0,0,0,1,3
0.979018,0.009311,-0.334522,-0.732972,0.206352,1,0,0,0,0,0,3
-0.367115,-0.516569,-0.121701,0.438122,0.317162,1,0,0,0,0,0,3
-0.279039,0.264379,0.173178,0.385928,0.54455,0,0,0,0,0,1,3
0.064111,0.168722,-0.062758,-0.22937,-0.234939,1,0,0,0,0,0,3
0.307252,0.175121,0.193433,-0.472425,0.20203,0,0,0,0,0,1,3
-0.19851,0.448696,-0.128836,0.212538,-0.041066,1,0,0,0,0,0,4
0.123834,0.239095,-0.112845,-0.049546,-0.240848,1,0,0,0,0,0,4
-0.287612,0.292559,0.188821,0.190098,-0.043154,0,0,0,0,0,1,4
-0.713162,-0.250071,-0.213471,0.705852,-0.278873,1,0,0,0,0,0,4
-0.499859,0.539945,0.237486,0.453867,0.106413,0,0,0,0,0,1,4
-0.251556,-0.061984,-0.567103,0.248747,-0.610303,1,0,0,0,0,0,4
-0.109915,-0.62116,-0.191143,-0.090704,0.134624,1,0,0,0,0,0,4
0.234815,0.018075,-0.20843,-0.612993,-0.082605,1,0,0,0,0,0,4
-0.310375,0.277627,0.028028,-0.015459,-0.056311,1,0,0,0,0,0,4
-3.625554,-0.950281,0.050351,0.780857,0.545736,1,0,0,0,0,0,4
-8.211168,-0.746861,-0.065994,0.198891,0.018403,0,0,1,0,0,0,2
-2.247517,0.35731,0.509424,-7.424018,0.695401,0,0,1,0,0,0,2
-0.113947,0.349959,-0.148807,-8.115213,-0.184642,0,0,1,0,0,0,2
0.823619,0.011863,-0.66299,-6.633993,-0.864615,0,0,1,0,0,0,2
-0.190378,0.1641,0.951614,-1.78048,2.06221,0,0,0,0,0,1,2
-1.111434,-0.255422,-0.671869,0.047416,6.649231,0,0,0,0,0,1,2
0.652442,6.506215,-5.474414,-0.027175,-1.205257,0,0,0,1,0,0,2
0.198995,0.298177,0.190203,-0.14437,-0.009362,0,0,0,0,0,1,3
0.276327,0.107081,0.327951,-0.39998,0.343899,0,0,0,0,0,1,3
0.027422,-0.310408,-0.151765,-0.315664,0.125412,1,0,0,0,0,0,3
0.042036,0.148738,-0.17688,-0.237957,-0.158671,1,0,0,0,0,0,3
-0.044321,0.504307,0.479873,-0.168407,0.13139,0,0,0,0,0,1,3
-0.080367,-0.209476,-0.438822,-0.106108,-0.793645,1,0,0,0,0,0,3
-0.394328,0.367157,0.638692,0.332192,0.394861,0,0,0,0,0,1,3
0.109912,0.009396,0.157589,0.144436,0.330675,0,0,0,0,0,1,3
0.152685,-0.358359,-0.667747,-0.11612,-0.137472,1,0,0,0,0,0,3
-0.00574,0.340204,-0.397356,0.253748,-0.562011,1,0,0,0,0,0,3
-0.676952,-0.191728,0.100446,0.683741,-0.421759,1,0,0,0,0,0,3
-0.622173,0.147676,0.339265,0.586695,0.429674,0,0,0,0,0,1,3
0.599864,-0.642964,0.003368,-0.40273,0.158017,1,0,0,0,0,0,3
0.20577,-0.139679,-0.03478,-0.040063,-0.12233,1,0,0,0,0,0,3
-0.243501,-0.20727,0.181991,0.029015,0.128076,1,0,0,0,0,0,3
-0.112748,0.691932,0.490368,-0.088948,-0.115471,0,0,0,0,0,1,3
-0.274511,-0.186534,0.117029,0.239149,0.500329,0,0,0,0,0,1,3
-0.244695,0.287321,0.141178,0.137158,0.450944,0,0,0,0,0,1,3
0.187794,0.707621,0.558142,-0.334675,0.370386,0,0,0,0,0,1,3
0.284303,0.192123,0.255907,-0.193944,0.406342,0,0,0,0,0,1,3
-0.023654,-0.202309,-0.293099,0.227921,-0.134011,1,0,0,0,0,0,3
-0.214871,0.18334,0.110221,0.207415,-0.256208,1,0,0,0,0,0,3
0.079824,0.191568,0.063026,0.227063,-0.19353,1,0,0,0,0,0,3
0.056997,-0.533682,-0.320286,-0.292816,-0.154135,1,0,0,0,0,0,3
0.082689,-0.456461,-0.584897,-0.273144,-0.755634,1,0,0,0,0,0,3
0.291695,0.782337,0.401276,0.108139,0.086142,0,0,0,0,0,1,3
-0.967126,0.286485,0.488563,0.726064,-0.032873,0,0,0,0,0,1,3
-0.561335,-0.154256,-0.060108,0.551633,-0.081876,1,0,0,0,0,0,3
0.037209,0.525814,-0.010528,0.127598,-0.362743,1,0,0,0,0,0,7
0.094839,0.180351,0.211361,0.106154,0.239491,0,0,0,0,0,1,7
0.215468,0.186025,-0.169745,0.341289,-0.071208,1,0,0,0,0,0,7
0.323605,0.023399,0.155676,0.014806,-0.577456,1,0,0,0,0,0,7
-0.20335,-0.368708,-0.311402,0.965913,-0.850363,1,0,0,0,0,0,7
0.235317,0.293041,0.155678,1.052643,-1.117472,1,0,0,0,0,0,7
0.616232,0.238823,0.71486,0.719363,-1.094517,1,0,0,0,0,0,5
0.413527,-0.473733,0.982494,1.020786,-0.839521,1,0,0,0,0,0,7
0.34979,-0.967601,1.199633,0.763313,-0.655591,1,0,0,0,0,0,5
0.232511,0.135298,0.102548,-0.121876,0.484024,0,0,0,0,0,1,3
0.178352,-0.064432,-0.031994,-0.362159,-0.555146,1,0,0,0,0,0,3
-0.128675,-0.109619,0.306602,-0.41637,-0.367486,1,0,0,0,0,0,3
-0.519619,-0.491801,-0.33983,0.494745,0.291989,1,0,0,0,0,0,3
-0.595931,0.839428,0.00176,0.948228,0.286935,0,0,0,0,0,1,3
0.036792,0.511087,0.321311,-0.044296,0.131845,0,0,0,0,0,1,3
0.216002,-0.296479,-0.081662,0.049199,-0.128759,1,0,0,0,0,0,3
0.097246,0.291823,0.629189,0.359735,0.662277,0,0,0,0,0,1,3
0.451286,-0.445529,-0.327723,-0.15205,0.065934,1,0,0,0,0,0,3
0.044785,-0.38491,-0.344723,0.026433,-0.082065,1,0,0,0,0,0,4
0.09786,0.198183,0.081623,0.096938,0.339951,0,0,0,0,0,1,4
0.500762,0.307779,0.247663,-0.43832,0.209556,0,0,0,0,0,1,4
0.735322,-0.217768,-0.075808,-0.62221,0.076761,1,0,0,0,0,0,4
0.166808,-0.687309,-0.368401,-0.200647,0.142126,1,0,0,0,0,0,4
-0.264345,0.173317,0.15058,-0.259601,-0.162852,1,0,0,0,0,0,4
-0.498486,-0.708337,-0.188961,-0.141214,-0.407535,1,0,0,0,0,0,4
-2.296965,0.239557,0.940525,0.458122,1.072811,0,0,0,0,0,1,4
-6.126519,-1.618447,-0.168635,1.152204,0.035724,0,0,1,0,0,0,4
-9.14914,-1.747984,-0.156945,0.707268,0.089765,0,0,1,0,0,0,4
-9.346831,0.230885,-0.209658,-0.456313,0.526815,0,0,1,0,0,0,2
-7.003749,1.955174,0.287338,-3.3223,0.461682,0,0,1,0,0,0,2
-0.751645,0.772878,-0.008985,-7.755473,-0.008849,0,0,1,0,0,0,2
0.418831,-0.004922,0.57961,-5.037631,-0.619778,0,0,1,0,0,0,2
0.314024,-0.744688,-0.397698,-2.484288,-0.629289,1,0,0,0,0,0,2
-0.010592,0.124897,-0.048507,-1.036772,0.182588,1,0,0,0,0,0,2
-0.687829,-0.060945,-0.194062,-0.25745,-0.022021,1,0,0,0,0,0,2
1.522608,1.78101,-9.277462,-0.363247,0.855125,0,0,0,1,0,0,2
0.957424,8.383038,-1.950091,-0.546301,-0.275538,0,0,0,0,0,1,3
-0.328243,-0.11708,0.322951,0.249932,-0.068295,1,0,0,0,0,0,3
0.31377,-0.088844,-0.01525,0.099731,-0.049378,1,0,0,0,0,0,3
0.353273,0.401745,0.190675,-0.05432,0.386237,0,0,0,0,0,1,3
0.078544,-0.392722,-0.42051,0.24652,0.176369,1,0,0,0,0,0,3
0.042539,0.474326,-0.305789,0.277846,-0.392031,1,0,0,0,0,0,3
0.007664,0.333127,0.343693,0.231002,-0.124783,0,0,0,0,0,1,3
-0.012379,-0.098372,0.284505,0.275786,0.391044,0,0,0,0,0,1,3
0.295114,0.756595,1.031623,-0.031851,0.939174,0,0,0,0,0,1,3
0.462337,-1.147431,-0.766101,-0.317315,-0.923364,1,0,0,0,0,0,3
0.128635,-0.18023,0.27335,0.236141,0.769138,0,0,0,0,0,1,3
-0.339929,-0.421302,-0.515638,0.200581,0.123709,1,0,0,0,0,0,3
0.155772,0.17755,-0.185877,-0.468233,-0.338289,1,0,0,0,0,0,3
0.617814,-0.327424,-0.199389,-0.470073,0.383137,1,0,0,0,0,0,3
-0.403458,-0.191263,-0.381177,0.457167,-0.66981,1,0,0,0,0,0,3
-0.939232,0.335077,0.421833,0.720078,-0.038996,0,0,0,0,0,1,3
-0.426816,-0.081854,-0.267281,0.475531,-0.24792,1,0,0,0,0,0,3
0.291806,-0.283331,0.395471,-0.351834,0.405709,0,0,0,0,0,1,3
0.462448,-0.318574,-0.333677,-0.470944,-0.074567,1,0,0,0,0,0,3
0.184318,0.036396,0.060387,-0.249068,0.023423,1,0,0,0,0,0,3
0.506913,0.082686,0.13464,-0.145998,0.417064,0,0,0,0,0,1,3
0.562825,-0.086442,-0.271433,-0.284486,-0.208745,1,0,0,0,0,0,3
0.352543,0.185274,0.258972,-0.231987,0.228168,0,0,0,0,0,1,3
-0.086163,-0.539297,-0.367669,0.327606,-0.281939,1,0,0,0,0,0,3
-0.54179,0.195003,0.635891,0.162435,0.386791,0,0,0,0,0,1,3
-0.526692,-0.753823,-0.779745,0.287665,-0.510903,1,0,0,0,0,0,3
-0.517653,0.468949,0.154661,0.221535,0.199001,0,0,0,0,0,1,3
0.113259,-0.149622,-0.510627,0.129616,-0.546525,1,0,0,0,0,0,3
-0.015285,0.327587,0.394932,0.022641,-0.274028,0,0,0,0,0,1,3
0.098724,-0.261504,-0.036576,0.09145,0.12587,1,0,0,0,0,0,3
-0.077488,0.582298,-0.030805,0.4038,-0.261104,0,0,0,0,0,1,3
-0.17763,0.356688,0.752381,0.317304,0.917967,0,0,0,0,0,1,3
-0.219061,-0.662365,-0.579076,0.011103,-0.222724,1,0,0,0,0,0,3
0.251527,0.188161,0.272723,-0.623876,0.212932,0,0,0,0,0,1,3
0.75429,0.083476,0.088585,-0.76617,0.17811,1,0,0,0,0,0,3
-0.231297,-0.034096,-0.328017,0.294673,-0.662966,1,0,0,0,0,0,7
0.157298,-0.318438,-0.11059,0.118522,-0.037909,1,0,0,0,0,0,7
-0.110982,0.007781,-0.226584,0.582427,-0.840436,1,0,0,0,0,0,7
0.264769,0.546712,0.566808,0.613683,-1.120489,1,0,0,0,0,0,7
0.785271,-0.212667,0.872123,0.283052,-1.423683,1,0,0,0,0,0,7
-0.467975,0.51834,0.168962,0.110451,0.165418,0,0,0,0,0,1,3
-0.314395,0.130986,-0.128814,-0.023624,-0.576592,1,0,0,0,0,0,3
0.464659,0.240612,0.711503,-0.218983,1.229647,0,0,0,0,0,1,3
0.467267,-0.629695,-0.921281,-0.420178,-0.263911,1,0,0,0,0,0,3
0.291746,0.087489,-0.192378,-0.377227,-0.236866,1,0,0,0,0,0,3
-0.138197,-0.176689,0.011792,0.400448,0.084894,1,0,0,0,0,0,3
-0.109805,0.148554,0.101645,0.241852,0.34455,0,0,0,0,0,1,3
0.300509,-0.190539,-0.600955,0.092341,-0.241867,1,0,0,0,0,0,3
-0.026794,0.70618,0.327259,-0.002369,-0.268417,0,0,0,0,0,1,3
0.003953,-0.346416,-0.058999,0.28621,0.028892,1,0,0,0,0,0,4
0.008167,0.467199,0.145867,0.454596,0.106139,0,0,0,0,0,1,4
0.33552,-0.142901,-0.393822,-0.141409,-0.458223,1,0,0,0,0,0,4
-1.221845,0.88007,0.692283,0.58265,-0.072144,0,0,0,0,0,1,4
-5.830387,-1.279927,-0.409939,1.101956,-0.337927,0,0,1,0,0,0,4
-5.642843,-0.979831,-1.684517,0.570824,-0.743517,0,0,1,0,0,0,4
