@relation IPCATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
-0.26341,1.354435,-2.827709,-1.258464,4.185936,-0.897895,2.051881,2.462145,-3.404166,2.103978,2.304081,-1.211229,-1.497039,-2.33294,1.977375,0,0,0,0,0,1,4
0.411996,-3.10477,2.899403,-2.420765,-0.862766,-2.784493,-1.042602,-1.08195,-1.083162,1.72219,1.2542,1.532187,0.287047,-1.303208,0.821606,1,0,0,0,0,0,4
1.608518,-0.042569,-0.635957,0.097667,0.230978,0.588974,0.398159,-0.863468,1.671446,-2.412168,0.579519,-0.87026,-0.531725,-2.024267,2.60386,1,0,0,0,0,0,4
0.167273,0.10726,1.088678,-0.577993,2.753976,0.148542,-1.681805,-2.852635,0.847571,0.380633,-1.371555,2.244588,1.400064,1.915374,-1.584417,0,0,0,0,1,0,4
2.870291,0.462874,-1.086208,1.746587,-2.7831,-0.856235,1.658644,2.206676,-0.454195,-2.145482,-0.166161,-0.10001,-1.549364,2.173024,3.50488,0,0,0,1,0,0,4
-3.453227,0.873691,2.799557,4.192799,2.044042,-1.303095,3.196931,-3.046658,2.577998,2.247818,5.620597,-3.833014,3.628928,-3.122928,-0.023307,0,0,0,0,0,1,4
-0.978038,-2.941064,-2.569776,-5.855684,-2.152552,-4.000422,-0.73507,4.062427,-4.307535,-0.885141,0.882216,-3.152704,2.305155,-2.787505,0.582732,0,0,0,0,0,1,4
0.788787,2.502991,1.503274,0.233626,-0.72074,2.749896,-0.800659,2.242133,-1.413228,1.585881,-2.7791,-3.376961,3.75563,-0.762622,2.397423,0,0,0,0,0,1,3
0.317294,0.83259,3.022496,1.040815,3.066364,0.080935,-1.050252,-6.906905,-1.801513,-1.006723,0.807333,-0.690562,-0.295966,1.721406,-1.940085,0,1,0,0,0,0,3
1.884494,0.533085,1.882023,-0.180938,0.85134,-3.544638,-2.855626,2.418318,-1.419092,-0.689889,-4.400199,3.134881,-3.630125,-2.25281,1.253263,1,0,0,0,0,0,3
0.420756,1.273121,-2.468594,1.997591,-2.185595,1.407271,0.527985,-4.14364,0.986947,0.841982,-4.962365,1.251722,-6.297652,0.637579,-1.700876,0,0,0,1,0,0,3
-1.574779,-0.867949,0.128551,-0.944491,0.270982,2.785873,3.194035,2.494195,-1.04719,2.223057,-0.258802,1.667733,0.3232,3.058423,-1.832375,0,1,0,0,0,0,3
3.420819,1.232602,-2.134989,0.860755,0.085589,0.022814,-3.660673,1.807941,-1.802956,-3.839066,-2.050345,-3.082284,6.670043,8.998974,0.728338,0,0,1,0,0,0,3
4.707997,0.969027,0.257418,1.957981,0.258777,-0.221303,-1.252076,4.506229,1.458005,3.266608,-3.989426,-2.830787,0.031597,1.14861,-0.95727,0,0,0,1,0,0,3
3.208325,0.463398,1.062912,-1.667808,0.242202,-1.892187,-0.229216,2.814453,-1.332783,3.976495,2.372216,3.307791,1.968859,1.758295,-0.030939,0,0,1,0,0,0,3
-0.681149,-1.066771,2.226429,2.564191,-0.006811,-2.278209,-0.634321,-0.703228,-1.485129,0.852006,1.080576,0.59435,-3.795434,1.455179,-4.112792,0,1,0,0,0,0,3
0.723799,-0.184304,-0.457668,0.492511,-1.794457,1.831772,3.056519,-2.238583,0.379964,4.654717,0.580474,-5.965232,1.622489,0.857023,0.138089,0,0,0,0,0,1,3
-0.813239,-0.285238,-1.25552,-1.735778,1.189767,-1.259325,-1.150336,4.35228,-3.263531,2.843411,-1.908296,-2.336602,0.703787,2.046278,-0.828998,0,0,0,1,0,0,3
1.800695,-2.9484,-1.674676,-1.960407,0.744066,2.741324,0.235076,-1.020619,0.814679,-3.440687,-0.296001,0.44518,-2.355441,6.001903,-3.753948,0,1,0,0,0,0,3
1.058841,4.169057,-1.472518,3.302793,-0.029545,1.277191,-1.151587,-2.133077,-0.051288,-1.153323,6.19414,-0.118056,1.844893,3.213027,5.019401,0,0,1,0,0,0,3
-1.025808,1.945437,0.660198,1.103968,-0.209702,1.805935,-2.832407,3.36166,-0.969282,-2.493528,-0.849284,-1.109194,-4.738426,2.036833,2.303723,0,0,0,1,0,0,3
-0.702349,-0.010677,0.092416,-1.568881,-0.664799,1.068603,0.688652,-2.310952,2.087653,2.189771,1.264667,2.137999,-2.90976,0.09331,-4.625408,0,1,0,0,0,0,3
3.407585,0.446035,-0.613013,4.134064,1.968796,-3.098891,-2.606308,0.664736,-5.471293,-2.955968,3.397735,-0.20371,-1.074113,1.974742,-0.950444,0,1,0,0,0,0,3
-5.828585,-3.713766,0.626729,-1.067021,-4.232843,4.607679,-3.619982,-0.530925,1.780352,0.068834,-0.175414,-0.666571,-0.232144,1.171996,-0.545503,0,1,0,0,0,0,3
6.068774,2.549751,2.529985,-2.868737,0.58654,4.137227,-2.684426,2.179704,-2.863928,1.543895,-3.671189,-0.405359,0.267201,1.837171,-2.333131,0,0,0,1,0,0,3
3.069484,-3.114036,0.826815,-0.499256,-1.249645,-4.251553,-1.90437,0.628732,1.949871,1.549196,-2.369586,-2.639106,-0.831598,4.756314,3.446497,0,0,0,1,0,0,3
1.363176,1.356951,0.632801,0.192948,0.42013,-0.462881,3.599037,0.847564,-3.143172,1.447077,6.103321,-0.240239,-0.568415,1.698756,2.384585,0,1,0,0,0,0,3
2.025207,0.78189,-0.749507,-0.611486,0.38264,1.126405,2.47107,3.55991,-2.168879,1.39642,-0.387278,0.24634,-6.487908,1.616745,-5.086418,0,1,0,0,0,0,3
-1.170667,-3.482975,-1.001238,0.052792,0.046287,1.972813,-2.659568,-2.44047,0.208706,4.344534,1.255148,3.29461,-1.239896,1.875007,1.937394,1,0,0,0,0,0,3
1.640926,3.555581,1.248742,-1.71295,2.109938,1.532342,-0.724418,-1.594313,0.81173,2.418094,1.530157,-4.246525,2.345686,-1.569457,0.123539,0,0,0,0,0,1,3
1.056107,-0.540516,-0.986564,-0.055097,-1.121227,1.67919,3.157246,-4.243057,-4.538413,1.617317,1.064282,3.86248,-4.263275,0.297336,-4.533418,0,1,0,0,0,0,3
-0.171607,-0.142125,2.852196,1.907156,-0.755238,-1.392911,-0.382219,0.478288,-1.596104,5.036158,-1.306687,-2.044412,4.04926,2.335325,1.095131,0,0,1,0,0,0,3
1.44086,-0.415014,0.907405,-4.591812,-4.768978,3.117501,-0.564845,-0.569859,-0.852999,2.196554,0.369537,-2.508104,-0.607884,-0.26565,-1.826709,0,0,0,0,0,1,5
-1.612165,0.427412,-2.205497,-0.281399,3.978863,1.158253,-0.944613,3.523515,0.170165,1.491333,-4.963401,4.256499,0.29366,0.931867,-1.577569,0,0,0,0,1,0,5
-3.379033,2.070366,-0.295457,1.975567,0.949641,-4.320182,-0.369925,3.555784,-0.252967,-3.97964,3.613229,-2.017251,2.031772,-0.111481,3.173471,0,0,1,0,0,0,5
0.676805,-0.218215,-1.177451,-1.306889,-2.568168,-3.559251,-0.932413,-2.636854,-0.319267,-1.670634,1.182727,-0.579586,-4.453853,-1.315284,-0.502978,0,1,0,0,0,0,7
-0.217718,1.335332,2.256922,-1.006951,-0.356821,3.669935,2.528433,3.097862,0.697389,0.81404,0.868859,5.121665,-3.196089,0.269384,-2.647661,0,1,0,0,0,0,7
1.148442,1.178372,-0.835139,0.318846,-0.668894,1.135047,0.5361,1.59067,1.383333,-0.754015,-0.448491,-2.559159,0.423958,-0.144352,0.547227,0,0,0,1,0,0,7
-2.002455,-1.586775,1.060569,-0.061518,1.608825,0.439443,-1.438399,-0.381411,-1.405627,-2.780896,2.514807,-2.480317,-0.404214,-2.50285,3.133146,0,0,0,0,0,1,7
0.204245,-3.027271,1.012369,1.518052,1.961321,-4.454209,-2.962648,-1.480334,2.172048,-3.609595,-4.108931,1.359761,-4.022952,-5.020427,-2.243841,0,0,0,0,1,0,5
-0.067869,-0.185741,1.095799,-0.282933,-3.089072,6.017931,4.578781,0.00947,3.881204,-2.436582,-2.135204,1.34919,-0.812801,-2.466663,1.977088,1,0,0,0,0,0,5
-0.887545,0.835205,1.576033,0.67774,3.067138,-2.727629,-1.436861,-1.615732,-2.358641,-1.602055,0.352379,1.380707,4.750371,-2.965352,0.286804,0,0,1,0,0,0,5
-2.148053,-0.629259,0.32101,2.482459,0.346103,0.423015,-1.357711,-0.934408,-0.631106,0.554478,1.691848,4.450271,-2.299878,-1.68951,1.235068,1,0,0,0,0,0,5
4.130875,0.11073,2.692309,-5.018418,-1.852982,0.021305,-0.359865,2.152509,-2.24075,-2.756506,0.287321,5.816941,0.466792,0.176229,-6.392881,0,0,0,0,1,0,3
-1.164939,0.397787,3.041005,5.016486,1.013874,-0.761098,1.644388,-3.573345,1.49841,-2.149199,-3.996046,1.492466,2.367776,1.238149,2.549641,0,0,0,1,0,0,3
-0.057355,0.893258,-1.532801,1.802666,-0.937475,-1.880754,-0.158465,1.659229,2.924466,-0.517542,-0.600913,-3.280585,0.725673,3.124833,5.71093,0,0,0,1,0,0,3
0.915869,-2.298921,-2.287047,0.564852,-1.854845,5.011469,-2.597183,-1.668857,-1.027916,0.352124,2.20255,-0.755728,-3.029353,1.331231,-5.57772,0,1,0,0,0,0,3
-3.060554,1.021166,0.550333,-1.943141,1.110013,2.965395,-2.982782,1.308727,0.543479,0.591853,2.786562,1.99111,-1.43574,-1.284467,2.525244,1,0,0,0,0,0,3
-2.101914,-1.442297,1.31311,-0.226239,-0.835788,-0.831157,0.520013,0.047176,-3.149682,-2.430674,0.056211,2.234295,3.961984,-3.854406,-0.778172,0,0,0,0,1,0,3
2.023823,-0.713797,-0.825286,1.689096,1.797305,0.662702,-1.593067,-0.33099,0.668781,-1.618438,-1.999457,2.092373,-0.410831,-2.916033,-5.555711,0,0,0,0,1,0,3
-1.471022,-0.103961,1.251879,0.520951,-1.879523,2.550371,0.024639,-1.128912,3.340844,-1.074846,-1.484721,-0.345479,0.227773,-1.883408,1.011115,0,0,0,1,0,0,3
0.027377,1.699079,1.289357,-0.726157,1.391854,-1.894587,2.56897,0.998348,-2.021768,-1.693573,-0.927468,0.45184,-1.52478,-0.742193,-2.00621,0,0,0,0,1,0,3
2.51785,1.05296,0.158028,-1.256087,0.347603,-0.161623,-1.811943,-1.150695,2.241833,-2.881185,2.652713,0.385364,2.541366,-2.418707,-0.808166,0,0,0,0,1,0,4
1.179701,-1.039117,2.211222,1.400906,-1.199311,1.187075,-2.733145,1.878656,-4.608233,-1.125237,-2.189671,3.328277,0.170335,1.010947,-2.286102,0,0,0,0,1,0,4
-0.370525,3.479967,-0.874282,3.247453,-0.150216,1.233181,-0.162463,-5.064534,2.277888,3.467968,-2.128969,-2.112428,-1.126273,2.671571,-2.639743,0,0,0,1,0,0,4
-1.899266,-1.042935,-0.859442,-2.185242,0.038093,-1.605923,2.829578,2.770234,-0.028916,1.065401,0.755007,-5.311777,-1.737333,1.514155,-0.104798,0,0,0,0,0,1,4
0.237423,-2.591529,0.204403,-4.107111,0.750815,-0.19297,-1.827588,1.562703,1.667584,0.717,-2.291194,2.006304,-1.95737,2.854054,-0.321946,0,0,0,1,0,0,4
2.137175,0.704333,1.874054,1.831309,0.799971,-1.557054,1.566969,-0.27852,1.926483,4.285589,0.684205,-4.265823,-0.003388,3.863152,-0.623284,0,0,0,1,0,0,4
-2.526149,-0.756032,-3.020962,-1.459945,-1.408143,-1.32354,-0.12784,2.600181,1.133832,1.835998,2.143891,-2.056271,-3.430449,1.136055,-1.719703,0,1,0,0,0,0,4
0.498936,1.099672,0.666682,1.650312,-3.522328,0.574801,-0.931622,-1.203998,1.432582,5.86704,0.09898,-1.307096,-1.269113,-2.308488,3.225648,0,0,0,0,0,1,4
-1.969984,-0.667899,0.125774,-1.618241,2.406029,1.137145,1.442916,4.068058,-3.237962,2.674637,-1.565089,-0.467513,-1.999997,-2.802511,5.008677,1,0,0,0,0,0,4
-3.030833,0.832412,-0.274253,-0.409936,-2.926042,-1.948498,-2.929753,-0.756482,2.264255,2.134905,0.21392,-1.278439,-0.346279,-0.77781,5.377239,1,0,0,0,0,0,4
3.061229,-0.980487,1.28562,-0.459256,0.820805,0.638841,-0.063561,-4.35086,-2.712582,1.935548,-0.54199,-3.67529,-1.672057,-1.516388,-9.047016,0,0,0,0,1,0,3
-0.732235,-0.021641,0.000997,0.845996,-1.548375,0.476831,1.249378,2.767238,2.199097,3.336427,0.597353,-3.290718,4.972723,-3.457617,-10.409027,0,0,0,0,1,0,3
0.64776,1.664945,-1.449416,1.785856,-0.705729,0.333179,-0.456991,1.952612,1.215813,-2.370038,2.434046,3.795897,-3.970701,-1.55275,0.013734,1,0,0,0,0,0,3
0.215677,-0.302558,-1.251458,-1.846444,1.540891,-2.356671,0.970138,0.997764,-5.152073,-2.318814,-4.153602,-2.976944,-0.019859,-0.844477,-1.151999,0,0,0,1,0,0,3
0.153763,-0.605473,-2.885823,-2.043192,2.077063,0.134842,0.439693,-3.327262,0.788277,-1.355617,-1.831359,-1.313558,1.41313,-1.048513,-0.567659,0,0,0,1,0,0,3
1.740158,-0.209556,-0.102543,1.478847,0.863204,1.108115,-1.204508,3.475284,1.80742,-3.404475,1.680867,1.733032,0.89536,-1.497557,0.505412,1,0,0,0,0,0,3
0.613255,0.291775,3.605865,4.818476,-1.171637,1.462036,-0.906307,-2.678837,0.064277,-1.094694,6.170665,0.458175,-1.277172,-5.879597,-0.442413,1,0,0,0,0,0,3
-2.884823,0.957079,-1.145532,1.413903,-1.451279,-1.105021,1.150065,1.105207,-1.719256,3.225616,3.81234,-2.193811,2.628058,-9.698329,-0.81604,0,0,0,0,0,1,3
1.029561,-1.56873,-1.128237,-2.401071,1.056409,-1.594693,-1.473175,1.806429,-1.770807,3.678335,-6.105868,3.329267,-2.122386,-6.27175,-0.559411,0,0,0,0,1,0,3
-0.735346,-0.675525,0.505111,-2.445734,3.562322,3.872958,0.227814,-3.396862,-0.486362,-2.612839,-5.749045,0.645159,-4.423704,-1.531784,-0.129809,0,0,0,1,0,0,3
3.127705,1.418237,1.910712,1.69067,-0.92836,1.140271,2.35987,0.479209,0.71679,-0.725253,3.034916,-1.856953,4.142231,0.208456,-5.212743,0,0,0,0,1,0,3
-3.934975,1.471232,0.226062,0.8689,-1.362307,-6.470329,1.192247,0.832584,-1.634208,-1.078158,-1.496749,-1.324384,0.978335,0.087001,1.110345,0,0,0,1,0,0,3
3.129167,-3.673364,-2.85498,1.297589,1.136406,2.022254,-1.078723,-0.729545,2.242224,1.281787,-0.117143,-1.017264,-2.926726,-0.094656,-2.39972,0,1,0,0,0,0,3
-2.406522,1.955701,0.565152,-1.442226,0.00079,4.828326,-3.003371,1.482581,0.360017,-0.568648,3.537525,1.879773,-1.895388,-2.481453,1.636503,1,0,0,0,0,0,3
1.419174,0.871031,1.361112,-2.299217,-0.470629,-2.182936,1.606674,-0.914356,0.967334,2.067561,-1.224431,4.950665,0.824495,-3.585935,-0.804865,0,0,0,0,1,0,3
1.468997,0.839827,-1.860971,0.30191,-0.226494,-0.045021,-3.051285,0.423124,0.022348,-2.409439,2.895603,0.572298,4.904082,-0.632007,-2.975871,0,0,1,0,0,0,3
-0.32243,0.618235,2.043721,2.979452,-1.167872,-0.46174,-1.856715,-1.326109,2.809101,-2.277167,-1.382651,-2.11916,-1.930473,-3.124021,-0.984875,0,0,0,0,0,1,3
0.493149,0.290762,2.009681,2.328779,-3.085244,1.437893,1.83836,2.820859,-0.304644,0.860248,-0.832998,-2.198637,-4.235921,-2.080961,-1.881123,0,0,0,0,0,1,3
-2.757657,-1.502324,-2.833457,-1.269681,1.32459,1.158752,-1.100128,-0.778837,1.271827,4.125668,-2.332012,1.188149,-1.557265,-2.941151,-1.248422,0,0,0,0,1,0,3
2.318801,1.406123,-0.380007,-3.563556,3.495506,2.129645,-0.577114,-0.265401,-1.441569,-0.87218,2.136699,0.606624,-2.134455,-2.062755,2.172044,1,0,0,0,0,0,3
-0.015947,-1.387011,0.418058,1.590303,-0.652916,0.917813,1.257503,-2.215474,2.074082,-0.234801,-2.11843,0.915692,-1.877408,4.542199,-0.463725,0,0,0,1,0,0,3
-1.604819,1.795976,-0.111935,-4.087094,-1.516726,-2.440579,-1.370612,0.890901,5.541101,1.924604,-1.425375,3.000573,3.800799,-0.097181,-2.376322,0,0,0,0,1,0,3
6.105432,-2.385629,1.578754,2.584479,0.377299,1.043049,2.707364,-2.173095,-3.919028,-2.844987,-1.180712,-1.286705,-1.373264,1.046976,-2.037941,0,1,0,0,0,0,3
-5.227615,4.243313,0.97327,4.766668,-1.94774,-1.159976,1.177626,1.89062,-0.020542,1.644624,2.726042,-1.938077,1.641093,1.979339,-0.706081,0,0,1,0,0,0,3
2.533997,1.490086,-2.056576,1.473385,2.929306,-2.441423,-2.674753,-0.444989,-2.272746,2.99981,-4.754178,-2.168063,3.427731,-0.018578,-3.324348,0,0,0,0,1,0,3
-2.639215,-0.517818,0.475849,-0.374662,0.205487,1.172559,1.520692,3.567794,3.519983,-1.281419,0.18982,0.467923,-5.037151,2.528751,-2.687177,0,1,0,0,0,0,3
1.090687,-1.75957,1.469291,-3.772902,-0.164398,0.729912,0.276303,-4.28239,-0.317848,-0.429721,1.641024,-1.270523,0.706224,0.766847,0.391741,0,0,0,0,0,1,3
-0.599604,1.903113,-1.211493,0.428008,1.26155,-0.824295,-0.629503,4.732532,3.314104,-1.300249,-2.575925,2.467608,2.359336,0.151329,0.813195,0,0,1,0,0,0,3
3.013454,-0.549252,0.908055,1.979367,-1.981458,-0.221722,-0.801963,-5.00577,0.086436,-1.966548,0.451792,0.70659,-5.009758,0.156263,-2.711708,0,1,0,0,0,0,3
0.541725,2.982892,0.393952,-2.370161,-0.327353,-0.888403,1.340652,-1.340683,0.857725,-5.588767,3.40916,0.211955,1.774007,-2.466423,1.8524,1,0,0,0,0,0,3
-1.122051,0.347938,1.693124,3.81421,2.018934,4.800142,3.826348,-0.211942,-0.114776,-1.313838,-0.197356,-2.768009,1.130374,0.238328,-0.193733,0,0,0,0,0,1,3
0.350012,0.680021,-0.870818,-1.992245,0.928946,4.470982,1.524777,-2.940024,4.088985,0.840259,-3.91491,-1.755504,-0.002563,-0.182657,-4.368453,0,0,0,0,1,0,3
0.613194,0.19473,0.454787,2.392115,-0.321884,-0.589624,1.486055,2.206881,1.847876,-1.759417,2.473128,5.249556,1.52709,0.147865,-0.265069,0,0,1,0,0,0,7
-0.877623,-1.971644,-0.369199,0.071819,-2.227498,-0.074242,-1.092649,-4.557794,-2.362892,-0.292681,0.863686,4.0615,1.783864,1.189813,-0.196671,0,0,1,0,0,0,7
1.221244,2.373392,0.360657,-1.408536,-3.659993,0.837712,2.381245,-3.351134,-0.576736,-2.662974,3.135349,-1.972757,-5.75271,-3.054821,-0.226295,1,0,0,0,0,0,7
2.960697,0.733065,0.877113,1.032338,0.775936,-2.150755,-2.620551,-1.27028,-2.290175,3.136223,-1.841844,0.732442,0.788896,1.203052,-3.584082,0,0,0,0,1,0,7
-2.833359,-2.390208,-2.415927,0.953685,0.907634,4.473017,-0.299506,2.036725,0.549827,-0.119506,1.894437,-0.699932,-1.943341,1.900404,2.018709,0,1,0,0,0,0,5
2.160976,2.869366,1.314989,-4.315308,-2.616913,-0.68283,-1.899097,-2.654354,-1.041555,3.190538,-1.416073,0.206907,2.52529,3.067513,2.004368,0,0,1,0,0,0,5
-1.048145,-1.901546,1.383867,2.624743,3.621622,-0.812859,2.685226,2.963796,-2.02191,-3.032793,-2.454474,-2.051745,-2.935603,2.846288,0.449029,0,0,0,1,0,0,5
-0.427901,0.486197,0.636989,-2.277688,-3.124049,-0.685784,-0.045944,-0.474145,1.007043,0.37019,3.510121,-0.355451,-0.025412,3.506508,0.740606,0,1,0,0,0,0,5
-1.32567,0.068162,-2.28023,-1.114752,2.890608,-1.513268,0.605764,1.368067,-0.333501,-0.822962,-0.404012,2.384441,-0.771096,1.11451,2.477122,1,0,0,0,0,0,5
2.025929,-0.982806,-0.254466,-0.653682,-0.839863,-1.364354,-0.431271,-1.093071,3.371477,-0.875203,-0.845237,3.448187,-2.207189,1.449583,1.652391,1,0,0,0,0,0,5
-1.617167,2.222044,-0.283359,1.238196,0.811189,-3.955268,1.959527,-1.176233,1.692098,-0.366683,0.840522,0.567958,2.018295,-2.866552,-2.131865,0,0,0,0,1,0,3
2.115466,-5.625994,-2.237388,1.895647,-1.909772,0.655868,0.710742,0.756581,-1.473348,-1.285781,0.401849,0.450326,-0.853689,-1.771891,3.731749,1,0,0,0,0,0,3
-2.50733,4.898507,2.123317,2.343446,1.616314,4.107093,-1.981343,1.682001,1.119837,1.45911,2.588297,3.052785,0.432804,-2.447041,1.163559,1,0,0,0,0,0,3
-0.742597,-2.197612,-1.20683,-2.035124,1.501867,-1.431655,-2.290163,-1.441086,-0.053839,-2.009023,-3.565824,-1.708133,0.829825,-3.446564,-5.151417,0,0,0,0,1,0,3
3.287918,2.853802,-1.133466,0.380593,-0.813621,2.706468,2.438897,1.37525,2.555197,-1.202629,-3.27339,-0.331791,2.806898,-0.062899,1.259718,0,0,0,1,0,0,3
0.888007,-1.286204,-0.869536,4.727399,-2.276896,-0.539563,-0.902917,-0.948863,-1.567827,-0.074918,-1.268932,2.823675,-2.187107,1.447881,-3.169757,0,1,0,0,0,0,3
-3.116735,-0.414316,1.777254,0.229672,-0.584233,3.278747,-0.135332,0.871227,-1.25245,1.273919,1.153006,1.323759,-3.412941,3.271716,4.77287,1,0,0,0,0,0,3
2.007163,-1.11376,1.240937,-0.499451,2.538244,0.850335,-2.553137,-0.532495,1.350119,3.08271,3.435855,-1.633065,-0.840353,-1.540146,-3.053384,0,0,0,0,0,1,3
-1.96362,-0.731928,0.026344,-2.470286,0.37776,1.244317,-0.137,2.741191,0.676375,1.285602,1.76701,1.116767,1.895954,-0.927875,-5.384111,0,0,0,0,1,0,3
2.398949,-0.778625,0.141035,-2.05967,1.329162,-1.191963,-2.171162,-3.543175,1.396695,-1.077794,-3.311086,-1.622343,0.065419,-1.940277,2.378504,0,0,0,1,0,0,4
-1.944067,0.665262,-2.103825,-0.793543,0.693921,2.807517,1.109748,0.516085,1.047401,-5.139482,-1.312255,-2.701207,1.534558,-2.716866,-0.601881,0,0,0,0,0,1,4
-3.763651,0.059634,0.489045,1.642,-1.212039,-0.176989,0.195868,-2.902997,-1.58317,-1.353625,-0.851101,2.641275,-0.836489,0.244681,-3.059848,0,0,0,0,1,0,4
0.661078,-1.44903,0.059174,-0.335765,2.437912,-0.336467,0.003579,0.382138,2.337046,-0.762214,0.938769,-1.973847,-0.610898,-1.704979,0.056525,0,0,0,0,0,1,4
0.364855,-3.883287,0.828229,-0.123866,1.119587,2.552367,-1.000375,2.521972,-0.842842,-2.170538,-1.617223,-1.794514,2.21877,-4.342666,-1.627524,0,0,0,0,1,0,4
-2.079614,0.539116,0.340805,2.12753,-1.005338,0.818146,0.815503,-1.915792,-2.334152,1.025327,-0.277573,-0.704205,0.615513,-1.443797,0.342288,0,0,0,0,0,1,4
-1.74541,1.09971,1.483606,-1.535956,0.782535,0.078096,2.052245,0.161935,2.256939,2.769094,-3.135347,1.8596,-1.014498,3.75753,-0.309075,0,0,0,1,0,0,4
0.538376,-2.046825,-0.071838,-1.778693,3.676123,-2.080892,1.821315,0.183739,1.378479,-1.580472,3.587006,0.358913,-1.260526,2.737743,0.352986,0,1,0,0,0,0,4
2.124801,-1.498705,0.143123,1.413273,0.183216,-0.467341,-3.504911,2.664666,-1.09442,0.593539,1.75724,1.725838,3.879003,6.014785,-5.475789,0,0,1,0,0,0,2
-1.384885,1.966514,-0.472738,-0.454389,-0.973065,1.279073,-1.456557,-2.386282,0.545489,0.099743,2.913412,0.190237,0.237714,4.856379,-5.281314,0,1,0,0,0,0,2
-0.045047,1.895087,1.170915,-2.404466,-0.498947,-6.224464,0.694689,1.37337,-1.183863,-0.994422,-2.390143,-1.34098,-3.078486,4.006708,1.698762,0,0,0,1,0,0,2
-0.180971,-1.894861,0.163726,-0.484795,0.318455,-1.047453,-0.625677,1.209285,-1.405703,-3.652526,1.510262,-5.188207,-1.631024,4.351832,8.883767,0,0,0,1,0,0,2
0.168325,3.027751,-1.079225,-1.286829,-2.002283,2.66774,-0.53783,0.372101,-3.250826,-1.366774,2.309952,0.483076,-2.099889,1.263747,3.820303,1,0,0,0,0,0,3
0.260853,0.695874,1.422386,1.175491,-1.574601,-1.913411,-0.453509,0.597181,0.548452,5.448304,-0.240509,2.237448,4.101794,1.16428,0.905415,0,0,1,0,0,0,3
-1.196375,-1.61267,-1.584195,-1.409918,2.213578,0.05779,-3.777992,1.570329,1.34994,1.04121,-4.436495,1.255687,-2.866746,2.665896,1.964653,0,0,0,1,0,0,3
