@relation ICATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
0.264955,-0.026206,-0.24524,-0.043242,0.187426,0.469814,-0.477184,0.025389,-0.322611,0,0,0,0,0,1,4
-0.104864,0.280262,0.730558,-0.066668,1.000683,0.404395,-0.661565,-1.115971,0.243038,0,0,0,0,0,1,4
1.368757,-0.512775,-0.149577,-0.26737,-0.487615,0.846745,-0.326513,1.146361,-0.572096,0,0,0,0,0,1,4
2.275537,0.518685,0.2848,0.435514,0.238666,0.805964,-0.264972,-0.659868,-0.458656,0,0,0,0,1,0,4
1.021409,-0.572401,1.667017,0.835522,0.041085,-0.136874,-0.198927,-0.951722,0.991648,1,0,0,0,0,0,4
0.49815,0.058786,0.661619,0.412479,0.271182,0.398882,-0.151752,-0.291948,-0.054292,0,0,0,0,0,1,3
-0.309085,-1.008508,-0.739713,0.204306,-0.307723,-0.277944,-0.232728,-0.315735,1.31326,1,0,0,0,0,0,3
-0.079499,-0.552314,0.985074,-0.372641,-1.663002,1.158247,-0.287577,0.476668,-0.992678,0,0,0,0,0,1,3
0.137662,0.375727,-0.977971,1.97949,-0.27861,-1.24735,0.13379,-0.089761,0.445128,0,0,0,0,1,0,3
-0.386036,0.574668,-0.116474,0.148291,0.468939,-0.54345,-0.298057,-0.32412,0.292629,0,0,0,0,1,0,3
0.122769,-0.618584,0.053072,0.1107,-0.016112,0.14979,-0.118368,-0.176994,0.6409,1,0,0,0,0,0,3
-0.005385,0.319468,0.884306,-0.166873,0.747752,0.933122,-0.120386,0.83309,-0.954283,0,0,0,0,0,1,3
0.362295,0.568405,-0.168625,1.11323,0.080776,-0.073191,0.00862,0.683981,-1.036442,0,0,0,0,1,0,3
-0.45223,-0.042641,0.383628,0.802061,0.010928,-0.53657,-0.366396,-1.239882,0.525583,1,0,0,0,0,0,3
-0.415483,0.115552,0.123697,-0.072796,-0.466329,-0.088668,-0.347665,0.448024,-0.263186,0,0,0,0,0,1,3
-0.227197,-0.122837,-0.72891,0.168874,-0.234156,-0.459202,-0.287133,-0.132328,0.385129,1,0,0,0,0,0,3
0.019077,0.134929,-0.183262,-0.299416,0.180654,-0.015673,-0.364613,-0.470993,0.204852,1,0,0,0,0,0,3
-0.301814,-1.16505,-0.459092,0.1397,-0.897622,-0.691005,-0.241792,-0.009007,0.877144,1,0,0,0,0,0,3
0.154593,-1.19979,-0.388542,0.61709,-1.324912,-0.358934,-0.167955,0.133724,0.928457,1,0,0,0,0,0,3
-1.285049,0.718718,0.234076,0.84748,0.573168,-1.429909,-0.418001,-0.086584,-0.381257,0,0,0,0,1,0,3
-0.110615,-0.90854,0.288577,-0.103245,-0.556751,0.196002,-0.548091,-1.844281,1.520435,1,0,0,0,0,0,3
-0.602698,0.119323,0.24355,0.500388,-0.446327,-0.599534,-0.248953,1.006102,-0.434759,0,0,0,0,1,0,3
0.285824,0.404822,-0.926498,-0.184022,0.067312,-0.39568,-0.315059,0.364413,-0.374192,0,0,0,0,1,0,3
-0.463818,0.18132,0.006126,-0.875686,-0.156893,0.283474,-0.406503,0.628068,-0.592736,0,0,0,0,0,1,3
0.229663,-0.841826,0.161532,-0.10855,-0.654493,0.651063,-0.317396,-0.21921,0.404293,1,0,0,0,0,0,3
-0.499946,0.018103,0.166522,0.486378,0.033351,-0.565306,-0.374837,-0.618709,0.308474,1,0,0,0,0,0,3
-0.858875,-0.18534,-0.130151,0.123122,-0.031241,-0.576291,-0.319642,0.219683,0.228237,1,0,0,0,0,0,3
-0.335605,0.401408,-0.445936,-0.695174,-0.154678,0.370529,-0.452562,0.549632,-0.70031,0,0,0,0,0,1,3
0.11468,-0.157529,-0.133639,0.307934,0.222666,-0.189102,-0.341671,-0.23459,0.201441,1,0,0,0,0,0,3
0.316651,0.382735,0.324938,-0.27045,0.443224,0.447995,-0.331639,0.197591,-0.778855,0,0,0,0,0,1,3
-1.214956,-0.498228,-0.818602,0.530415,0.905461,-2.567896,-0.073962,0.234429,-1.164058,0,0,0,0,1,0,5
-2.287281,-0.195168,-0.312433,-1.805288,0.068389,-0.55071,-0.577494,-1.534108,-0.62074,0,0,0,0,0,1,5
-0.232502,0.367651,-2.550106,-0.21999,-1.223481,0.696949,-0.050949,0.471615,0.605319,1,0,0,0,0,0,5
-0.547573,-0.180559,-1.583936,0.818794,-0.444078,-0.552106,-0.238231,-1.050755,1.528478,1,0,0,0,0,0,7
-0.472745,0.684491,-0.075072,-0.376306,0.502595,-0.204602,-0.551076,-0.727357,0.444072,0,0,0,0,0,1,7
0.897024,0.579726,0.560741,-0.497956,0.71571,1.225317,-0.503602,-0.128746,-0.611167,0,0,0,0,0,1,7
1.460034,-1.165383,0.313196,0.607034,-0.960206,0.33301,-0.225095,-0.231253,0.57087,1,0,0,0,0,0,7
0.238709,-1.074108,1.260138,-0.301178,1.091828,-0.565108,-0.192966,-0.825419,-0.15087,1,0,0,0,0,0,5
-0.202358,0.356404,2.115085,-1.130415,-0.367262,1.268666,-0.208649,-0.146251,-1.613962,0,0,0,0,0,1,5
0.467167,0.15454,0.120602,0.284809,0.145256,0.633973,0.366549,-0.064551,0.564911,1,0,0,0,0,0,5
0.459042,-0.657959,1.124587,0.54022,-0.329872,0.319462,0.184987,-0.596699,0.217546,1,0,0,0,0,0,5
-0.862963,1.587378,-0.156824,0.111562,0.703141,-0.691238,-0.300339,0.050499,-0.885276,0,0,0,0,1,0,3
0.418056,0.189848,-0.837199,-1.072894,-0.287131,0.476574,-0.367775,0.460265,-0.002603,0,0,0,0,0,1,3
1.024696,-0.163527,-0.453576,-0.236065,0.18213,0.235266,-0.367483,-0.727229,0.614845,1,0,0,0,0,0,3
0.211609,0.06548,1.073804,-0.176304,0.227297,0.720413,-0.41237,-0.431213,0.517781,0,0,0,0,0,1,3
-0.255862,-0.898436,0.652996,0.575138,0.299432,0.003091,-0.201489,0.413896,0.701132,1,0,0,0,0,0,3
-0.11816,-0.40001,0.109764,0.372744,-0.5352,0.464066,-0.454155,-0.553778,0.119967,1,0,0,0,0,0,3
-0.006624,0.586634,-0.093694,0.712336,0.056999,-0.00461,-0.341847,0.164937,-0.482278,0,0,0,0,1,0,3
0.86916,0.311378,-0.305119,0.207064,0.151206,0.509255,-0.28261,-0.168106,0.139703,0,0,0,0,1,0,3
-0.004303,-0.702271,0.665735,0.530296,-0.075275,-0.217714,-0.387538,-0.849851,0.975528,1,0,0,0,0,0,3
-0.506514,0.65605,-0.054111,0.526071,-0.043977,-0.428536,-0.540191,-0.235977,-0.72849,0,0,0,0,0,1,4
-0.00279,-0.386802,-0.116834,-0.204521,-0.034707,0.464757,-0.429443,0.041548,0.459551,1,0,0,0,0,0,4
-0.134982,0.17535,0.385876,0.204546,0.029577,0.574564,-0.458318,0.220223,-0.237273,0,0,0,0,0,1,4
0.34311,-0.699679,-0.677817,0.721411,0.244245,-0.123397,-0.237364,0.106176,0.557398,1,0,0,0,0,0,4
-0.875726,0.133118,1.079069,0.268529,0.005975,0.435238,-0.615277,-0.686857,-0.352736,0,0,0,0,0,1,4
-0.219749,0.187693,0.307941,0.149699,-0.156385,-0.077636,-0.531487,0.535825,-0.49475,0,0,0,0,0,1,4
0.589859,0.288139,-0.625699,-0.00857,0.463071,0.25407,-0.520269,0.094513,0.009995,0,0,0,0,1,0,4
3.740238,1.013273,-0.265765,-0.497097,0.061241,0.725063,-0.217347,0.511596,-1.881935,0,0,0,0,1,0,4
6.553552,-0.518881,-0.465239,0.134036,-0.02589,0.01435,0.359378,-0.660924,0.252826,0,0,0,0,1,0,4
6.559309,1.803624,8.543436,-1.530484,-0.205638,1.800072,0.905505,-0.11405,1.107043,0,0,0,0,0,1,4
0.009507,0.848691,10.586379,1.29308,0.93056,-1.093064,1.164823,1.987542,3.393846,0,0,0,0,0,1,3
-2.92647,1.246751,6.51655,0.461225,0.733341,-1.553806,0.883926,7.594635,-0.699995,0,0,0,0,0,1,3
0.174204,-0.130598,0.406833,0.575777,-0.815447,0.295883,-0.118234,0.702513,-0.36625,0,0,0,0,0,1,3
0.04212,-1.100472,0.31523,0.066903,-0.660252,0.091957,-0.312137,0.041168,0.377065,1,0,0,0,0,0,3
-0.529407,0.05382,0.106544,0.465922,0.321244,-0.401568,-0.191663,-0.262435,0.211147,1,0,0,0,0,0,3
-0.806839,0.114075,0.209495,-0.153383,-0.280844,0.213658,-0.296069,0.268182,-0.053183,0,0,0,0,0,1,3
0.172791,-0.351973,-1.012907,0.096363,-0.602231,-0.137384,-0.16508,0.556171,0.070546,1,0,0,0,0,0,3
-0.13768,0.404852,-0.408154,0.043204,0.452656,-0.220058,-0.389149,-0.656914,0.105573,0,0,0,0,1,0,3
0.074669,0.101697,0.023882,-0.570707,0.360673,0.66517,-0.29336,0.186434,0.027768,0,0,0,0,0,1,3
0.791952,-1.023238,-0.42415,0.47366,-1.222011,-0.0456,-0.054664,0.305275,0.122059,1,0,0,0,0,0,3
-0.516063,1.379718,1.030784,0.689096,1.160411,-0.364174,-0.251498,-0.968618,-0.331561,0,0,0,0,0,1,3
0.322596,-0.413077,-0.226553,-0.542684,-0.637574,0.345187,-0.166463,1.090552,0.153523,1,0,0,0,0,0,3
0.102768,0.311167,-0.021861,0.414146,0.64008,-0.14953,-0.192815,-0.175002,0.193002,0,0,0,0,1,0,3
0.371954,-0.916785,-0.337502,0.117869,-0.410381,-0.222678,-0.113231,0.384438,0.278971,1,0,0,0,0,0,3
-0.001935,1.018158,0.694414,-0.268725,0.652205,0.310735,-0.3231,-0.050401,-1.098488,0,0,0,0,0,1,3
-0.271725,0.392509,1.015731,0.614472,0.527587,0.04211,-0.163305,-0.15416,0.103832,0,0,0,0,0,1,3
-0.03409,-0.270604,0.23691,0.301032,-0.042362,-0.136878,-0.09308,0.762323,-0.141645,0,0,0,0,1,0,3
-0.866127,-0.074676,0.64693,0.233633,-0.228291,-0.163821,-0.400435,-0.714396,0.299763,1,0,0,0,0,0,3
0.352611,0.391221,-1.023803,-0.012907,1.095564,0.050556,-0.076209,0.957878,-0.332536,0,0,0,0,1,0,3
-0.052846,-1.035461,0.362889,-0.247887,-1.204649,0.742174,-0.441093,-0.6468,0.459814,1,0,0,0,0,0,3
0.375928,-0.04537,0.531875,-0.850922,-0.028164,1.262,-0.390672,0.337732,-0.185832,0,0,0,0,0,1,3
-0.090517,1.852501,0.487289,0.250068,1.230098,-0.217666,-0.382373,0.363616,-1.800274,0,0,0,0,1,0,3
0.170054,-0.416873,0.254161,-0.572205,-0.226287,0.721623,-0.394168,-0.885469,1.230226,1,0,0,0,0,0,3
0.381175,-0.572118,-0.032275,0.46815,-0.171456,-0.266088,-0.108309,0.708435,0.070691,1,0,0,0,0,0,3
0.010089,0.315443,-0.13891,0.71933,-0.010466,-0.17097,-0.261727,0.380593,-0.590768,0,0,0,0,1,0,3
-0.013173,0.112691,-0.03787,0.445852,0.324343,-0.151138,-0.332039,-0.498492,0.198307,1,0,0,0,0,0,3
-0.275496,-0.458489,-0.05966,0.120151,-0.074082,-0.236522,-0.306851,-0.029154,0.300894,1,0,0,0,0,0,3
0.219106,0.448996,-0.100249,-0.327855,0.323694,0.435559,-0.326928,0.475285,-0.804042,0,0,0,0,0,1,3
0.445468,0.222043,0.094984,-0.141029,0.306378,0.836205,-0.26366,-0.336771,0.299886,0,0,0,0,0,1,3
-0.216067,-0.418628,0.033288,-0.226923,-0.396551,-0.106398,-0.411875,0.182358,-0.163674,1,0,0,0,0,0,3
-0.284388,-1.541068,-0.539302,-0.958433,1.288131,1.029838,-0.095936,0.472532,-0.047556,1,0,0,0,0,0,3
0.375603,0.99217,0.244592,1.501329,0.832352,0.258148,0.090354,0.257105,-0.554154,0,0,0,0,1,0,3
0.154966,0.115748,0.716447,0.805639,0.513025,0.028568,-0.070253,-0.094815,-0.023388,0,0,0,0,1,0,7
-0.48457,-0.404375,0.697526,0.457208,-0.060663,-0.141664,-0.235548,-0.08441,0.092696,1,0,0,0,0,0,7
-0.035524,-0.194505,-0.408815,0.666442,-0.037192,-0.542717,-0.367016,-0.795802,0.943473,1,0,0,0,0,0,7
-0.407725,0.391564,-1.237804,0.102836,0.786372,-1.578065,-0.443021,0.095696,-0.324323,0,0,0,0,1,0,7
-0.497096,-1.136443,-0.811087,-1.022237,-0.068894,-0.956363,-0.668807,-1.032642,0.382128,1,0,0,0,0,0,5
-1.085372,-0.020985,-0.285652,-1.332984,1.192233,-0.34518,-0.461914,-0.685498,-0.645589,0,0,0,0,0,1,5
-0.355829,-1.15214,-0.539875,-1.525339,-1.778819,0.679567,-0.372571,-0.3965,-0.39317,1,0,0,0,0,0,5
0.595565,0.694744,-1.520101,0.313197,0.00304,-0.379283,0.103329,-0.628251,-0.307711,0,0,0,0,1,0,5
0.62386,-0.669744,-0.909671,-0.057828,-0.220984,-0.721403,0.060894,-1.052897,0.994115,1,0,0,0,0,0,5
0.379025,0.526693,0.330625,-0.477129,0.494793,-0.414206,0.043072,-0.329734,-0.560225,0,0,0,0,0,1,5
-0.070918,0.042522,0.215766,0.274876,0.420401,-0.178806,-0.075661,-0.083685,0.358929,0,0,0,0,1,0,3
0.458487,-0.735751,-0.272673,-0.031613,0.149501,-0.10264,0.00395,0.251959,0.092481,1,0,0,0,0,0,3
1.085977,0.058421,0.193275,-0.550675,-0.778845,1.002654,-0.128519,0.432058,-0.879961,0,0,0,0,0,1,3
-1.13975,0.427802,0.658659,0.618083,0.297751,-1.255095,-0.285719,0.898081,-0.484752,0,0,0,0,1,0,3
-0.312246,0.4452,-0.733451,-0.537021,-0.645179,-0.130612,-0.473026,0.500356,-0.27499,0,0,0,0,0,1,3
0.517473,0.713308,-1.059497,-0.439097,0.846226,0.268484,-0.414015,-0.334441,0.389916,0,0,0,0,1,0,3
0.723929,-1.219705,-0.015794,-0.490197,-0.621046,0.626783,-0.465299,-0.425376,0.84894,1,0,0,0,0,0,3
0.18294,0.335332,0.726052,0.329661,0.249399,0.061704,-0.377738,0.184763,-0.497925,0,0,0,0,0,1,3
-1.010378,0.958201,0.407343,-0.125228,0.841077,-0.351184,-0.57949,0.065247,-0.314687,0,0,0,0,0,1,3
0.153206,-0.014525,-0.464655,-0.972753,-0.685309,0.96275,-0.519668,0.752852,-0.129048,0,0,0,0,0,1,4
0.250791,-0.049264,-0.58634,0.635178,0.180598,-0.016628,-0.340319,-0.394398,0.672749,1,0,0,0,0,0,4
-0.824076,-0.392563,0.85125,-0.083749,-0.390196,0.384837,-0.636114,-0.256951,-0.135383,0,0,0,0,0,1,4
-0.229424,-0.047094,-0.597384,0.394876,-0.458921,0.004371,-0.427198,0.382363,-0.159636,1,0,0,0,0,0,4
-0.317236,-0.053096,-0.495434,0.66508,0.759695,-0.542945,-0.354444,0.095359,0.476977,0,0,0,0,1,0,4
1.295286,-0.354623,-0.590668,0.449558,-0.268494,0.393436,-0.28474,-0.250374,0.706777,1,0,0,0,0,0,4
0.168158,-0.012318,-0.162722,0.108783,-0.241906,-0.287071,-0.36402,1.523402,-0.801229,0,0,0,0,1,0,4
-0.184861,-0.234518,-0.157529,0.250385,-0.160865,-0.606387,-0.698461,-1.036666,0.446769,1,0,0,0,0,0,4
4.351338,0.33356,4.867661,1.013654,0.7095,-5.785311,1.288103,0.520987,-0.404437,0,0,1,0,0,0,2
1.263805,-0.332527,4.272653,-2.187401,-0.869915,-6.308078,0.785868,0.872037,-0.4963,0,0,1,0,0,0,2
-0.455377,-0.590891,0.978612,-3.787741,-3.448638,-7.202733,0.660936,0.962595,-0.101964,0,0,1,0,0,0,2
-0.795926,0.860889,2.135938,-6.180644,-1.197594,3.113874,0.682134,1.790568,7.284975,0,0,0,1,0,0,2
0.344317,-1.501751,-0.444248,-0.566403,-1.181831,0.112245,1.388271,7.640585,2.624894,0,0,0,1,0,0,3
-0.229792,1.09293,0.408867,0.718381,0.62364,-0.46841,0.079852,2.020245,-1.10749,0,0,0,0,1,0,3
0.613028,-0.35986,-0.448374,-0.125708,-0.247161,0.064322,-0.238874,0.163046,0.276893,1,0,0,0,0,0,3
0.189913,0.093444,0.245472,0.248622,-0.458398,-0.219081,-0.312374,-0.267952,0.128401,1,0,0,0,0,0,3
-0.103123,-0.334189,0.492081,-0.471835,-0.206176,0.179035,-0.369711,0.293494,-0.139373,0,0,0,0,0,1,3
-0.574924,-0.034814,0.271863,0.272978,-0.008814,-0.304418,-0.256385,0.116935,0.070162,1,0,0,0,0,0,3
0.039007,0.288472,-0.371582,-0.26836,0.307753,0.386071,-0.195585,0.40512,-0.34552,0,0,0,0,1,0,3
0.492104,0.137543,-0.136876,-0.268846,-0.141682,0.987613,-0.194119,-0.027092,-0.011578,0,0,0,0,0,1,3
0.029933,-0.492802,0.195073,0.84687,0.252693,-0.1376,-0.011337,-0.040081,0.638103,1,0,0,0,0,0,3
0.101033,0.226268,0.303499,0.36478,0.002006,0.069393,-0.196273,0.429659,-0.796492,0,0,0,0,0,1,3
0.414847,0.007807,-0.259428,0.312248,-0.397921,0.100058,-0.249071,-0.427209,0.173237,1,0,0,0,0,0,3
-0.961717,-0.58901,0.28226,0.634297,0.422699,-1.038774,-0.246243,-0.82465,0.980772,1,0,0,0,0,0,3
0.362987,0.492912,-0.336144,-1.106868,-0.693511,0.595318,-0.370338,1.379005,-1.780858,0,0,0,0,0,1,3
0.363614,-0.053786,-0.569313,0.238426,-0.042476,-0.125858,-0.290788,-1.612461,1.320832,1,0,0,0,0,0,3
-0.559417,0.125817,0.522763,0.026602,-0.018093,-0.22491,-0.208028,0.46391,0.079722,0,0,0,0,0,1,3
-0.70728,-0.658341,-0.010028,-0.535046,-1.099194,0.147497,-0.463641,0.164543,-0.354122,1,0,0,0,0,0,3
-0.409068,0.047756,-1.047996,0.314451,-0.099283,-0.780435,-0.278356,-0.305865,0.07692,1,0,0,0,0,0,3
-0.411807,0.585356,-0.289011,-0.715563,-0.126981,0.242848,-0.604491,-0.46644,-0.229197,0,0,0,0,0,1,3
-0.237057,-0.325257,-0.64688,-0.283943,0.151771,0.045788,-0.294371,-0.239255,0.754251,1,0,0,0,0,0,3
0.371227,0.582199,-0.071698,-0.558388,0.07847,0.891279,-0.331724,0.417634,-0.946748,0,0,0,0,0,1,3
-0.090611,0.488605,0.475594,0.326354,0.38715,-0.063728,-0.198261,0.171035,-0.436414,0,0,0,0,0,1,3
-0.033861,-0.740396,0.194341,-0.122438,-0.563523,0.116396,-0.290621,-0.100949,0.505595,1,0,0,0,0,0,3
-0.201193,0.549816,0.189267,0.166975,0.242697,-0.14919,-0.339957,0.328558,-0.692949,0,0,0,0,0,1,3
-0.339888,-0.29198,-0.014226,0.003669,-0.781211,-0.085711,-0.431455,-0.433971,0.514375,1,0,0,0,0,0,3
0.209737,0.467041,-0.769886,0.195844,1.32547,-0.576845,-0.183719,0.311679,-0.064022,0,0,0,0,1,0,3
-0.270584,-1.175495,0.567583,-0.766489,-1.489489,0.415801,-0.665975,-0.840505,0.295025,1,0,0,0,0,0,3
-0.104433,1.195598,-0.294586,0.183686,0.240448,-0.269011,-0.286211,0.647628,-0.793669,0,0,0,0,1,0,3
-0.188851,-0.20105,-0.404737,-0.08424,0.399174,-0.39494,-0.471995,-0.439733,0.839605,1,0,0,0,0,0,3
-0.523121,0.410975,0.595031,-0.560987,-0.662458,0.656817,-0.548203,0.223359,-0.574695,0,0,0,0,0,1,3
0.797632,0.247806,-1.037904,0.219006,0.294348,0.10922,-0.172647,0.413431,0.402028,0,0,0,0,1,0,3
0.206529,0.313569,0.225192,-0.084536,0.573894,0.245112,-0.219463,0.28535,-0.109291,0,0,0,0,0,1,3
0.382765,-0.662015,0.10223,0.051028,-0.565634,0.045657,-0.27716,0.374255,0.05474,1,0,0,0,0,0,3
-0.662009,0.418119,0.614665,0.497706,-0.297769,-0.407813,-0.385704,-0.335781,-0.092762,0,0,0,0,0,1,3
0.225598,-0.533753,-0.638217,-0.370151,0.051313,0.048819,-0.381211,-0.203527,0.438445,1,0,0,0,0,0,3
0.308706,-0.138387,-0.545716,-0.143321,0.210767,0.161397,-0.337979,0.465066,-0.142798,0,0,0,0,1,0,3
0.622255,0.208388,0.45037,-0.407925,0.032045,1.188333,-0.431053,-0.587137,-0.30552,0,0,0,0,0,1,3
0.13487,-0.438463,0.677994,0.620284,1.336047,0.370478,-0.031257,-0.30915,0.712251,0,0,0,0,1,0,3
-0.529225,0.3677,0.196868,1.01307,-0.784999,0.000004,-0.235785,-0.121494,-0.627373,0,0,0,0,0,1,3
-1.101011,-0.622778,0.349897,0.087972,-0.89347,-0.303343,-0.509381,-0.890775,0.867055,1,0,0,0,0,0,3
-0.522319,0.102041,-1.109555,0.068505,0.007077,-0.671817,-0.269212,0.98245,-0.280388,0,0,0,0,1,0,3
-0.506384,0.036744,-0.717819,-0.566489,-0.075785,-0.040949,-0.648637,-0.461714,-0.044248,1,0,0,0,0,0,3
0.107422,0.191909,-0.51041,-0.578048,0.33837,0.487171,-0.51658,-0.175458,-0.194558,0,0,0,0,0,1,7
0.10427,-0.74298,-0.451999,0.082696,-0.934345,0.041223,-0.433173,-0.413038,0.510183,1,0,0,0,0,0,7
0.166943,-0.566053,-0.238261,0.087018,0.506249,0.250642,-0.323732,-0.027356,-0.096745,1,0,0,0,0,0,7
-1.363363,-0.333862,0.946029,0.230455,1.117975,0.068514,-0.466498,-1.016158,-0.03245,0,0,0,0,0,1,5
-1.072872,-0.611424,0.075758,-0.190706,0.219877,0.868935,-0.246145,0.50926,-0.71984,0,0,0,0,0,1,5
-0.672834,-0.890122,-0.935852,0.565553,-0.027033,0.299569,-0.10951,-0.417077,-0.283744,1,0,0,0,0,0,5
-1.441814,-0.827354,-0.680998,1.12207,-0.466063,-0.747353,-0.185008,-1.085518,-0.142646,1,0,0,0,0,0,5
-0.878078,0.177811,-1.80271,0.480946,0.760636,-0.998958,-0.04427,-0.350561,-0.801441,0,0,0,0,1,0,5
0.056345,-0.769288,-1.819531,-0.73413,-0.616754,-0.180577,-0.140435,-1.051346,-0.387835,1,0,0,0,0,0,5
0.261556,0.284249,-0.033388,-0.060558,0.04168,0.18659,-0.242764,0.059641,0.027896,0,0,0,0,0,1,3
-0.584473,-0.891478,0.406522,0.304547,-1.128297,-0.966318,-0.378787,-0.636419,0.267178,1,0,0,0,0,0,3
-1.56653,1.215389,0.736553,-0.379645,0.267364,-0.399876,-0.455141,0.014286,-0.616168,0,0,0,0,0,1,3
0.667559,-0.695028,-0.389763,0.026441,-0.871395,0.525157,-0.328694,-0.857764,0.728165,1,0,0,0,0,0,3
-0.256101,0.0608,0.468465,0.914956,-0.469704,-0.581867,-0.305183,0.048107,0.060018,1,0,0,0,0,0,3
-0.31367,0.457997,-0.140892,0.393141,0.642128,-0.79416,-0.377411,0.34927,-0.182787,0,0,0,0,1,0,3
-0.377195,-0.340629,-0.043977,-0.498956,-0.46211,-0.077415,-0.544551,-0.005173,0.185395,1,0,0,0,0,0,3
-0.14666,0.605326,0.365177,0.661022,0.454677,-0.44787,-0.380182,0.610561,-0.285143,0,0,0,0,1,0,4
-0.333631,0.011097,0.342455,0.023835,0.204039,-0.048621,-0.603359,0.033963,0.149856,0,0,0,0,0,1,4
0.737376,0.106019,-0.052591,-0.473418,-0.047054,0.940903,-0.522786,0.574973,-0.456432,0,0,0,0,0,1,4
0.690541,-0.295907,0.171159,0.543318,0.038305,0.351314,-0.352066,-0.467317,0.460633,1,0,0,0,0,0,4
0.049094,0.059409,0.811275,0.712016,-0.075649,-0.191701,-0.387692,0.471122,-0.275349,0,0,0,0,0,1,4
0.096972,0.360888,0.321471,0.183339,0.69066,0.182109,-0.460052,-0.153376,0.281622,0,0,0,0,1,0,4
-0.430356,-0.011943,-0.076139,0.976589,-0.010046,-1.355977,-0.518275,-0.931896,0.431259,1,0,0,0,0,0,4
-0.062333,0.883078,0.002451,-0.907641,0.411974,0.316959,-0.658758,0.341893,-0.635445,0,0,0,0,0,1,4
0.877996,-1.140859,-0.990287,-0.386972,-0.539932,0.214528,-0.384172,0.057191,1.152566,1,0,0,0,0,0,4
4.792961,0.17939,-0.227613,-0.452413,-0.615727,1.217482,-0.170982,-0.312636,-0.731279,0,0,0,0,1,0,4
7.390911,0.298605,3.430694,0.530263,0.259768,-1.443313,0.641996,-0.701679,-0.924588,0,0,1,0,0,0,2
-0.07692,0.586075,2.207049,-4.144261,0.253443,-6.868325,0.570008,0.108558,-0.870927,0,0,1,0,0,0,2
-0.250817,0.132871,-0.097805,-6.905016,0.545318,-4.325492,0.848558,0.339932,0.086366,0,0,1,0,0,0,2
-0.343133,-0.382633,-0.174579,-7.251982,0.363924,-1.301562,1.277134,-0.223375,0.728943,0,0,1,0,0,0,2
0.55027,-1.41469,0.435393,-2.817792,-3.198428,0.355105,2.491164,-0.13677,-0.006705,0,1,0,0,0,0,2
1.542632,3.135701,0.732002,-0.872268,-6.068183,0.647167,2.402314,0.219856,-1.33753,0,0,0,1,0,0,2
-1.263836,1.07947,1.17988,0.816429,1.046241,-1.081786,1.965162,4.266753,7.870483,0,0,0,1,0,0,2
-0.310265,-0.049411,-0.469399,0.382213,0.196135,-0.712423,-0.197145,0.441018,0.073658,0,0,0,0,1,0,3
-0.104511,0.043816,-0.520527,-0.316705,-0.222141,-0.220473,-0.284541,0.384586,-0.376569,0,0,0,0,1,0,3
