@Relation RCATransformed
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute output {1,2,3,4,5,7}
@data
-133.59298613597406,12.559837292050531,55.91427108599112,17.5647698083128,-96.62397615466932,18.268287641740937,-17.549291444307826,-58.62081631597023,226.06758929249528,65.8436142866668,15.77611411131491,-80.64342962338604,10.791366889927412,35.76686546472153,-74.88317785702692,3
-130.13004871887057,11.104594938511568,59.232475231994385,22.98342939174717,-92.85611692216304,14.825376833695604,-13.638825084789023,-64.80470626827483,224.0080172485211,67.12009147854673,26.226942154931955,-80.33580876367154,9.847801349609794,37.884431091748134,-76.08901416191829,3
-129.4644423400928,17.89430825978104,55.21411878828826,24.994454669786286,-93.82846368865233,19.11051183073932,-16.276539454431685,-61.725894645792906,218.16059338479047,72.04092483442865,25.929491732773307,-78.74774853747687,12.80749424690453,39.858148429897575,-77.09683853959555,3
-120.68338125655566,18.847884440095466,56.252901959242294,20.006367897970392,-93.0667124589362,21.818133004981007,-17.477269892060114,-63.14458536011871,220.96844115590193,67.7345659479402,23.125899969472894,-74.69991616236412,10.240584629520372,37.195823039072486,-73.24062080923885,3
-127.84107846754307,14.17119710138633,53.47332585874588,22.73509817799139,-90.57974110054859,18.522851761814277,-14.394766273451122,-57.25345280702243,210.2987071467157,65.0387868802239,17.100330002395218,-75.73423390661365,7.544133424471157,33.66825845307612,-70.62669393074358,3
-125.37848064063533,8.52328661356762,55.6446103099063,20.2187671724133,-95.09611823019141,12.868578999637233,-10.295612118033919,-54.501034783979506,212.24542306998958,67.68850316362834,20.710501548241126,-76.00043034738673,10.738397803026588,32.87969234961988,-65.23962961246872,3
-127.7452621539044,12.272070865397154,55.01226309558949,17.880314083454405,-94.72783418380297,15.253066722132877,-1.6390727564457928,-56.57259314831976,213.17715582295975,64.19580906143187,18.11056869638433,-72.14049791401577,8.339187551552358,23.99325533929141,-72.52786348154184,3
-129.16886076815942,7.282281854134293,54.45151773903197,16.122414501369285,-91.42681134256297,11.587058638235797,-7.832842361963016,-67.50670803848308,222.31848437109758,67.58756550379393,22.549223625964057,-82.1944375034146,7.792142420202078,26.69065797414075,-64.36064567180227,3
-130.60174513229475,15.057531385261871,53.515602960210444,23.602922234302547,-93.19443876010408,15.019526490163267,-13.490734269217363,-63.98289296181299,223.32151252355334,63.248214194477704,18.562940690580486,-79.41382660136561,10.137199900130424,31.589896510074553,-74.38895365365471,3
-131.66372086289718,13.357688705632935,54.18342999161439,18.947926767873412,-93.09454187606862,15.483375672267416,-9.327909696105941,-56.86769404004731,222.24636975311705,67.0552192269025,14.957145782490432,-74.56305890276631,8.492936547813406,32.60971085976651,-69.16419812822441,3
-129.87401168400413,7.869183794925121,60.055112512526335,19.776534301788132,-89.50773689181001,17.833266837387082,-14.400663849858756,-58.747964142134705,217.27129043824883,65.60340400160463,17.618300725426423,-74.53027114011672,9.393159535792877,35.72592667990549,-69.48305686816424,3
-128.33030631560783,10.415392527061854,54.294018086597944,14.958213117332317,-87.94515287119951,17.262054482361876,-11.39510115778861,-57.661954252828906,219.09365502471448,63.78200042858179,20.79744470838709,-75.50470794380753,8.75167143709877,31.7827134044297,-71.7298291625856,3
-125.16822572812521,10.873897660723944,51.99648161834891,16.57361591618228,-86.74952766252883,16.815474842056375,-15.728112191060124,-52.296804076518185,208.67651099605587,60.235623570191734,16.01633787649894,-68.50238786402171,10.351979662076674,37.14367688762495,-67.33352930465738,3
-122.61141695243768,13.998278624816408,53.68000710884702,13.28130429554788,-89.57446842290976,13.49931866607964,-12.673186444385461,-59.15504653472061,203.25379730859873,62.18255888564917,19.2712559187369,-68.02818907440304,10.317009768964455,34.872056993321586,-71.52924694806367,3
-114.75700220439813,6.6520086751282825,59.279947151853534,12.680264433786244,-77.31999612624764,12.098974508169412,-26.003233303600833,-49.61358210258318,203.84342567301547,57.53379053742938,13.099215493486811,-47.91270579655884,2.6196253014908795,28.917357940111476,-84.38160584070134,5
-115.4086014157559,-9.218695283385983,50.86009744091511,15.676199805997593,-70.19502582701531,15.746615063215664,-30.926524807854886,-55.8948791232781,191.15251960267508,55.85315623425629,15.678249621006996,-48.039144546258186,-2.231223569452407,28.234923324590252,-76.26688492473478,5
-108.16924413880653,14.017252946031672,50.89418150613896,31.336192421768764,-100.70948448329787,2.831719433709587,-14.162499182162776,-73.43654497434352,184.0116725527086,64.49114012703446,26.510005431059025,-82.42562033731485,12.163606996502052,10.224840414806494,-60.434519870119104,5
-111.63626906015017,18.96919568768556,54.06771921929237,28.659244266848358,-94.55679072633033,18.150680751696882,-11.441488800800325,-66.17677515414431,198.62215960420556,63.229854753564865,19.57025665648645,-72.84561291832907,12.193690816554453,17.592889906115044,-72.08486533351076,7
-109.93512498552164,2.391035841977235,46.82108322672932,6.5099342236760185,-64.70095087710179,13.530890585505974,-11.658633662286599,-42.02660115302494,181.9382759764501,58.46196156011742,8.199970594655762,-53.08546771271577,3.4753489021855692,27.637664649224124,-58.38967839597342,7
-99.9023490731816,12.3167827194207,37.89031904764833,9.560995316656749,-67.18009676505315,12.181867768317128,-12.979544713801674,-46.11074736379552,166.66692440136953,53.14448983362126,13.118662209574454,-61.36855521351228,0.6900670783708165,29.654477620176213,-58.274911233205586,7
-98.03628671700764,14.369713366976427,40.2439033994969,18.53518489977794,-69.46152767893857,8.512339879410822,-9.274260641789592,-41.73760852242309,160.03524107605816,50.41309157114978,13.7435748661798,-60.589176453798984,7.235669891146859,26.6443747366833,-60.575221281636615,7
-100.42295061922414,3.575905466550811,38.61248878696557,12.177766440547188,-62.15872740615312,6.053293847829176,-12.773947653965338,-38.966311342606296,164.6115568779626,41.52561142252552,3.458289123538794,-46.24646474362417,1.3312011743970658,26.080556062473324,-66.48122905872069,5
-97.37565727021058,-2.9704873819470397,36.547748445806384,11.117459402746482,-57.862540166192716,3.403245345131937,-21.762750586720962,-34.96496585258526,154.11653277123685,50.41134639623996,0.25851466606809836,-44.47675289561052,-0.46066485649842726,20.702192524679244,-67.963848127122,5
-94.29069450467956,-4.337703296322346,33.36063945490072,16.607750367423332,-57.58588218545725,4.271236235381651,-19.732279112506856,-33.9276446849693,137.16740649138302,44.830546603863006,0.4193406982772494,-50.070409478165814,3.185745432971066,11.47508247881999,-63.44910782536601,5
-87.8403897252999,-4.5705090682057925,35.39995869074933,18.199882189400814,-61.765413561006554,-2.6483525881834304,-9.214598782745325,-37.757252999347955,133.78417935505414,46.46489729803963,3.7961148944252976,-46.36658233484614,1.6898104343021547,15.742667521868656,-59.249602025230665,5
-153.5278874181064,18.824939281937574,55.631302685484414,3.981802278962293,-92.19898181699526,24.344695855463744,-27.662733311258986,-64.47145973009648,248.74477239946296,74.83735898293973,23.090494709695214,-81.47555078916966,13.853410470521208,50.27586163943674,-81.59914824323864,3
-140.90791834770627,33.27696933289344,63.10091795333865,13.148662985954738,-95.65651793237379,22.742749834858,-35.35531363840422,-71.75227075478327,233.2706275480591,70.51192262477477,25.372712371619855,-79.10629224545725,18.241352539072526,53.25121464269041,-84.7108757267931,3
-128.17552411586973,26.59280251128814,61.79802419587328,23.282483623334205,-89.30707771257256,28.42905163311913,-31.402798034464553,-67.73765223500551,221.3108085562777,70.22515930033045,14.395324281791117,-75.41916537463243,11.596297626699625,44.520918296433386,-88.27644497487107,3
-121.46581205631699,11.017483099153688,47.13138482849696,23.750256838185372,-87.63736284313633,30.40904612128333,-26.4110064266334,-57.38607507833637,213.79434590030448,64.18613979452616,19.414582175114916,-78.63183845462619,5.162623515309926,38.32554980015129,-79.13345103884248,3
-123.25291542190544,9.28890369856409,48.52156412127734,23.07809394657692,-84.32730183998558,14.438601101412406,-12.187653153128906,-60.96008610652395,214.1722432123984,59.87528605851259,22.12030167094817,-78.90874029769785,5.872585297822242,37.06093411528851,-66.73518413109619,3
-134.86536733509763,11.160695133161282,49.755461076353626,21.09174561367024,-98.48324460599885,15.92372155477294,-5.2554093152349095,-61.92829686158048,217.6782035872832,57.38662295261197,21.353328053886237,-75.9292100584941,11.990102423120964,31.021705950671596,-63.80095254991887,3
-137.964668182632,14.553844464833043,53.99117208687366,15.789185398855542,-98.3857865308207,17.420552999632534,-5.841796852821063,-57.384550379439546,221.4227240581114,59.75857286387706,15.796780926367921,-78.14461750052122,12.807169746968016,32.851265137697595,-65.85919784334223,3
-135.49303040487905,11.880755925246698,56.12304136202482,11.29571671581058,-91.80647967765904,15.689376401224322,-7.872343737716073,-58.709261870105266,222.42178740016976,60.89031673040992,13.655455865891964,-75.2497366477962,12.757215051844542,35.4637142380271,-71.03525379817985,3
-132.2054906698694,11.59591442831814,47.50576341031502,12.76864548008372,-81.45539106303946,20.456013443663213,-13.00663797477404,-53.75170450800954,218.8085387160147,62.442117752563675,7.139744229865144,-66.39657800266295,5.413253733347611,34.611978953758054,-69.09884344649946,3
-114.65448417865298,16.30652028273034,54.05821763552756,16.823619328880888,-81.66093042132974,13.36076123423452,-10.136370236189506,-45.784041148491816,197.42186150222815,58.246153930122304,14.928694710314327,-69.66691705458784,10.217611669661736,28.836390176794914,-60.970969675128906,4
-118.2284747610183,9.968718924177702,49.6662253211235,18.029573004399865,-81.03851322380567,11.643967719893073,-9.110427266569417,-44.57142212617163,189.41100680162057,56.542051642518416,13.030007222224777,-64.08914768912484,4.395581902430868,25.124778206063304,-55.46200355966516,4
-110.95473935226804,12.607140098417913,49.230145546867185,15.550485097380516,-78.82408067497198,12.760704468996018,-7.324692807256897,-46.8524055947293,192.06588343398468,55.18026838055762,13.902261836757889,-67.38034655461655,4.864092732610901,28.535524100390106,-57.20195134746711,4
-112.35052499050596,9.593456919259742,46.697491235482936,14.69360954911302,-77.21580447402556,7.708152300749053,-7.327893817747896,-48.811047546389304,196.898548433132,54.284517969211244,16.5246437772089,-68.59135114803605,7.19254526469639,26.878377166298517,-55.214693036235104,4
-108.6698162434021,9.970840788944193,47.606338061013034,18.27864829156831,-75.45733018193008,12.228766512600078,-9.100967020313016,-48.29833583036794,191.09991108745447,57.86842203123433,14.990639436784528,-68.50936865783913,3.457294567942773,26.339166033890585,-53.16229391836131,4
-96.69809536769478,12.646027063347352,43.487295706063136,15.703508385404309,-69.58641870622088,14.450827702524261,-13.597054235912973,-46.7721210562411,175.36121956190203,52.47606124223702,14.25955116151015,-61.43756868509234,6.349249691493201,23.55601313303491,-57.23424653399051,4
-97.97976454493079,10.401031012718692,43.660951500099166,14.840069425025284,-71.9131516526008,9.497581953968552,-12.507162227392186,-45.35547357167752,173.73687221594568,51.19103201989637,11.681709743419512,-63.827146461103304,7.756838805954855,26.817028212917116,-54.305786180820476,4
-98.14558685245265,12.065718049544197,43.01690115549697,12.527705455054338,-73.05373619589231,5.883405309864512,-5.164947621178121,-45.407957536463236,169.3390871045282,50.40959325456763,1.1330855050705022,-62.87928698937997,8.78473874827125,26.05026596090509,-67.59602713476771,4
-101.8857801456983,7.402050437582927,35.9176645133102,14.709719093824527,-76.46978729658846,-7.376352758321391,6.717900849085593,-46.96763906387969,167.87970308265145,47.16430079376056,-7.669029117252357,-64.41090614090673,12.212632887928313,25.67931660773697,-72.57083426424678,4
-117.32433353473431,-1.042586634316315,24.765316320313318,15.390997904818711,-83.5399825820042,-33.070229388320335,22.216353382575168,-53.3288444074355,178.14372822956088,68.44471805932147,-30.600588842975466,-92.63479808149694,13.836520307678864,19.426164025058082,-89.81601753166407,4
-122.59226233074301,-1.7904715671398836,18.717531122199023,19.240561293281246,-75.49298506080531,-20.671547161668027,13.548405467222516,-43.83084273242543,195.61432031237413,67.8576637774405,-9.254038137009124,-93.92181719504535,5.154361576248993,13.742510764363946,-76.00398883084121,3
-128.64490511800466,2.2811713618703404,29.768963950170075,19.45081307250431,-89.44983913589823,-7.95855075106078,-0.2822281902401196,-45.80715961184495,214.77454451435753,71.18470353509007,17.889113304778963,-90.01124980370932,11.049677974761531,19.16803631105695,-63.96249905727195,3
-134.422921426943,12.859601880347006,55.41877908171256,19.94631952697866,-94.51950260847076,13.385354097342915,-9.02146316403389,-57.892558069560735,226.34764170959392,71.42549512071041,16.149157901552563,-81.3065023067627,9.373216076413252,32.695592049435376,-68.64933238004018,3
-136.53922335352325,15.985584610630289,50.23634290172053,18.512161469078084,-92.97854667947419,15.25578247079876,-12.045775208382757,-57.413761510345324,226.39293207845532,66.18542098027663,19.295126683163794,-75.51386823412429,8.954333110233707,35.82680460785274,-69.85891492702049,3
-129.05353474522883,17.6222151724249,57.39797732915618,23.110549965611238,-95.04670790009615,12.765817614065465,-13.480976765480236,-62.391548098895655,223.0644129934417,63.24096483297181,24.23418717342642,-82.78159428909177,10.500658370887749,34.33831250513662,-71.2060685845752,3
-131.31873112496407,12.10477987803423,57.94453750787376,25.954445560092463,-98.66769569340589,15.027951529820708,-11.120174725580156,-64.43455735383063,224.17848237309244,67.57785912751723,29.863990365915406,-84.86623516062046,11.800583115640638,30.900525503192615,-70.61153662434312,3
-131.6854994729605,16.90192077594456,58.874351202856815,21.725189458594915,-102.51607099690335,15.421472531882905,-10.395504475136256,-64.10722325778828,231.02145703999727,66.73527745889218,22.37767852092709,-83.07854200386923,10.447814629379614,29.541616682593983,-71.61575333628254,3
-141.6371728930579,17.3937467765723,63.255688315517844,20.0822608832773,-101.57407015758822,14.519780949174447,-6.997489849304129,-63.628200181387584,236.93534677584813,66.96195914317858,18.40105995709539,-81.17131725139511,7.375440109342318,35.44049626637016,-68.89393123652229,3
-142.605159174476,12.844546961516405,55.551705451592724,24.50042899693981,-98.26292081453697,20.144537688283126,-5.00154022200398,-65.66746199892219,237.2121313895707,69.4951194891519,17.05479521792737,-82.78335477822912,6.492698036048925,32.7220937827373,-67.14110521316584,3
-141.48045783671827,13.33046952939558,52.25996264997218,19.975358120998113,-96.4124315796034,16.60804063759864,-9.769975013839376,-59.20224959451809,239.3415208734854,69.18075998774806,15.672309792803581,-82.35259865116198,10.895801160550619,37.20916196842564,-72.2644494976278,3
-137.890849034937,16.75206887286319,55.82227923950974,11.930340576198923,-95.17791648567325,19.296817983635453,-15.856376923838418,-60.62778593440594,233.99892038484592,67.78441894213108,19.65886438368137,-81.9443430752785,7.089773440413833,37.86852113178145,-77.02435036032888,3
-138.31689912413668,18.96091364148969,55.30347857285422,22.25592871851253,-97.95277467812913,15.55962632119206,-16.514368989628785,-62.91708349367025,229.20585689637764,72.05112317198073,19.378163518647263,-81.10241689826438,14.610751582648756,37.76176524179687,-72.56081088708355,3
-131.2941177057317,19.232049067745443,62.44832269728629,24.02442968995585,-100.3776426133661,18.23458529431421,-11.57972308328916,-59.80593126074491,228.3145728639311,67.60116535399567,19.74929122033666,-85.50983081981383,11.129375161406543,35.22162634852021,-73.01073679587661,3
-132.5989367829274,10.608966077527073,59.87273923334921,22.744825405175128,-97.45656753155203,13.477660517159979,-8.409338673604433,-59.07744208028237,231.14443982791204,70.3025094410998,22.101270845683928,-78.69905942657357,10.310195928680727,37.777571800922544,-76.3841558369928,3
-136.00659838735254,11.76106060378054,57.2364599856767,16.219000563264906,-93.23481436839037,17.143982808525443,-8.319503725861454,-61.50211761336627,230.84562637766194,69.19933271549375,16.056200182109038,-76.33643982183314,9.657251389381289,35.013312017183054,-71.27654051449477,3
-134.74318157460021,13.477514286784123,56.57687240738461,16.737494772971147,-98.30361830456793,14.867452147812212,-8.68780889928505,-59.50044276075665,226.8019585845429,70.81938063086429,22.57232458120211,-82.4773975353299,7.045230001411488,36.719100259864774,-70.15939137551796,3
-134.69424031412206,17.25805110476343,57.55127424701725,17.164342450655287,-94.41889308834038,14.287969974854285,-11.508570218090114,-59.06259513045606,230.23059343856505,69.31170807516014,19.91236892105941,-79.1501678181671,8.62948867523501,35.6964294527134,-70.7316846086332,3
-133.87243588560045,14.329766810138578,56.0051884227351,18.509538249340093,-91.57359868039312,18.979367049564996,-12.312581877162124,-58.3154254816883,227.4772144590288,71.34640398824283,16.696771981323494,-74.1730381408486,3.753078476190394,32.90972380759182,-69.47955502726573,3
-133.7607490860699,9.136647970548415,55.83155154613942,21.113185856726222,-91.672002410989,18.50425694549006,-13.892053385335522,-56.172693406243056,223.86335347686145,63.03465687093892,12.134787709660989,-79.18005847952499,7.735861329177714,35.83754893568891,-67.03402275151824,3
-131.4347706326841,8.717447481665813,52.437804988734925,24.964248831770295,-93.4320173403868,15.86320133152541,-3.2693238180454616,-59.55346132004898,223.1506498773121,65.99503985298438,23.668416988475485,-81.72954582842385,10.054595216331665,33.359280259202265,-68.75172887858362,3
-128.40848161179042,17.02608664294644,49.90695197469377,19.536747870659397,-95.86782050716849,22.135793721539986,-19.713198555967686,-66.69764348898312,223.12346639586568,68.13932330597908,21.332307855859035,-80.95028204035536,11.409720758564621,40.952025156953496,-74.40717932341963,3
-124.76806327739112,20.548295536008496,57.372622980353285,14.766763487090678,-93.8873361581127,22.97657143916168,-16.272193059157694,-64.55928333705491,217.90186826068955,69.63232553575514,20.697409373859315,-72.70518554439009,13.180352962956226,41.61929686952,-77.85442461018768,3
-130.243376306055,15.847489334744077,56.90525824781861,19.6946247084474,-92.22215755611204,20.038807453908788,-17.6743102499489,-57.44199190497119,213.72824786724172,65.55719858762887,20.75414338203958,-74.1511325595972,10.449470613262404,32.450245841982486,-73.42497342010311,3
-120.86290394538668,13.283768546807279,50.97566387015813,18.404850289099134,-94.18826597087781,16.30187364809642,-13.919060508050912,-59.81567800001396,213.59661687003123,71.1118370193201,17.59424218196257,-69.61505584464223,6.313492193416957,36.222196545520276,-70.62960312974887,3
-128.20417512775816,15.082682102595564,51.12022818443036,22.145324801011444,-95.54523396653148,17.067079580975214,-3.80440436144871,-57.1773772874342,215.93616640907288,62.98378039912521,21.27611294035571,-79.91263118395652,8.314073505275237,29.985248791552348,-62.85455986643025,3
-126.6287659462752,13.729427283471912,54.04721938057088,15.116254835359237,-91.06577065061428,11.44145242385115,-8.515009878533814,-56.71485021977016,220.70688525010127,65.78157781172678,15.777199735584722,-75.9644965652722,10.99315732326991,35.31981778748296,-65.07879245242555,3
-127.91978667857,10.993378584404445,57.923838698071066,18.955601101220697,-90.69229250968633,13.030782125840698,-10.776801026393308,-52.915730829597216,221.08832709249998,62.36296313973054,17.55859132791246,-76.24272241725026,12.102398957768001,32.66632178785755,-67.27541747654391,3
-127.54325309109667,11.364852619868875,52.83609953912834,18.038682073928726,-90.7816375670493,16.56583381702754,-9.823382708343875,-56.416189032024704,216.43483538525058,66.68343889067906,15.141186590497574,-73.94232204206335,8.888060173106952,33.85836406434879,-67.42428942649495,3
-126.99778034995828,12.073289939104344,53.925838696289105,15.119113803085236,-88.49701641880249,16.057193812223755,-13.894713387862524,-52.41677336016969,212.94313525540366,63.22061113668367,16.282177011849086,-77.87045888104424,10.570364809261045,34.336705746017046,-68.65143629138959,3
-118.90744387449938,14.08735129029254,47.942797434103625,16.55882706734927,-82.81691832854236,15.92061328544878,-16.60688044570056,-56.63247105301832,208.29755062528793,64.65302073643024,19.166320620306728,-70.88790556089862,6.098672741948521,33.83201424671543,-67.95070359263904,3
-114.10093494119813,17.909817920426818,40.687765268148524,18.32694520114241,-80.23576233358575,20.459863651745994,-38.74583927414112,-62.466247717125015,204.58972469791297,52.40986647320581,23.03511198325004,-65.66931133288384,-3.797510797661868,40.452195389224315,-77.40237179546872,3
-116.4465808022481,23.583650393509124,48.17926086976544,18.805382859484272,-92.7800250628017,20.019147085550347,-15.677154429831319,-62.44640729816615,207.38852278922778,60.79571892881205,26.142258973030074,-78.45564755383138,11.323699575953974,34.0954590880811,-78.0885960317916,3
