@Relation RCATransformed
@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute output {1,2,3,4,5,7}
@data
138.40377015082964,-1.187480534628163,110.2077277309921,-81.13804418206075,-189.9546667211695,3
125.89085439002204,-4.09462685994721,105.66441738292946,-68.49284015842606,-190.67046018458308,3
119.11632161293124,-0.30535083072397384,94.66937710623637,-51.13695467896315,-191.18979161948815,3
118.27887341272191,-3.001530671703711,92.39700417161349,-51.243503732833325,-185.3132097227333,3
119.19344721383372,-6.787422118765652,97.42006384246187,-60.007980494124524,-174.52787176807982,3
123.3975762307756,-8.606719438539038,96.78001735340484,-73.05775624962095,-168.58446267245807,3
128.43488404078187,-9.866083282516723,93.42609793355186,-72.53820041248001,-174.82452399411767,3
134.09286766810789,-8.221199574339005,91.66068294420667,-69.45827467980321,-176.51574874291444,3
130.07789236466067,-5.198884872695186,89.21178907214812,-63.836242296991486,-176.35682879615746,3
109.1116870487827,-0.4266334153197082,82.99517452910878,-60.59185929894935,-157.71900672053158,4
110.27051722871273,-1.0023218180109517,77.76624769773032,-61.60036637432029,-159.98744054166588,4
113.39992519330585,-2.3743900538341647,80.10022480609408,-59.72699372118049,-158.94462091340804,4
110.10796826821206,-3.7180212761517275,84.52687042843588,-58.74192123467464,-159.43667339794263,4
105.31703900422283,-2.6018640705104508,80.4201962807396,-54.372040500790455,-156.33033901896573,4
99.41058753371695,-0.8424408746764671,71.83022798387492,-46.53014466412292,-146.00834517402976,4
95.50508015953068,-4.498490116852321,72.86473516090733,-47.196130208080305,-146.4453838881785,4
99.47251674234045,2.9392378291975705,70.51216771669924,-47.45331066821229,-144.4711122358038,4
99.41058753371695,4.1874388568697025,71.86111475036458,-45.92367350283935,-146.54843828901298,4
112.51634301099685,5.316512254904598,57.03440377932799,-33.33466356872634,-155.06102275069662,4
121.46963016793119,-2.165459515180718,56.505769659398396,-42.354285991298546,-160.56288986934305,3
123.21372374549196,-5.95209790852492,71.80940855866139,-59.55619656557964,-168.42925455500404,3
128.79737003274778,-5.655433610276702,96.04623393603688,-64.94776816617141,-190.25587104732128,3
125.22703751358463,-1.9247559311320224,100.7076667695782,-66.87121800956638,-183.21687911552542,3
118.50123431442213,-2.3981416147794796,99.9625359323923,-66.72075741086165,-183.06961391989594,3
122.2174425260626,-1.9396136719716743,99.988025901443,-62.92486076824006,-187.96636295741013,3
132.4539930597896,-9.476946886997585,101.81455405253139,-68.39896511966967,-189.4022001274601,3
134.54616316476626,-8.260421307744249,103.02668334396895,-75.61320188646286,-193.10395449858103,3
134.2408134809368,-7.348340937126896,105.52254175143875,-68.60964499632509,-192.90999705989904,3
134.92308767854158,-4.827081167855266,106.94134790820354,-72.02612106215393,-193.80662878331913,3
134.43530383513988,0.7875807271454063,99.29490174132019,-71.58064988553635,-189.60262316304454,3
125.3096097917493,-0.32064759450910163,100.06433946173671,-67.86876796918008,-192.03809542530624,3
126.56120344940356,-0.20115861131656843,98.61567337807577,-62.9812830790272,-192.9064050056244,3
132.9479814509231,1.2528160293481774,103.47332607744386,-67.11561170876232,-193.28940262751763,3
134.24340907676543,2.3778444722483156,102.60911236034647,-68.45473758916388,-189.17738443164245,3
128.15477664385887,-1.4589182575907147,103.08281495524159,-66.60781927013032,-187.1847029030661,3
128.68804755253802,-5.0373094561688205,102.32330581463793,-67.17470871645129,-187.72100738197588,3
128.60547527437336,-3.5987896750597015,95.45831788568195,-66.9234612019663,-189.060424217339,3
124.69996790018709,-0.4563504846593984,97.0059771683292,-69.45517126691828,-188.81123272318032,3
123.18284109820158,0.8403640959495711,103.74904299253815,-67.31305217598407,-182.17484183036015,3
122.99094633982713,-0.46454515220639525,104.19473856049056,-59.07683635575313,-184.04603180584385,3
122.52019661406345,3.2870732342836844,99.13139166511579,-61.30000395722199,-178.7670002198635,3
119.0028666874762,1.8084113292279298,93.68169316121913,-61.258220983680346,-187.2074529620753,3
122.6027688922281,1.0048286425259754,97.57145055198133,-58.531502930558815,-185.44310855211674,3
122.4067416886084,-0.8048213268168665,97.6148185916891,-64.85782239993736,-175.98993494856498,3
127.42818777327594,-0.7596133676965477,95.81907600508195,-62.935198695904326,-179.8902379827959,3
124.21620753051818,-0.3586827598771576,94.10102381082218,-69.19895269299992,-178.9993771790727,3
123.18284109820158,2.0504951287049424,94.07063531701776,-60.69132439694169,-178.95221136421515,3
119.6171730249034,0.8386210808368526,92.98839232738993,-64.89540616109986,-180.4241341114183,3
110.72523465858521,-1.8995518389065422,97.28954027348581,-59.43777907512979,-170.66518565511305,3
93.19934854539657,-3.3100607959638095,99.35370819036666,-63.33431139612153,-162.71385181131774,3
110.89474647159382,-3.274345522876473,92.56996359570591,-61.799851326329495,-169.40410165338238,3
109.25560811756354,1.803312149010762,84.42491598748975,-52.09996058125164,-173.97757200726576,7
101.68599866657566,5.3077086675449525,79.5794105948618,-52.151103186888825,-167.43593260422824,7
94.72840853088236,1.9729953533024682,76.4254567312793,-52.19361206423463,-151.64093846942876,7
94.31261602139108,10.86726864985911,73.06029732200926,-51.40487710895742,-142.54275581670205,7
90.23233722274402,10.149237631389436,74.34362168661573,-49.99820717648528,-140.42918813985722,5
83.60479046857147,11.539331978151758,69.8497473526389,-56.17245059037045,-128.05554387254483,5
69.23101876337992,10.609591145261067,62.647355742584004,-56.075018808640706,-130.1880877980436,5
66.53122194466235,10.399479315015038,53.03308360700004,-57.08045263154795,-124.65449944651718,5
65.63453990217249,11.846538556612659,57.53185715847627,-48.077915238958134,-124.85946957046708,5
62.767338580156284,15.657991317246754,55.211179805328435,-45.457559169658026,-122.68796333536585,5
161.47543743462097,0.1439882072043055,101.4754788161084,-73.00172270246507,-205.03600476144726,3
153.68524833507118,-6.085849163599076,105.35094011755588,-75.95593062277165,-205.25472527669564,3
147.71307272822665,-13.165654744020376,119.55868821480448,-76.49098261785069,-201.54113020436066,3
120.70940162351995,-0.8473601707187832,101.77509600946428,-66.70490782133919,-183.77938634793097,3
118.32684710231551,10.796921071989,90.83012929116546,-65.13943366941743,-182.06699750763008,3
122.23235447650178,-1.0358711675191792,92.49051906856637,-58.522192527745275,-178.8644155253788,3
127.31304693982344,-2.5641216485890936,93.71346151170333,-59.48474805957488,-176.04749432307426,3
128.6269875411831,-6.825846244407291,95.27015263227703,-64.77446940665239,-179.52917433859844,3
123.49621897630578,2.006311115681826,86.82554511837034,-64.13520529522698,-167.6475937838562,3
115.4933094695588,3.4333570863357163,84.35801287883726,-63.2932009470812,-164.07506572259982,4
113.83438376599132,-0.9368250607855106,85.15475991004737,-60.430661500347576,-166.7363617456719,4
114.02781537378237,-2.934610632850589,84.91063120274126,-56.29229744842402,-162.17162178246156,4
110.23163047980587,-0.2399010676490061,81.50261795147057,-58.9809760892823,-161.47122585920076,4
103.77675021676956,-3.572425705489172,84.04174212161364,-51.48691968655137,-158.78352629097364,4
108.1889152594895,-4.43373002816749,78.67199104840105,-52.81602216917689,-156.12216670657727,4
104.27293591256145,-4.074370440293955,84.17253720701748,-47.74534388473769,-151.5145474844348,4
96.10747744531378,-3.8324205228424884,82.33589040022596,-46.73636413368105,-153.2407581109067,4
89.57764579542106,13.611426616145286,62.77353308215187,-36.616299412293586,-146.27207683177772,2
89.7231037136185,11.869269642571398,64.90436397235536,-47.130720013385556,-147.52662656108686,2
90.3441660825068,16.67758858923235,60.1009114816806,-57.50478213325441,-149.36831210782387,2
118.41552651298413,-3.7319082631006504,35.39981799318751,-44.167052501835535,-171.95173785578845,2
119.32234736066295,-18.574130297453838,73.58467363550966,-56.36673225103809,-179.03300931480382,3
122.95598329413875,-7.194733157516861,92.71308627330836,-65.52814640044971,-176.05397370465008,3
126.9777966752136,-0.31745796028029716,94.88838441726548,-59.28874128339504,-180.27853994325076,3
128.21766228389166,1.9126843952073713,96.06614812155073,-65.79336968275177,-184.01761589938914,3
120.32820770259971,-0.12222895830218405,97.4430477823643,-67.18370534643158,-180.17234678592635,3
122.37876216959882,-3.0891006074804572,101.37246391579397,-64.17282294002925,-184.48444469621396,3
123.34675633756642,-7.355043703542425,101.63479835048629,-65.32436047797572,-187.27287922789594,3
123.73208270373192,-1.8099280595102174,98.5338024416444,-66.58030518912302,-189.1824604871304,3
131.34707024848478,-4.179612857349306,103.76686234975037,-64.83940775603884,-192.94594913736066,3
128.66939990558134,2.0655239351770502,104.79881424076417,-64.23912422538935,-197.57746152793675,3
131.7127240553345,6.365919772297398,103.56882987666036,-65.81975378314021,-193.3004325144821,3
137.5600068452063,0.19316871724062068,103.98216153735004,-68.8070403216657,-190.2204954889666,3
134.36652880035405,-0.40304405385790876,103.28687901097888,-68.58345150506355,-193.01706255364115,3
129.00923920646943,-0.7707632302129817,99.35412318316843,-67.92931928416291,-189.53025518525848,3
127.83921967389061,-2.2569648832142555,98.16153684544696,-66.6061516277202,-187.34489302774682,3
128.049006190887,2.5834655367050026,104.21523827244818,-64.31026584129906,-190.53838708084623,3
128.18565929114925,4.364562890404262,100.60351805714728,-67.63581470499894,-189.65931756177093,3
127.9457908431812,1.614308674063654,102.59476018468246,-65.18470856735168,-187.4207830835512,3
127.9457908431812,-0.38916675557238634,102.87205564216312,-68.74928786928247,-181.045342770185,3
124.04028346899493,2.2215583678916637,98.0806582756678,-67.83331737965882,-184.96443915073314,3
127.3554790594585,4.575010487186876,97.24906980808778,-64.07242723037184,-190.21888709539272,3
131.85129821736749,-4.267482458071204,105.75339497322686,-62.12461619187502,-188.26303472558604,3
129.1510578632882,-5.3541547796151905,106.95498487905161,-66.50130299731622,-187.66032970702506,3
128.21766228389166,-1.483926193113252,105.32641993974148,-65.30826969030194,-184.53368943816193,3
128.21766228389166,-5.755220663096279,107.13583963720824,-64.62908012122955,-187.40453110892722,3
120.32820770259971,-4.040913390667587,103.09369837863356,-63.272026910801415,-182.3960691129996,3
119.19229457677126,5.949877032832962,97.27725478783015,-66.17474741759085,-178.6936346987767,3
113.66092657354747,2.3659154058279093,100.51275403628455,-59.81231913541984,-175.72312883965495,3
113.15318706798944,5.679599761628112,93.73123958007858,-59.41126243723782,-175.58138710868866,3
121.15609657473641,7.06247669291636,90.96551582502356,-58.85463528384015,-180.5008915273623,3
123.81205938606794,-3.822819273070799,92.66511821929862,-65.81261943767483,-179.63117646542977,3
119.21226899211845,0.6601726461831667,92.0273925149283,-60.719402019968385,-177.7852869911582,3
122.7640885357643,3.3208112197662,95.0189974999572,-61.81825855313765,-175.75633313548573,3
118.13754793976972,1.4075620291919693,90.75872598810501,-57.198350574678884,-172.9584441520862,3
117.73989114017759,0.3541886655528046,97.61937281233205,-59.993964391468666,-171.9987179934691,3
114.71980565579426,-0.8076265964477507,95.29485425153707,-61.84948775253004,-169.67550422031493,3
110.12077115017948,-3.752368734027283,92.87895117883609,-58.8448252105879,-167.91589678418094,3
99.37463576500883,-0.7176228351015013,93.24450390028197,-64.22018132230116,-170.4780089844617,3
118.51874186068994,-3.6687856402317136,98.40385678817664,-58.6847364720952,-174.60515033940345,3
115.09489244421056,-5.068306055181051,97.86771084134438,-60.008854884432765,-172.8026550447934,3
106.21680062540982,-1.6841858604353739,96.29090881274541,-58.98386555587999,-167.2538440951696,3
100.17399693058411,6.10751494420021,86.32360501043253,-54.86981360598834,-159.40061563126577,7
91.51103853552763,13.265927154652514,76.981235140333,-53.9115544495386,-155.0212181326833,7
87.03384163094684,5.107903890664671,80.85415907107148,-53.161318680658496,-140.0370983128597,7
78.62010925583826,6.548086806862894,73.94970079966167,-51.6345353756527,-141.86005842136692,5
75.07457719467253,9.227541046079374,70.51120775524475,-57.46856797348373,-136.5571508940163,5
67.85999906877532,8.692975495861521,67.82643838258211,-58.98147843251224,-126.27051034316257,5
63.98647190301756,2.256892785140434,68.45229279274741,-61.36955164742125,-131.16532350788034,5
59.78954956185269,9.138692228335533,66.03634177450144,-56.45338692996017,-125.54961695357902,5
59.142990690768286,13.80746693353102,60.77643248528962,-58.47806062416343,-121.64326955192303,5
130.39378201170823,-0.5178709434699353,109.6286712671898,-63.63698670822279,-199.91377957088204,3
135.47657688699195,-11.09939381055271,116.30549206270922,-68.80835620501541,-210.5160663301288,3
150.1723056417461,-18.18337841494789,118.17155631265136,-63.808182498913766,-209.32510168535728,3
126.45483194801966,6.458823235165472,98.12392097887742,-75.6711142278794,-197.06292203106716,3
120.18769635099176,1.2541885145297265,94.32264957422207,-59.73634112428742,-177.45318704233827,3
119.99580159261731,-6.407388266641236,93.08567705441368,-61.137933448623386,-174.30557538500605,3
119.9653354492915,-4.221112970908738,91.87194181288707,-63.60710294405773,-174.56070709980747,3
109.8581015663583,1.5883262823888789,86.6014274816956,-53.27171720616022,-165.77402525634292,4
108.72085806077881,0.9259863709136358,87.47142673387218,-51.591631468671615,-160.86045776579556,4
108.25295941644866,-1.3596617412311343,84.90606393911429,-50.50956155949797,-156.643991426334,4
105.27911688567744,-2.8213709873006128,82.04015182967393,-55.857724289119204,-158.67951362409326,4
104.03925127699938,-1.69043799437644,85.28410236850434,-48.59661352517763,-162.04979379965818,4
103.5780806737431,2.0876217943347246,82.98994942456878,-51.195059318809086,-155.15389588143293,4
103.65392491083388,0.21831553042084728,81.26156443251168,-49.9405791606297,-158.7582602677732,4
103.27273098991364,-2.768304027972798,80.34165652883186,-45.34178163652049,-154.61533020175014,4
100.02442142260333,-5.374555931351813,86.83731887304945,-50.5060656126903,-153.20996385706724,4
99.55107610101099,6.573754564526868,77.127039876918,-49.305662565422345,-144.8370038314677,4
95.4871522115693,2.4928978196916898,74.56408281912545,-39.80994663004205,-140.8609577514555,2
87.2544817724787,11.47215257441744,67.03988191565512,-59.12014480811581,-144.79477522328182,2
75.91092585160882,12.904981832134494,61.81946019495486,-72.77160357969431,-146.7768452754005,2
64.47952771595477,13.301588817075602,60.01751354763523,-88.33901429885677,-152.7389403117531,2
49.79374214504679,14.344529993047463,58.0943423419365,-106.8901442070755,-154.49963681733135,2
55.468177713241694,11.394666916171525,34.01750786889322,-95.90146300131272,-157.1189228633845,2
109.8965003805277,-13.27606725586853,42.12504091241914,-46.77804509395356,-170.99002187932857,2
123.40512327101169,-5.891577450509926,92.87927321902447,-65.04187395582031,-175.8452629489889,3
124.83842048748082,0.7244687284421012,93.22376824198446,-66.16029292865522,-183.3831082913347,3
124.4839767686057,1.8768228557196416,92.12797812227424,-61.26007902093659,-183.06653590424116,3
124.4839767686057,-4.48006001237268,98.57194149728393,-65.88103075044317,-183.07149313134562,3
130.20188725333378,-1.5367822169634913,103.85951852649654,-63.360447251282956,-190.18794183091944,3
130.39378201170823,2.0888331380224194,100.71974644868718,-69.00096049603184,-187.53540666078607,3
125.51189779397541,-2.0566420952034905,102.92456571056498,-69.33241220498267,-189.54144733506322,3
130.0106334670915,0.25536966771566494,101.95815767724784,-70.91827891659445,-190.42915486930906,3
130.39378201170823,-1.067435109461389,101.552863334161,-61.37169876060464,-191.4733772841695,3
125.51189779397541,-4.73326023726867,101.06033969427465,-63.03671951807876,-194.6542600696747,3
125.03031524585526,2.9932944779845867,102.32233624551502,-69.17763934409363,-190.56550632996056,3
124.29054516081464,3.587624083001013,101.01746784850096,-65.07557417200621,-188.59745783190766,3
116.20919582114824,0.21287906160037195,102.79107497398908,-62.38401340613252,-186.95637566354162,3
122.63315630666378,-1.3943239519965225,102.27509747098489,-61.01660798347216,-189.1457272938592,3
128.98053462017305,-3.3877656609099676,105.70701136920516,-62.351188073586954,-189.78607574080831,3
130.3112097335436,-2.4429761442918094,99.78798875629096,-63.828684359116295,-188.1867121771115,3
126.04114522892172,5.223941660151244,97.00663858723263,-65.32567255314105,-186.99683491497635,3
120.69192431987445,0.13058200528601915,92.69586260410087,-60.088099653758164,-180.2801281774065,3
119.26275954865056,0.8296713303530403,94.76987129061176,-54.95028149247412,-177.68203335524962,3
115.90099505588523,-4.0404892818025395,100.03538163164791,-61.76052920828281,-181.51320704921957,3
118.75853157976786,-5.042340097052749,97.77104704115467,-56.781471627166184,-178.98776480786518,3
116.09029421843104,-4.188067667561622,95.83413732388743,-57.302477482903484,-180.4767832755258,3
114.4676978394161,-0.33715726589436557,97.4326763105214,-56.18030529567035,-174.80130130405593,3
118.75853157976786,-4.003154235947289,95.50054337164636,-60.648930671816224,-174.56827991162135,3
115.67450170893974,-7.241279480898845,96.70023094519274,-60.88840882873975,-180.55194071572416,3
115.12489564629206,-7.589439050247391,95.32078587280114,-58.24589265636119,-183.21896214889526,3
120.15681370370137,-2.9460777426770726,97.00746859172878,-59.14983795543754,-177.24484376347826,3
116.63663269568059,-0.32707068883029944,92.38422735007771,-60.914887557608054,-170.97137790355399,3
102.5454516056417,10.873849634329583,83.39879897312184,-57.88932146325429,-166.11649471655187,7
91.16803141975578,11.941135783146418,75.07128004504571,-47.27765080393575,-151.80720341679896,7
94.06921530142189,1.7731292331148598,80.59623844323063,-47.8700062294235,-150.90405089493146,7
90.77466278049948,-2.2935372605312967,83.74448847735934,-50.850931500248656,-148.10953653152492,7
77.43009760166355,7.573044874295422,75.0457337609154,-48.001362605323365,-140.75748828528063,7
73.51636250824598,4.554775017308276,74.88336482848875,-50.11673765185836,-139.1854640630202,7
68.59838364938649,1.544934466744528,75.73392837222723,-47.685030585073235,-139.61102740408901,5
65.32355063663195,7.042074377377322,73.00108879285251,-52.210182394045184,-131.19827140301445,7
61.378787446872856,11.162997942209827,68.26301996349686,-59.392016291620315,-127.79214733691137,5
124.81708311257286,-3.776822621493549,116.72459001993964,-68.0138938556337,-201.43876147761955,3
128.42753859558928,-6.896853337546352,118.48488300156853,-67.14092469924121,-191.11265553792708,3
124.58121938514674,-11.882740868133993,119.39658285958919,-76.71261592097378,-202.43097166376904,3
141.97570729891348,-9.478426861496095,115.07092439142592,-65.0723322788145,-200.11230987288985,3
152.20855953848059,-8.616884107041875,111.20718644848492,-74.03848166154026,-202.53347658021875,3
134.46047301044905,4.456908866539208,102.81762535455894,-71.33045939565771,-193.94507719255577,3
119.99851876318522,-4.88775340092431,89.58098217882633,-69.98926432382444,-174.73806114971683,3
115.05964495668235,-1.205488430859293,90.36312436785535,-61.95511205616067,-168.0501661043888,3
113.51702526000344,2.7921991565901703,85.18900638671953,-61.28086174309832,-167.95932206658136,3
108.39287576468757,0.3079529593328072,86.79880433071435,-53.35975896290161,-159.75722288173688,4
108.77820213085306,-1.5861261696682138,84.72254004517464,-53.6685947142389,-162.33658188166694,4
108.42375841197794,-3.127189111657197,85.18623016560021,-51.61627604669675,-163.36033468338798,4
105.09882954243096,-0.4510982814356854,85.07815086689979,-49.385704207487166,-161.0215181216927,4
108.80908477814344,1.3734156144393754,83.00584864427192,-54.252163901366934,-157.6026026565229,4
105.22016084479915,-4.081010891072459,87.39398435572203,-50.89789629063691,-156.40018712730196,4
101.26240676637165,2.5828466535818837,82.10652653726305,-55.31947017196984,-152.82313949259006,4
100.28240377624564,2.92406237984034,78.09996869011414,-48.17950497430712,-152.92078750035003,4
104.5837094893392,6.064515377592905,77.1432680841921,-48.551972627462355,-155.75221334504138,4
107.81056881250011,6.178642947199668,78.14509021646177,-42.35573137155083,-147.30409909327625,4
106.21317447883038,9.7386893820947,70.4313898709938,-40.46332082974126,-148.32168368712814,2
99.2132514482727,8.305630559422577,66.79720592444193,-44.615383895388184,-148.9627287369939,2
89.15687159889997,9.878146660415196,64.42198579214293,-65.80269104235018,-149.03233226160714,2
63.01544424813612,13.926016070826694,62.719396064812216,-104.41375623805925,-156.73866643061987,2
54.161503990402664,14.463168969872298,59.01813381911702,-117.13424956589554,-157.45066252987831,2
48.35834688671902,16.893898303995435,50.50373197725541,-116.65173854428416,-164.63518104821617,2
49.63608641790097,15.949601313317533,52.52636603158798,-117.43238080465244,-163.8379234394025,2
90.25094117379768,0.6146410133441869,11.72513721793523,-61.5135634937681,-162.91269548981538,2
113.6727497873472,-20.41804873861616,60.80717738659932,-45.82310646502698,-170.87818277260897,3
115.29158498089001,-3.4301615256307407,98.68169510711297,-61.30642833331701,-181.5419372497831,3
118.05144338960393,-0.7997387551862367,96.53207626194853,-62.99701278710876,-184.244371006651,3
118.61691117759037,-1.718992171982066,99.97327334030251,-58.89261875344939,-188.81046344394053,3
122.40907259783404,-7.873513986507836,102.52602530418334,-61.42995670711135,-189.88773598807447,3
127.9844839469954,-2.9600644292954996,104.36344952338743,-65.44166249051462,-183.6057697405342,3
128.9814456451727,-0.41373243463576515,104.74412825882554,-68.08434705057807,-187.41786039856603,3
128.89122938508746,5.954485758344855,100.78257803963265,-66.8497671003432,-189.0107871424851,3
129.48634226824936,-1.7110510446066174,102.9233134830834,-68.83152738950257,-190.66892978555774,3
128.90146896283667,-0.34212171279320813,102.78660464503095,-64.76730377053136,-191.88443645888876,3
123.63433378852507,-1.9003814482991928,101.3833779492899,-70.78099216410965,-184.0576692747269,3
128.11453673088707,0.06957237111469183,100.8437393101305,-63.33863778688056,-187.24071415997668,3
128.81278955216806,0.10712316356240947,101.84848678001795,-62.848713682353605,-185.6265702688621,3
123.20581507696838,2.653804878642717,101.45616337530596,-65.42777921719107,-188.66102812863886,3
122.92007535136875,-3.9146247814375927,109.52271518154555,-59.83634980376616,-187.19286998648377,3
119.64014700367018,-1.4092898340981934,105.4616454688699,-59.79307206849171,-189.29333593049148,3
122.26515152905321,0.7032138651625699,103.98152177833407,-65.1956732934246,-187.69306890291895,3
129.0046843105425,-0.2989102636545775,105.15155880442393,-62.95072742674758,-193.96116361657263,3
129.48634226824936,2.402101785064687,100.67740179571783,-65.97588290160265,-191.29491918287454,3
129.19123216216911,-4.875826429841506,101.01990248475734,-63.36616518702413,-185.7559538135184,3
123.82776539631612,-1.136497579582631,99.79567876045724,-67.9131206725959,-184.24266343584608,3
119.69576467518436,-2.0444258011155547,98.59475006137318,-64.43899862680638,-184.21873974404684,3
114.6784510357621,-5.730072403753621,103.2184009802416,-60.47507622565043,-174.80551676687728,3
113.90235162616894,-6.734734328822293,100.2786791424306,-63.20927581398106,-178.33875106523888,3
117.69440407490018,-6.331287611754639,100.16499893491027,-58.36739075322326,-182.41816566515428,3
118.27707187670228,-6.71543580620946,104.23136678543669,-55.49749563149633,-185.2738290135415,3
117.507700508183,-0.2540024897255657,98.79726901161936,-56.972480828318396,-183.92478230950906,3
117.89043127851987,-3.430711023235105,101.15610699734282,-61.2250418426255,-180.53235136619713,3
118.22951469107325,-4.255900025361754,102.30786806635618,-58.16543002895979,-175.4031503583253,3
114.063363737253,-5.095858236842506,96.72328405566083,-62.706669448588734,-179.4610770251043,3
118.27707187670228,6.962570675403279,92.78782021039375,-59.54635540620574,-176.82305281412297,3
122.6504778952187,4.764851009596416,96.99976477125603,-64.17092294784226,-171.45697248785507,3
123.40535381726339,-0.7503403261508907,95.5839813798536,-62.41031843793685,-174.3062404748277,3
