@relation ICATransformed

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute attr21 numeric
@attribute attr22 numeric
@attribute attr23 numeric
@attribute attr24 numeric
@attribute attr25 numeric
@attribute attr26 numeric
@attribute attr27 numeric
@attribute attr28 numeric
@attribute attr29 numeric
@attribute attr30 numeric
@attribute attr31 numeric
@attribute attr32 numeric
@attribute Cluster0 numeric
@attribute Cluster1 numeric
@attribute Cluster2 numeric
@attribute Cluster3 numeric
@attribute Cluster4 numeric
@attribute Cluster5 numeric
@attribute output {1,2,3,4,5,7}

@data
-0.95313,-0.966894,-0.409337,-1.017309,-0.306061,-0.571896,-0.262701,-1.511804,-1.212295,0.240464,-0.079523,0.172716,1.212864,0.221345,-1.659917,0.294087,-0.754229,0.083063,-0.424242,0.55342,-0.424917,0.377697,1.407134,0.623648,0.238837,1.087441,-1.552664,0.551185,1.897306,-1.042367,0.899937,-0.436774,0,0,0,0,0,1,4
-0.211209,1.77297,-0.115753,-0.643875,0.568281,-0.570218,0.821766,0.854321,-1.468746,-0.176353,-0.144026,0.472424,0.434816,1.443589,0.025263,0.056162,-0.259899,-1.259369,-0.447495,-0.273175,-0.326943,0.088312,1.336403,-0.171397,1.853175,-0.856647,0.291555,-0.096861,0.931893,0.397831,0.103682,0.139423,0,0,0,0,0,1,4
-0.21687,0.308482,-0.566736,-0.081433,0.240967,-0.272052,0.181102,-0.148094,-0.580012,-0.388706,0.009363,0.27601,0.777417,-0.050141,-0.345092,-0.409459,-0.158521,1.041986,-0.2034,-0.465715,-1.05352,-0.10058,-0.260556,-1.575497,0.788688,-1.123341,-0.371071,-1.603279,-1.0072,-0.372927,-1.020924,-0.098761,0,0,0,0,0,1,4
-1.393888,-0.665117,-0.976549,-0.425679,0.603402,-0.651751,1.032731,-0.169558,-0.736742,-2.229306,0.057511,-0.365163,1.024378,0.137819,-0.00742,-0.821958,-0.271557,-0.059715,0.038129,0.692444,0.042747,-0.16139,0.017724,0.04701,0.206098,-0.056411,0.049874,-0.368113,0.557482,0.266844,-0.281343,0.123287,0,0,0,0,0,1,4
-1.740408,0.256434,-0.466527,-1.084509,-0.515442,-0.30811,1.014037,-0.820453,-1.922867,0.288878,0.557012,-0.019602,0.068649,-0.159614,-1.374951,0.336223,1.058812,0.267618,-1.325074,-0.38655,-0.661903,-0.664934,-0.816984,-0.54181,-0.26099,-0.80845,0.31172,0.101818,-0.19583,-0.352618,0.59295,0.824509,0,0,0,0,1,0,4
-1.8901,-0.730206,-0.467834,-0.901806,0.708524,-0.324789,1.6059,0.162524,-1.741846,-0.260983,-0.637497,0.313952,-1.074686,-0.070836,-1.338475,0.030818,-0.667871,-1.023189,0.00513,0.5728,-0.560647,-0.298654,-0.19618,0.302639,1.542535,0.212553,-1.389043,-1.259848,-0.670802,0.842572,0.963552,-1.574916,0,0,0,0,1,0,4
-1.572336,1.067415,-0.465043,0.077018,4.27626,0.309231,1.349504,-1.425947,-0.296776,-0.182789,0.388359,-0.099187,-0.124038,-0.693748,-1.304884,1.539317,0.274959,0.507402,0.363823,0.485318,-0.033339,-0.153929,-1.217706,0.462569,-0.461365,-2.147508,-1.109364,-0.499933,1.013954,0.116332,-0.737458,-1.101882,0,0,0,0,0,1,4
-1.201688,1.372768,-0.485606,0.749309,0.270085,1.454364,0.477624,-0.386212,-0.019369,-0.292893,0.549403,-1.087081,-0.169843,2.027361,-1.872246,0.79567,1.207732,0.721097,1.262906,-0.061188,-0.086555,0.164113,1.257806,0.30827,1.284235,0.68929,1.886954,-0.834258,-1.708767,0.744192,0.731274,-0.638674,1,0,0,0,0,0,4
0.421038,-0.333819,-0.585377,0.001584,0.570005,-0.82839,1.397836,0.185442,-0.36154,1.008234,0.317647,-1.427637,0.506792,1.040848,-0.961526,1.292279,0.393201,1.766104,0.571947,0.364175,0.273047,1.104787,-0.712605,0.156599,0.720867,0.815479,1.320612,-0.220827,-1.162821,-1.32985,-0.15045,0.338437,1,0,0,0,0,0,3
0.02718,1.013785,-0.037209,0.819553,0.687128,0.631251,0.243457,-0.884785,0.556519,0.787513,-0.292954,0.436136,0.193314,0.218174,-0.534254,-0.102651,0.599202,0.511407,-1.55833,-1.376188,-0.766383,1.104193,-0.303317,-0.459572,-0.831171,0.28113,-0.651383,0.650883,1.050345,-0.325704,-1.12598,0.033774,1,0,0,0,0,0,3
0.764628,-1.112698,0.315781,1.096446,-0.175951,-1.026666,-0.291554,0.715481,0.887363,0.37511,1.598375,-1.373603,0.951076,0.587605,-1.217647,-0.981712,-1.893451,-0.821961,-0.344863,-0.602523,-0.607107,1.265062,0.292402,0.646493,1.577064,-0.180745,0.188347,-2.135159,-0.107157,0.469678,-0.046662,0.575706,1,0,0,0,0,0,3
1.150655,-0.424364,0.43241,-0.024356,-0.733976,-0.33367,0.879436,-0.553612,0.147558,0.793118,0.263071,0.440207,0.118909,-1.450147,0.05339,0.986947,-0.788666,2.541213,-0.98262,0.469275,-0.268046,1.496233,1.692434,-0.862297,-1.363543,0.583026,-0.539097,-1.488189,2.30003,0.379152,1.527627,-0.176116,1,0,0,0,0,0,3
0.81145,0.049786,0.692317,-0.713706,-1.400718,1.302402,1.490516,-0.610074,-1.344087,0.182241,-0.616467,0.711655,-0.365312,0.050444,1.7343,1.651929,0.029177,0.61203,0.094091,0.772114,-0.290787,1.351274,0.529867,0.042197,0.439617,-0.120826,-0.186847,0.20711,-0.675379,-0.531091,0.825855,0.396436,1,0,0,0,0,0,3
-0.19284,-0.368238,-0.136919,0.752541,-1.627973,-0.272914,0.995516,-0.70477,0.327234,-1.096105,-0.930483,-0.430061,0.277994,1.760691,-1.446403,1.245214,2.169485,-0.692555,0.630501,-1.814669,0.971545,1.689262,-1.114038,0.896672,0.194224,1.849787,0.555121,1.992958,-2.223442,1.155368,0.586635,-0.157148,1,0,0,0,0,0,3
1.425592,-0.501175,-0.423803,-0.361912,-0.560067,-1.490622,-0.259112,1.213083,-0.503521,0.021559,0.66703,-0.338743,0.507965,0.443457,-2.954604,1.278408,-0.30339,-0.391038,0.318909,1.171802,0.929756,1.729095,-0.248813,1.491286,1.472203,-0.79389,-0.280441,0.457774,-1.073776,0.067271,0.415301,1.070874,1,0,0,0,0,0,3
-0.66404,-0.21022,-1.321162,-0.096756,-0.209785,-0.342472,2.321389,0.611183,-0.35344,1.627929,-1.421951,-0.29595,-0.124265,-0.181698,0.637503,-0.395049,1.018886,0.464923,0.152913,-0.885452,1.252913,1.082048,0.687715,0.797561,1.887368,-1.314323,-0.609457,0.499053,-1.719118,0.71439,-0.069132,-0.079808,1,0,0,0,0,0,3
-0.224984,1.044309,-1.107074,0.930021,-0.120348,0.004028,1.059216,-2.134418,0.323787,2.121836,-0.032712,-0.06316,-0.450516,-0.512627,-0.783465,-1.010055,-0.326245,0.31057,-0.60413,0.559587,-0.201596,1.055907,0.172237,0.281008,-0.354727,-0.664028,-0.923756,-0.955863,-0.302052,0.610047,-0.668877,-0.139537,1,0,0,0,0,0,3
0.287475,1.375975,-0.490811,1.569351,-0.139178,-0.648447,1.510745,-0.249783,0.839587,1.77438,-0.229677,-0.120327,-0.135734,0.252178,-1.311889,1.336027,0.220367,0.971516,1.49224,0.047977,-0.448995,1.313011,-0.079147,0.450264,0.103986,-0.614329,-0.964125,1.031214,0.017662,-1.207564,-0.650797,-1.595157,1,0,0,0,0,0,3
-0.02046,0.987478,-0.414322,1.051562,-1.30591,-0.16559,1.527459,-0.354891,0.590999,0.159003,-1.336734,-0.375214,0.582729,2.030701,-0.288577,-0.149139,0.742784,0.208785,1.334459,-0.420303,-0.251715,1.522424,0.994805,0.288956,0.55234,-0.200567,0.01032,0.270233,-0.291461,0.085504,0.379367,0.422561,1,0,0,0,0,0,3
0.624408,0.057963,0.004353,-0.19571,-1.91754,0.938551,-0.337561,-0.78548,-0.554986,-0.009827,-0.653831,0.269179,0.180447,-0.261252,-1.840108,-0.860665,-0.3423,-1.401682,-0.342098,0.289241,-0.853977,1.338324,-0.460601,0.157833,-0.332319,-0.107435,-0.209738,-0.173651,-0.589941,1.193994,1.684165,0.512236,1,0,0,0,0,0,3
0.104676,1.151453,0.020176,-0.146985,0.395535,-1.397069,1.974593,0.141119,-0.657586,-0.329715,-0.724703,-0.886929,-0.179883,-1.185656,-0.171475,0.612756,0.208389,-0.434421,-1.350128,-1.339868,0.358032,1.31825,-0.399787,1.048483,-0.830514,1.074754,0.47309,0.795441,-0.408541,0.695119,-1.160442,-2.429907,1,0,0,0,0,0,3
1.79907,0.274937,0.286982,0.080579,-0.325445,-0.623646,0.169114,0.746693,-0.25109,0.508543,-0.282728,0.438112,-0.095464,0.638993,0.036775,-0.160797,-1.896566,0.160949,-0.26431,0.405317,0.001494,1.400229,-0.2724,0.835781,-0.844812,1.747376,0.895266,-0.994927,-0.075945,0.896406,0.415144,-0.332671,1,0,0,0,0,0,3
1.279603,0.186517,0.728794,-0.688064,-1.199729,0.682529,-0.192221,0.309907,-1.137166,0.916893,0.319165,0.324656,0.201371,-1.619893,0.298094,-0.163168,-0.128198,0.934155,-0.45137,0.691149,-0.519048,0.925442,1.261445,-1.359512,-0.992629,-0.851003,0.073325,0.25703,0.198414,0.123346,-0.160779,-0.193003,1,0,0,0,0,0,3
1.443689,0.839397,-0.950525,0.753605,0.807304,0.242495,0.476648,-1.539865,-0.232588,-0.957772,0.08527,0.687874,-0.238241,0.323095,0.831809,0.002638,0.197722,-1.828023,-1.332967,-0.903583,0.696214,0.777822,0.408839,-0.673291,1.196153,0.36935,0.64956,-0.321672,-1.052559,1.506712,-1.360281,0.827917,1,0,0,0,0,0,3
0.979801,-0.135365,-0.863415,0.784666,-1.500177,1.074261,1.411869,0.511285,0.218827,0.249588,0.008764,1.210727,-0.374158,-0.011021,-0.628962,-1.019778,-0.383251,1.372271,0.720353,0.346826,-0.568305,1.05374,-2.353195,0.296286,-2.974752,0.360379,-0.820527,-1.816094,-0.073764,-0.435484,0.478146,-0.956178,1,0,0,0,0,0,3
0.338175,-0.767421,0.360465,0.211129,-0.553726,0.566822,1.223685,1.800099,-0.73916,1.089357,-1.749527,-0.790942,-0.83364,0.448706,-2.23819,0.389276,0.124409,0.452124,-0.261205,-0.073561,-2.40181,0.819403,0.407796,-1.010109,1.650299,-0.22538,1.402249,0.155114,-1.419547,-0.945378,0.37046,1.426489,1,0,0,0,0,0,3
-1.0734,0.179137,0.174046,-0.345302,-1.078194,-0.169181,1.693121,-0.715787,-0.960711,-1.681806,-0.644359,-0.530777,-0.232242,1.292784,0.108877,0.464272,0.27119,-0.718196,1.650323,0.452019,0.465639,1.082192,-0.26321,-0.21064,0.265328,-0.676452,-1.560134,0.225076,-0.604663,-0.151655,0.052955,-0.606599,1,0,0,0,0,0,3
-0.158354,1.567071,-0.581632,-0.657938,0.762256,-0.092288,1.199524,-0.393222,-0.864803,0.329947,-0.783293,-0.340382,0.818447,-0.292121,-0.295429,-0.176412,-0.673408,-0.601998,-0.462277,-0.109318,-0.07155,1.209032,0.48978,-0.594172,2.380385,-0.527524,-0.152893,0.152991,-1.215214,0.154026,-0.78805,-1.515745,1,0,0,0,0,0,3
1.086262,0.612626,-0.30076,0.354034,-1.461664,0.730054,-0.220138,-0.153157,-0.089072,0.33441,-0.300836,-0.09362,0.152415,-0.278399,-0.786958,-0.212789,-1.487343,-0.103767,-0.304743,1.572721,-1.065868,1.075367,2.161153,-0.109189,1.521725,-0.609012,0.441032,-0.151326,-0.514645,0.663992,0.725367,0.581843,1,0,0,0,0,0,3
1.173939,1.178331,-0.216937,-0.42185,-1.490505,-0.139616,1.065586,0.139742,-0.914979,-0.352735,-0.479284,-0.483217,-0.365996,-0.985778,-0.50401,-0.505232,-0.34779,0.533449,-1.703187,-0.508773,-0.852887,0.9664,-0.917585,-0.208548,-1.405792,-1.061236,-0.98338,-0.060072,0.170975,-0.502266,0.508851,-0.216435,1,0,0,0,0,0,3
-0.332101,0.462784,-0.025397,0.184359,0.80743,-0.339286,1.630823,1.62323,-0.803785,-0.732444,-0.128795,0.215288,-0.438796,0.631147,-0.189109,0.249511,0.877086,0.036578,1.145754,-0.44716,-0.45943,0.932814,0.115707,-0.03513,0.469722,-1.153149,0.657192,0.636451,0.741877,-0.811363,-1.254672,-0.077269,1,0,0,0,0,0,3
0.934381,0.472564,0.549398,0.411145,-0.172254,1.386587,0.216409,-0.610412,-0.238573,0.085205,0.218158,1.316782,-0.529033,-1.529815,0.408084,-1.571762,-0.20372,0.448063,-1.806418,-0.114908,-1.282839,0.669191,1.475472,0.50032,1.170011,-0.872112,-0.979678,-0.32723,0.773784,-0.269048,0.802754,-0.239344,0,0,0,1,0,0,3
1.56103,0.559638,1.319124,0.322379,1.032748,-0.847113,0.368374,-0.531876,-0.476336,-0.088023,-0.066618,-0.797327,-0.952414,0.303648,0.276198,0.453527,0.900669,0.64545,0.834949,-0.03599,-1.58069,0.349142,-1.062588,-0.06689,0.640502,-0.992789,-1.202725,-0.03249,-0.788904,-1.288164,-0.441268,-0.399425,0,0,0,0,1,0,3
0.806088,0.113819,3.116652,-0.273622,-0.835077,-0.8528,0.661808,1.197265,-0.35464,-1.178948,-1.61003,0.931273,0.10708,0.078786,-0.385217,-1.45538,0.569358,2.108812,0.675367,1.397278,-2.952536,0.561396,1.658461,-2.491636,-0.58634,-0.491375,0.958151,0.163625,-1.068238,-1.497027,-0.988171,-1.524443,0,0,0,1,0,0,5
0.256399,-0.881092,3.725881,-0.99502,-3.509002,-1.599743,0.421095,-0.005079,-1.812481,-3.117757,0.528317,1.961603,0.091668,0.688768,-0.276289,1.116566,-0.497813,-1.356531,-0.910314,-0.322976,-0.671076,0.443551,1.084862,0.621606,-0.185444,-0.841511,1.550798,1.954703,0.605617,-0.860671,0.676294,1.391108,0,0,0,0,1,0,5
-0.007537,0.114785,1.08778,-0.41066,1.026888,0.398712,0.801261,-0.336108,-0.823342,-0.692513,-1.829591,-1.118757,-0.530997,0.133216,-0.796973,0.064695,0.128463,-1.754611,1.218281,-0.536767,2.972928,0.194061,-0.401305,-2.326939,0.296317,0.771745,-0.615421,-3.908381,1.416211,1.689024,-1.572687,-0.514725,1,0,0,0,0,0,5
0.289632,0.929079,0.56013,0.052422,0.046906,1.217514,0.066577,-0.514494,-0.318893,2.207621,-0.963619,0.715812,0.073516,-0.8145,-0.290719,1.2492,0.087569,0.109212,0.0253,0.153573,0.172443,0.122312,1.34374,-4.578219,-0.054999,1.138822,1.251667,-0.254932,1.407384,1.025456,-0.724544,-1.06372,0,0,0,0,0,1,7
-0.591149,-0.092587,-0.070512,1.172489,-1.574873,0.195766,0.487486,0.293187,0.16196,-1.20557,-0.508456,0.81179,-0.972412,-1.902371,-0.34113,-0.094624,-1.256569,0.080691,-0.850657,1.584091,-1.197543,-0.554231,0.621613,0.442989,1.160972,0.17683,1.116019,1.503413,-0.56329,-0.661175,0.740659,0.454114,0,0,0,0,1,0,7
-0.309368,-0.494957,-1.051216,0.575882,0.548418,-0.22203,0.792342,0.133249,-0.683396,-0.755006,0.638542,-0.171157,-1.417325,0.242137,-0.137562,-0.858934,0.411344,-0.659552,1.2771,1.178529,1.073491,-1.267327,-0.479423,0.427684,0.882603,-0.075041,0.315007,0.701069,-0.070938,0.215884,0.831335,0.136555,0,0,0,0,1,0,7
-0.356494,0.672729,-1.253652,0.382604,2.131271,-0.425366,1.187979,-0.206224,-0.339181,0.590646,0.122484,0.306081,-0.873341,1.323633,-0.68909,-1.425968,-0.655427,0.168437,-0.170615,-0.291567,0.288382,-1.041233,-0.990076,0.370365,-0.704246,0.310364,-0.102284,-1.350768,-0.055511,0.762602,-0.117259,-0.141579,0,0,0,0,0,1,7
-1.342845,-1.169606,-0.011619,0.069812,1.085321,-0.525301,-0.163194,-1.185747,0.114832,0.003137,2.11374,0.569484,0.327638,1.370873,0.571084,-1.156855,-0.039188,-0.938004,-0.902628,1.360678,-1.218917,-1.398977,0.816841,-0.382814,-1.522738,-0.117821,-0.311113,0.733729,0.761161,0.811347,-0.271828,1.135469,0,0,0,1,0,0,5
0.079189,-2.134294,-0.05557,0.209581,-0.708188,-0.965217,-0.463115,0.280594,-0.027164,-0.800772,2.447983,0.316256,-0.09179,-1.160567,-0.438585,-0.337761,-2.431203,0.060752,0.468189,1.702786,-0.623947,-1.551136,-1.097244,0.707443,0.765178,0.683427,0.924475,0.980259,-0.898439,-1.500404,0.715246,-0.520488,0,0,0,0,1,0,5
0.515395,-0.323113,-0.780238,-0.870337,1.710078,-0.346478,-0.987344,-0.02285,-0.587404,-1.414093,0.803503,0.324507,-0.32277,-0.06625,-0.956513,-0.445708,1.234159,0.089121,-1.083726,-1.828131,0.739549,-1.714475,-0.354989,0.29923,0.412011,0.36764,-0.198985,-0.752534,0.347459,0.113967,-0.758231,1.490178,0,0,0,0,1,0,5
0.136047,0.261165,-0.238716,0.483446,0.721234,-0.053361,0.923156,-0.291758,0.434579,0.290126,1.251657,-0.158622,-1.296096,-0.843193,0.830199,-0.667842,-0.932671,0.256884,-1.787909,-0.036245,-0.332484,-2.280951,-0.655305,0.429278,-0.468747,-0.338582,-0.093136,-0.460564,0.110111,0.417001,0.380522,-0.315646,0,0,0,0,1,0,5
-0.497995,-1.34738,1.824619,0.5666,-1.27709,0.507609,-0.336256,0.005457,0.360206,0.94713,-0.699965,-0.846867,0.780021,-1.360899,1.256869,-3.604381,0.710587,-0.537512,0.771987,-0.067408,-2.509993,1.849283,1.155242,4.252781,1.508889,0.485253,0.980227,1.225761,-1.748125,0.648409,-0.674127,0.906803,0,0,0,1,0,0,3
1.096411,-0.589885,3.677408,1.157219,1.307241,-2.884786,-1.183935,-1.825433,0.966511,0.410756,0.401266,-2.07562,0.52159,-1.126605,-0.64181,-1.46013,-0.623911,-0.645775,-0.314978,-0.346113,-1.419356,1.702826,-1.448049,0.913578,-0.847248,1.202262,-2.203959,-0.284243,1.200711,-0.787777,-0.395183,-0.044316,1,0,0,0,0,0,3
2.018947,0.83522,0.495806,0.87926,0.542774,-3.704834,-0.75197,-0.315033,0.420223,-1.779472,-0.378243,0.318913,0.314875,-0.165775,-0.225788,0.967595,0.178233,-0.273472,0.887642,0.741758,1.911953,1.554864,-0.415709,-3.576393,-0.14802,1.030273,0.500122,-0.904392,-0.107217,0.13635,0.801496,-0.528915,1,0,0,0,0,0,3
1.201389,0.725266,0.338793,0.521345,-0.670059,1.639105,1.432488,1.135056,0.046747,-0.765909,1.014277,5.625179,0.890786,-0.236169,0.476758,0.212463,-0.078573,-0.538452,-0.282026,0.402213,1.415251,1.72216,-0.936559,-0.79293,-0.149541,-0.87427,0.672801,0.999753,-0.394285,0.412687,0.911068,0.783812,1,0,0,0,0,0,3
-0.839055,0.826949,-1.018587,-0.4101,-0.525132,-0.206194,1.934638,1.469912,-0.472384,-0.502314,0.301993,0.273363,0.897085,0.577173,1.012352,-1.135464,-0.16065,1.054191,-0.973997,0.431287,1.346062,0.971518,-0.624357,0.364323,-0.833296,0.280235,0.938983,-0.251515,-0.198272,-0.062138,0.082827,-0.044523,1,0,0,0,0,0,3
-1.565533,-0.745847,-0.120558,1.462571,0.38497,0.398204,0.969289,-1.185047,0.683082,1.618327,0.22914,0.139838,0.534775,0.406784,-0.976121,-0.057545,0.439487,0.449046,-0.376441,-1.095387,-0.621667,0.933429,-0.644224,0.862137,0.663763,0.778273,0.230325,-0.371414,-0.334299,-0.012611,-1.131019,-0.251537,1,0,0,0,0,0,3
-1.477615,-0.985804,0.710867,1.827077,0.096228,-0.075601,0.96284,0.032149,1.374895,1.010324,0.238033,-0.712473,0.418212,-0.243988,-1.49874,-0.738315,-0.094512,-0.31239,-0.615813,0.010668,-1.620945,1.070107,0.174695,-0.688158,-0.009094,-1.056524,-0.534128,-0.599228,0.484948,1.497912,-0.397848,1.553954,1,0,0,0,0,0,3
-1.490339,-0.183515,0.96822,1.482308,0.590627,-0.785877,0.731057,-0.115027,1.129616,-0.046616,0.023732,-0.109572,0.25309,-0.761321,-1.676271,0.380296,-0.559231,1.016481,0.31318,1.075494,-1.228767,1.223258,-1.290356,-0.688517,-0.655601,0.604845,0.492987,0.555301,0.791822,-0.337824,0.496803,-0.53811,1,0,0,0,0,0,3
-0.755544,0.298737,-0.163318,1.263848,-0.242959,-0.372286,-1.267226,-0.631134,0.560443,-1.671997,0.513288,0.073656,-0.090601,0.183325,-1.902587,-0.101155,-0.502622,0.723825,-0.711422,0.264886,0.017456,0.728135,1.823391,-1.634704,1.584742,0.730648,0.676631,1.030045,-0.477039,0.126499,0.070514,0.361614,0,0,1,0,0,0,3
-0.031249,-0.918987,-1.042404,1.040711,0.464457,-0.754279,0.298315,0.368743,0.718268,0.090654,-0.016501,-1.417695,1.562421,-0.682795,0.357254,-0.521287,0.675184,-0.238486,0.34081,-0.509973,-0.581775,0.122068,0.05179,-0.51142,-0.325345,-0.020973,1.239593,-0.799499,-0.49322,0.96574,-1.699928,0.281636,0,0,0,0,0,1,4
0.178901,-0.593508,-0.295777,2.144445,-0.668292,0.496068,0.54688,-0.325039,1.687858,-0.575637,-0.532572,0.010566,0.80171,0.012972,-1.726691,-1.156477,-0.174268,-0.112148,-1.319674,-0.288963,-1.119652,0.327941,-0.894393,0.229615,1.161523,0.568921,-0.271979,-1.247315,-1.142247,-0.425056,-0.0776,1.046966,1,0,0,0,0,0,4
-0.261483,0.797606,-0.128161,1.823683,-0.412378,-0.415958,0.777427,-0.150579,1.593247,-0.1009,1.080868,-0.332304,1.091084,-0.74717,-1.574197,0.779058,0.288209,0.947859,0.029462,-0.180192,-0.685588,0.085689,-0.291914,-0.74547,-0.6169,-0.892939,-0.739117,0.827886,1.592781,-0.450697,0.540286,-1.047693,0,0,0,0,0,1,4
-0.744161,1.59532,-0.307584,0.949261,-0.246924,-0.040886,0.735539,-0.667548,0.963753,-0.767222,-1.123128,0.356637,1.067359,1.934537,-0.05335,0.211568,0.201299,0.641655,1.856518,1.318924,-0.063517,0.232546,1.091032,0.663187,0.330107,-0.054667,-0.512153,0.242055,0.517623,0.6016,0.439179,-1.032152,0,0,0,0,0,1,4
-0.053117,0.058036,-0.668292,0.377308,-2.622107,-0.035554,-0.153657,-0.201679,0.273226,-0.752432,0.456355,-0.898501,2.032618,0.696755,-0.33418,-0.111563,-0.601149,0.381156,0.266135,0.304105,0.023191,0.052722,-0.247851,0.005754,0.244469,-0.513119,1.026488,-0.169639,-0.98659,0.122965,1.092831,0.712901,0,0,0,0,0,1,4
